dataset,N,N_indexed,method,pattern,frac,seed,result_leak,drift10,recall10,recall_oracle10
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.2,2,0.0,0.082809,0.955472,0.980293
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.2,3,0.0,0.083687,0.957734,0.98242
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.2,4,0.0,0.086305,0.95944,0.981256
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.2,5,0.0,0.080782,0.954513,0.977983
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.2,6,0.0,0.08044,0.956054,0.983755
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.2,7,0.0,0.080177,0.951487,0.980345
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.2,8,0.0,0.083665,0.963048,0.987999
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.2,9,0.0,0.08528,0.9554,0.982331
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.2,0,0.0,0.024006,0.94333,0.981254
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.2,1,0.0,0.019615,0.946987,0.984177
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.2,2,0.0,0.019239,0.946282,0.984093
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.2,3,0.0,0.015656,0.943838,0.981682
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.2,4,0.0,0.021701,0.947216,0.981257
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.2,5,0.0,0.020385,0.943865,0.982419
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.2,6,0.0,0.022439,0.941982,0.979741
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.2,7,0.0,0.023182,0.943023,0.97721
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.2,8,0.0,0.019265,0.943742,0.980263
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.2,9,0.0,0.020075,0.949799,0.984539
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.2,0,0.0,0.043929,0.962917,0.983558
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.2,1,0.0,0.04248,0.961167,0.977218
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.2,2,0.0,0.042681,0.963403,0.983006
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.2,3,0.0,0.043656,0.967595,0.980826
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.2,4,0.0,0.043639,0.964316,0.978314
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.2,5,0.0,0.037001,0.962775,0.980114
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.2,6,0.0,0.040971,0.968171,0.984396
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.2,7,0.0,0.047178,0.962324,0.979985
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.2,8,0.0,0.042518,0.965932,0.981517
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.2,9,0.0,0.041345,0.965212,0.983658
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.2,0,0.0,0.00039,0.978347,0.983895
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.2,1,0.0,0.002046,0.978258,0.981242
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.2,2,0.0,0.0,0.979413,0.983841
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.2,3,0.0,0.001273,0.981653,0.982606
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.2,4,0.0,0.006463,0.984822,0.985282
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.2,5,0.0,0.002586,0.976223,0.978671
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.2,6,0.0,0.00314,0.980992,0.982252
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.2,7,0.0,0.0,0.979624,0.98483
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.2,8,0.0,0.002839,0.975052,0.979262
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.2,9,0.0,0.004342,0.982719,0.98528
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.2,0,0.0,0.036193,0.958446,0.981333
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.2,1,0.0,0.037186,0.962695,0.981214
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.2,2,0.0,0.037829,0.96267,0.984198
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.2,3,0.0,0.030612,0.964935,0.98453
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.2,4,0.0,0.036758,0.958534,0.978825
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.2,5,0.0,0.036832,0.959423,0.983761
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.2,6,0.0,0.036598,0.959911,0.98081
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.2,7,0.0,0.035386,0.960218,0.981792
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.2,8,0.0,0.038376,0.959165,0.979849
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.2,9,0.0,0.036775,0.961619,0.981375
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.2,0,0.0,0.033677,0.965109,0.982719
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.2,1,0.0,0.02624,0.964155,0.9821
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.2,2,0.0,0.033403,0.962937,0.983647
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.2,3,0.0,0.032149,0.965588,0.982631
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.2,4,0.0,0.035643,0.963277,0.983937
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.2,5,0.0,0.027702,0.963366,0.981869
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.2,6,0.0,0.027,0.962155,0.980679
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.2,7,0.0,0.027267,0.962457,0.983005
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.2,8,0.0,0.029171,0.963,0.9815
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.2,9,0.0,0.03157,0.965639,0.98191
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.2,0,0.0,0.057651,0.95552,0.983054
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.2,1,0.0,0.058795,0.956339,0.981632
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.2,2,0.0,0.055903,0.955395,0.98164
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.2,3,0.0,0.059174,0.957631,0.985398
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.2,4,0.0,0.053758,0.955905,0.983977
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.2,5,0.0,0.055755,0.955304,0.983832
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.2,6,0.0,0.06192,0.95831,0.984268
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.2,7,0.0,0.059922,0.954096,0.978952
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.2,8,0.0,0.056892,0.956279,0.981477
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.2,9,0.0,0.056365,0.954501,0.981862
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.2,0,0.0,0.0,0.985584,0.985584
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.2,1,0.0,0.0,0.978312,0.978312
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.2,2,0.0,0.0,0.981467,0.981467
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.2,3,0.0,0.0,0.979119,0.979119
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.2,4,0.0,0.0,0.978667,0.978667
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.2,5,0.0,0.0,0.984433,0.984433
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.2,6,0.0,0.0,0.983359,0.983359
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.2,7,0.0,0.0,0.982824,0.982824
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.2,8,0.0,0.0,0.981278,0.981278
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.2,9,0.0,0.0,0.982483,0.982483
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.3,0,0.0,0.108927,0.940557,0.981215
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.3,1,0.0,0.1191,0.940867,0.978951
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.3,2,0.0,0.118786,0.941545,0.982202
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.3,3,0.0,0.116487,0.943655,0.982735
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.3,4,0.0,0.120894,0.938651,0.97941
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.3,5,0.0,0.120066,0.945277,0.984675
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.3,6,0.0,0.118694,0.939713,0.979778
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.3,7,0.0,0.122613,0.941349,0.981144
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.3,8,0.0,0.121854,0.939285,0.980046
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.3,9,0.0,0.125272,0.946192,0.983892
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.3,0,0.0,0.131756,0.94267,0.985462
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.3,1,0.0,0.12986,0.941519,0.982507
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.3,2,0.0,0.130949,0.939726,0.982084
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.3,3,0.0,0.122075,0.943623,0.985279
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.3,4,0.0,0.122739,0.938721,0.981773
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.3,5,0.0,0.131417,0.935376,0.978599
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.3,6,0.0,0.127921,0.933902,0.978534
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.3,7,0.0,0.127692,0.943142,0.986333
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.3,8,0.0,0.127546,0.93884,0.98383
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.3,9,0.0,0.129074,0.934946,0.979334
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.3,0,0.0,0.01071,0.980031,0.983079
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.3,1,0.0,0.006995,0.977155,0.981449
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.3,2,0.0,0.011607,0.975995,0.981153
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.3,3,0.0,0.0,0.975162,0.97985
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.3,4,0.0,0.006004,0.978061,0.980642
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.3,5,0.0,0.001966,0.978152,0.982665
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.3,6,0.0,0.008604,0.97782,0.983606
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.3,7,0.0,0.004836,0.974368,0.980218
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.3,8,0.0,0.00696,0.983793,0.984293
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.3,9,0.0,0.005256,0.976744,0.980551
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.3,0,0.0,0.044851,0.925567,0.981743
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.3,1,0.0,0.039334,0.931046,0.984785
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.3,2,0.0,0.042797,0.928553,0.983301
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.3,3,0.0,0.044326,0.927216,0.98177
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.3,4,0.0,0.038563,0.930349,0.982862
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.3,5,0.0,0.040382,0.923828,0.981633
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.3,6,0.0,0.039313,0.930315,0.983423
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.3,7,0.0,0.037284,0.921106,0.980891
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.3,8,0.0,0.040371,0.923498,0.981286
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.3,9,0.0,0.030839,0.929227,0.9839
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.3,0,0.0,0.109699,0.959715,0.984819
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.3,1,0.0,0.110845,0.956296,0.983172
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.3,2,0.0,0.107871,0.954263,0.980135
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.3,3,0.0,0.103803,0.954133,0.980071
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.3,4,0.0,0.107306,0.953458,0.979637
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.3,5,0.0,0.116037,0.954493,0.979984
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.3,6,0.0,0.112149,0.956939,0.98296
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.3,7,0.0,0.10856,0.9549,0.980887
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.3,8,0.0,0.114437,0.956347,0.982371
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.3,9,0.0,0.109664,0.95206,0.978851
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.3,0,0.0,0.02871,0.943796,0.98221
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.3,1,0.0,0.027423,0.940534,0.978581
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.3,2,0.0,0.029438,0.948896,0.984671
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.3,3,0.0,0.026538,0.938888,0.97766
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.3,4,0.0,0.025486,0.945895,0.980282
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.3,5,0.0,0.02505,0.944108,0.979347
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.3,6,0.0,0.033074,0.948567,0.983448
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.3,7,0.0,0.030033,0.947665,0.983716
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.3,8,0.0,0.026631,0.944342,0.983814
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.3,9,0.0,0.027883,0.942362,0.981147
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.3,0,0.0,0.060029,0.967544,0.984535
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.3,1,0.0,0.058206,0.965383,0.979622
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.3,2,0.0,0.058003,0.96367,0.978193
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.3,3,0.0,0.060287,0.971562,0.985002
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.3,4,0.0,0.06079,0.958422,0.977178
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.3,5,0.0,0.05521,0.967125,0.982933
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.3,6,0.0,0.058588,0.970305,0.983291
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.3,7,0.0,0.054257,0.96412,0.981434
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.3,8,0.0,0.052954,0.964847,0.983454
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.3,9,0.0,0.050972,0.965519,0.982262
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.3,0,0.0,0.007436,0.976318,0.979791
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.3,1,0.0,0.000521,0.981269,0.982593
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.3,2,0.0,0.005084,0.980691,0.984781
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.3,3,0.0,0.006351,0.976318,0.979964
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.3,4,0.0,0.011346,0.979016,0.984037
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.3,5,0.0,0.003909,0.978945,0.982835
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.3,6,0.0,0.002845,0.97636,0.979301
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.3,7,0.0,0.006566,0.988511,0.987599
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.3,8,0.0,0.007766,0.976503,0.979442
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.3,9,0.0,0.002383,0.973879,0.980621
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.3,0,0.0,0.05232,0.959576,0.982396
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.3,1,0.0,0.04417,0.959185,0.981274
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.3,2,0.0,0.047407,0.955007,0.980875
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.3,3,0.0,0.045341,0.962417,0.983389
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.3,4,0.0,0.05021,0.958515,0.980065
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.3,5,0.0,0.048869,0.960311,0.982357
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.3,6,0.0,0.045891,0.958919,0.979546
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.3,7,0.0,0.055122,0.964106,0.983153
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.3,8,0.0,0.046541,0.960963,0.978304
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.3,9,0.0,0.051866,0.958118,0.975915
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.3,0,0.0,0.044841,0.964491,0.983516
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.3,1,0.0,0.042801,0.962386,0.9818
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.3,2,0.0,0.045232,0.969212,0.985685
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.3,3,0.0,0.040473,0.962247,0.979605
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.3,4,0.0,0.040802,0.971003,0.985681
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.3,5,0.0,0.046671,0.962358,0.978212
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.3,6,0.0,0.041706,0.965117,0.982939
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.3,7,0.0,0.043725,0.962604,0.978628
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.3,8,0.0,0.039955,0.966352,0.984213
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.3,9,0.0,0.035897,0.96191,0.981691
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.3,0,0.0,0.070379,0.955349,0.981198
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.3,1,0.0,0.073464,0.954786,0.982737
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.3,2,0.0,0.076667,0.954955,0.97995
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.3,3,0.0,0.069922,0.957778,0.98298
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.3,4,0.0,0.069424,0.958718,0.984547
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.3,5,0.0,0.075994,0.954042,0.981158
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.3,6,0.0,0.072631,0.96072,0.985589
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.3,7,0.0,0.071795,0.955696,0.981999
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.3,8,0.0,0.067243,0.950106,0.979931
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.3,9,0.0,0.072385,0.960338,0.985977
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.3,0,0.0,0.0,0.980583,0.980583
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.3,1,0.0,0.0,0.978218,0.978218
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.3,2,0.0,0.0,0.986014,0.986014
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.3,3,0.0,0.0,0.983878,0.983878
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.3,4,0.0,0.0,0.979702,0.979702
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.3,5,0.0,0.0,0.984302,0.984302
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.3,6,0.0,0.0,0.987674,0.987674
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.3,7,0.0,0.0,0.981316,0.981316
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.3,8,0.0,0.0,0.982033,0.982033
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.3,9,0.0,0.0,0.98219,0.98219
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.4,0,0.0,0.14609,0.945595,0.983628
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.4,1,0.0,0.142978,0.939767,0.980836
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.4,2,0.0,0.150031,0.947406,0.983688
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.4,3,0.0,0.145253,0.937599,0.979729
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.4,4,0.0,0.15726,0.948456,0.983533
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.4,5,0.0,0.146205,0.943422,0.981142
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.4,6,0.0,0.149621,0.938635,0.981908
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.4,7,0.0,0.145851,0.942886,0.983385
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.4,8,0.0,0.149386,0.945617,0.984064
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.4,9,0.0,0.147414,0.937691,0.979029
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.4,0,0.0,0.157871,0.93724,0.981806
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.4,1,0.0,0.159914,0.934867,0.98428
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.4,2,0.0,0.158386,0.934313,0.98031
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.4,3,0.0,0.160449,0.941145,0.984292
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.4,4,0.0,0.161646,0.933222,0.982679
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.4,5,0.0,0.157322,0.942181,0.987026
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.4,6,0.0,0.166364,0.932973,0.979484
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.4,7,0.0,0.160342,0.935962,0.980089
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.4,8,0.0,0.158,0.932521,0.981729
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.4,9,0.0,0.154127,0.942228,0.984509
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.4,0,0.0,0.00948,0.977979,0.98313
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.4,1,0.0,0.01184,0.980199,0.98481
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.4,2,0.0,0.003352,0.975253,0.979449
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.4,3,0.0,0.004965,0.981237,0.982713
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.4,4,0.0,0.012961,0.977605,0.982664
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.4,5,0.0,0.011381,0.978305,0.983592
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.4,6,0.0,0.00725,0.976327,0.983353
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.4,7,0.0,0.011985,0.979624,0.982316
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.4,8,0.0,0.008073,0.979806,0.983108
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.4,9,0.0,0.006092,0.974831,0.979684
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.4,0,0.0,0.052514,0.929222,0.982263
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.4,1,0.0,0.049419,0.92515,0.983752
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.4,2,0.0,0.048057,0.928368,0.983073
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.4,3,0.0,0.047475,0.929595,0.983512
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.4,4,0.0,0.047012,0.926382,0.983794
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.4,5,0.0,0.051715,0.926606,0.982038
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.4,6,0.0,0.055033,0.924673,0.98228
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.4,7,0.0,0.057662,0.925483,0.978415
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.4,8,0.0,0.04656,0.923175,0.978956
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.4,9,0.0,0.049281,0.92365,0.981554
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.4,0,0.0,0.143658,0.958291,0.985092
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.4,1,0.0,0.132787,0.952257,0.979562
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.4,2,0.0,0.142455,0.955716,0.984103
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.4,3,0.0,0.139914,0.958202,0.981429
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.4,4,0.0,0.143127,0.954473,0.980424
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.4,5,0.0,0.138761,0.959101,0.98251
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.4,6,0.0,0.136738,0.955294,0.98117
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.4,7,0.0,0.14126,0.95174,0.981323
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.4,8,0.0,0.135399,0.956327,0.985393
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.4,9,0.0,0.140633,0.958833,0.982304
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.4,0,0.0,0.039134,0.94565,0.980736
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.4,1,0.0,0.041078,0.943904,0.981198
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.4,2,0.0,0.035678,0.94657,0.982274
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.4,3,0.0,0.032972,0.946085,0.983536
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.4,4,0.0,0.036743,0.950386,0.982507
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.4,5,0.0,0.028978,0.943783,0.9822
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.4,6,0.0,0.031451,0.939285,0.982742
