dataset,N,N_indexed,method,pattern,target_type,frac,stress_mode,seed,topk,M,ef_construction,ef_search,revoked_target_nodes,affected_query_share,drift10,drift10_pct,recall10_vs_exact_topk,scored_leakage,routing_leakage_auc,source_role
LegalBench-RAG,1200000,1200000,Lethe,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,5,10,16,200,20,600,0.70326,0.00951716,0.9517,0.985,0.0,0.506124,hub_bridge_worstcase_reference_for_comparison
LegalBench-RAG,1200000,1200000,Lethe,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,6,10,16,200,20,600,0.653257,0.00811923,0.8119,0.975725,0.0,0.512788,hub_bridge_worstcase_reference_for_comparison
LegalBench-RAG,1200000,1200000,Lethe,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,7,10,16,200,20,600,0.628191,0.00976842,0.9768,0.973807,0.0,0.500508,hub_bridge_worstcase_reference_for_comparison
LegalBench-RAG,1200000,1200000,Lethe,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,8,10,16,200,20,600,0.661653,0.00808709,0.8087,0.978223,0.0,0.50516,hub_bridge_worstcase_reference_for_comparison
LegalBench-RAG,1200000,1200000,Lethe,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,9,10,16,200,20,600,0.618439,0.01082426,1.0824,0.975309,0.0,0.511967,hub_bridge_worstcase_reference_for_comparison
LegalBench-RAG,1200000,1200000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,0,10,16,200,20,600,0.677397,0.00979863,0.9799,0.979208,0.0,0.506196,hub_bridge_worstcase_reference_for_comparison
LegalBench-RAG,1200000,1200000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,1,10,16,200,20,600,0.649849,0.01097803,1.0978,0.975801,0.0,0.503884,hub_bridge_worstcase_reference_for_comparison
LegalBench-RAG,1200000,1200000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,2,10,16,200,20,600,0.626281,0.0111672,1.1167,0.979412,0.0,0.50343,hub_bridge_worstcase_reference_for_comparison
LegalBench-RAG,1200000,1200000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,3,10,16,200,20,600,0.692028,0.0113153,1.1315,0.985,0.0,0.510108,hub_bridge_worstcase_reference_for_comparison
LegalBench-RAG,1200000,1200000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,4,10,16,200,20,600,0.673175,0.00973057,0.9731,0.981028,0.0,0.502184,hub_bridge_worstcase_reference_for_comparison
LegalBench-RAG,1200000,1200000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,5,10,16,200,20,600,0.670138,0.01170338,1.1703,0.979054,0.0,0.502018,hub_bridge_worstcase_reference_for_comparison
LegalBench-RAG,1200000,1200000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,6,10,16,200,20,600,0.64,0.01183821,1.1838,0.979248,0.0,0.501274,hub_bridge_worstcase_reference_for_comparison
LegalBench-RAG,1200000,1200000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,7,10,16,200,20,600,0.656208,0.00892011,0.892,0.983682,0.0,0.509454,hub_bridge_worstcase_reference_for_comparison
LegalBench-RAG,1200000,1200000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,8,10,16,200,20,600,0.697144,0.01327746,1.3277,0.974023,0.0,0.504182,hub_bridge_worstcase_reference_for_comparison
LegalBench-RAG,1200000,1200000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,9,10,16,200,20,600,0.657299,0.0101711,1.0171,0.978475,0.0,0.505524,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,0,10,16,200,20,900,0.668654,0.23423721,23.4237,0.911677,0.17545266,0.882353,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,1,10,16,200,20,900,0.662315,0.21837953,21.838,0.918878,0.19420519,0.866883,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,2,10,16,200,20,900,0.674955,0.23198738,23.1987,0.921044,0.19054188,0.895569,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,3,10,16,200,20,900,0.709543,0.22471295,22.4713,0.917596,0.19122964,0.848158,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,4,10,16,200,20,900,0.691361,0.22518617,22.5186,0.921432,0.1667586,0.902184,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,5,10,16,200,20,900,0.70063,0.2414681,24.1468,0.913143,0.19698199,0.896379,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,6,10,16,200,20,900,0.680083,0.22984771,22.9848,0.921132,0.19256154,0.883932,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,7,10,16,200,20,900,0.607194,0.21737067,21.7371,0.923335,0.17137403,0.861995,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,8,10,16,200,20,900,0.681509,0.23590236,23.5902,0.917937,0.17800923,0.903346,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,9,10,16,200,20,900,0.694619,0.22570791,22.5708,0.917471,0.19435425,0.907166,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,0,10,16,200,20,900,0.688475,0.24512506,24.5125,0.912147,0.19616402,0.894363,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,1,10,16,200,20,900,0.665927,0.23970332,23.9703,0.923016,0.2079112,0.893332,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,2,10,16,200,20,900,0.712055,0.24982075,24.9821,0.915817,0.21144264,0.926556,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,3,10,16,200,20,900,0.657547,0.24532728,24.5327,0.91015,0.22161342,0.884857,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,4,10,16,200,20,900,0.699283,0.25268729,25.2687,0.913025,0.22316361,0.915684,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,5,10,16,200,20,900,0.69441,0.23977278,23.9773,0.917237,0.20816824,0.877633,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,6,10,16,200,20,900,0.684021,0.23432725,23.4327,0.914276,0.17737423,0.882479,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,7,10,16,200,20,900,0.662326,0.23707475,23.7075,0.915138,0.19354193,0.893668,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,8,10,16,200,20,900,0.692203,0.242481,24.2481,0.92311,0.18767261,0.879955,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Tombstone,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,9,10,16,200,20,900,0.695531,0.24128053,24.1281,0.919737,0.20457145,0.89837,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,0,10,16,200,20,900,0.698796,0.23473307,23.4733,0.916214,0.20109071,0.901074,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,1,10,16,200,20,900,0.64766,0.23718907,23.7189,0.911557,0.19794376,0.892182,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,2,10,16,200,20,900,0.712204,0.23329314,23.3293,0.911189,0.18509676,0.875056,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,3,10,16,200,20,900,0.68534,0.23785412,23.7854,0.919296,0.19549243,0.879902,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,4,10,16,200,20,900,0.692656,0.234483,23.4483,0.91709,0.21307422,0.902369,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,5,10,16,200,20,900,0.679983,0.23351778,23.3518,0.922245,0.18877541,0.890352,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,6,10,16,200,20,900,0.66194,0.24231611,24.2316,0.914862,0.21540385,0.927364,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,7,10,16,200,20,900,0.654973,0.23769565,23.7696,0.92309,0.20422627,0.905729,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,8,10,16,200,20,900,0.714921,0.23789548,23.7895,0.919035,0.19687368,0.894918,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,9,10,16,200,20,900,0.719617,0.23742258,23.7423,0.919365,0.19629288,0.886959,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,0,10,16,200,20,900,0.695365,0.2509851,25.0985,0.916781,0.19964925,0.909983,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,1,10,16,200,20,900,0.734886,0.2445217,24.4522,0.923866,0.20134768,0.908415,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,2,10,16,200,20,900,0.644531,0.24536714,24.5367,0.918398,0.1935101,0.894676,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,3,10,16,200,20,900,0.652182,0.2487962,24.8796,0.91532,0.20423653,0.926964,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,4,10,16,200,20,900,0.661684,0.25026244,25.0262,0.916705,0.21320228,0.901174,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,5,10,16,200,20,900,0.725468,0.25092255,25.0923,0.921499,0.19736614,0.892608,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,6,10,16,200,20,900,0.700887,0.2299583,22.9958,0.922794,0.19889868,0.885121,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,7,10,16,200,20,900,0.668745,0.24557328,24.5573,0.919017,0.20891419,0.881112,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,8,10,16,200,20,900,0.713966,0.25081219,25.0812,0.91576,0.21482364,0.895618,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Post-filter,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,9,10,16,200,20,900,0.700397,0.2512011,25.1201,0.916229,0.21795975,0.912073,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,0,10,16,200,20,900,0.627131,0.0103942,1.0394,0.975604,0.0,0.507446,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,1,10,16,200,20,900,0.645799,0.00649047,0.649,0.978323,0.0,0.500951,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,2,10,16,200,20,900,0.679682,0.01081742,1.0817,0.979924,0.0,0.507903,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,3,10,16,200,20,900,0.69413,0.01005447,1.0054,0.978039,0.0,0.499216,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,4,10,16,200,20,900,0.689632,0.01172941,1.1729,0.980602,0.0,0.496982,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,5,10,16,200,20,900,0.618668,0.0108917,1.0892,0.978119,0.0,0.503448,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,6,10,16,200,20,900,0.690559,0.00963749,0.9637,0.977099,0.0,0.500736,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,7,10,16,200,20,900,0.657274,0.01018171,1.0182,0.979559,0.0,0.499263,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,8,10,16,200,20,900,0.634854,0.01080081,1.0801,0.981609,0.0,0.500699,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,9,10,16,200,20,900,0.658849,0.01100231,1.1002,0.979093,0.0,0.508022,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,0,10,16,200,20,900,0.686797,0.01094856,1.0949,0.979949,0.0,0.501438,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,1,10,16,200,20,900,0.656178,0.00963962,0.964,0.976308,0.0,0.503155,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,2,10,16,200,20,900,0.613205,0.01276439,1.2764,0.978553,0.0,0.504319,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,3,10,16,200,20,900,0.671495,0.00966523,0.9665,0.980723,0.0,0.498831,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,4,10,16,200,20,900,0.694983,0.01048855,1.0489,0.978915,0.0,0.507348,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,5,10,16,200,20,900,0.682907,0.01033983,1.034,0.979789,0.0,0.507703,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,6,10,16,200,20,900,0.646705,0.01236624,1.2366,0.978317,0.0,0.50087,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,7,10,16,200,20,900,0.680784,0.01368862,1.3689,0.976484,0.0,0.50505,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,8,10,16,200,20,900,0.64794,0.01070801,1.0708,0.979181,0.0,0.505287,hub_bridge_worstcase_reference_for_comparison
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,9,10,16,200,20,900,0.65917,0.01159096,1.1591,0.976483,0.0,0.504777,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,0,10,16,200,20,4000,0.682694,0.23151846,23.1518,0.92075,0.19907897,0.893517,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,1,10,16,200,20,4000,0.686287,0.22643678,22.6437,0.92313,0.17102442,0.900217,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,2,10,16,200,20,4000,0.726929,0.23570153,23.5702,0.917271,0.19725689,0.891696,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,3,10,16,200,20,4000,0.655698,0.22375882,22.3759,0.921425,0.19493667,0.897059,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,4,10,16,200,20,4000,0.684479,0.23759345,23.7593,0.916767,0.20483521,0.914648,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,5,10,16,200,20,4000,0.664156,0.21605747,21.6057,0.91361,0.18408756,0.872716,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,6,10,16,200,20,4000,0.699048,0.23620357,23.6204,0.920789,0.20818064,0.902399,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,7,10,16,200,20,4000,0.68112,0.23391281,23.3913,0.919964,0.1809224,0.887501,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,8,10,16,200,20,4000,0.684844,0.2303536,23.0354,0.917716,0.18233798,0.895411,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,9,10,16,200,20,4000,0.665911,0.23566351,23.5664,0.917688,0.21892991,0.902336,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,0,10,16,200,20,4000,0.643096,0.24704625,24.7046,0.912003,0.18750833,0.917129,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,1,10,16,200,20,4000,0.72876,0.24313915,24.3139,0.915109,0.18413309,0.902224,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,2,10,16,200,20,4000,0.682099,0.24235077,24.2351,0.911045,0.21087743,0.889381,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,3,10,16,200,20,4000,0.662057,0.24735849,24.7358,0.913637,0.19999218,0.882632,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,4,10,16,200,20,4000,0.659519,0.23498576,23.4986,0.919836,0.18673467,0.91428,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,5,10,16,200,20,4000,0.647665,0.24775635,24.7756,0.916566,0.19920933,0.880662,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,6,10,16,200,20,4000,0.688107,0.24574573,24.5746,0.926181,0.19895398,0.888165,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,7,10,16,200,20,4000,0.697002,0.25294591,25.2946,0.910761,0.21097244,0.908439,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,8,10,16,200,20,4000,0.653925,0.2384325,23.8432,0.926704,0.19642133,0.890046,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,9,10,16,200,20,4000,0.705623,0.25163909,25.1639,0.918204,0.21581948,0.904085,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,0,10,16,200,20,4000,0.645665,0.24831257,24.8313,0.920141,0.21458527,0.892008,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,1,10,16,200,20,4000,0.665835,0.23446124,23.4461,0.92303,0.18969279,0.892937,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,2,10,16,200,20,4000,0.681949,0.24801117,24.8011,0.921929,0.19169029,0.894227,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,3,10,16,200,20,4000,0.694538,0.2245768,22.4577,0.920568,0.18589348,0.882315,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,4,10,16,200,20,4000,0.69361,0.23443725,23.4437,0.91613,0.19306486,0.885278,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,5,10,16,200,20,4000,0.676555,0.24069665,24.0697,0.91533,0.18461506,0.900963,hub_bridge_worstcase_reference_for_comparison
