dataset,N,N_indexed,method,revocations_per_s,batch_B,amortized_cost_s,compliance_window_s,seed,window_model,single_source_cost_experiment
LegalBench-RAG,1200000,1200000,Lethe,52752.942,250,1.897e-05,0.006054,0,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,51631.192,250,1.938e-05,0.005522,1,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,53851.108,250,1.858e-05,0.005079,2,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,53663.575,250,1.865e-05,0.005209,3,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,54372.278,250,1.84e-05,0.004985,4,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,54940.666,1000,1.821e-05,0.010394,0,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,53430.299,1000,1.872e-05,0.007818,1,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,55586.587,1000,1.799e-05,0.008719,2,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,56174.774,1000,1.781e-05,0.010214,3,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,53289.856,1000,1.877e-05,0.008969,4,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,56129.291,2500,1.782e-05,0.019955,0,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,57140.589,2500,1.75e-05,0.017567,1,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,57726.671,2500,1.733e-05,0.018892,2,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,54085.59,2500,1.849e-05,0.018524,3,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,55400.62,2500,1.805e-05,0.018506,4,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,57681.009,10000,1.734e-05,0.06316,0,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,56042.183,10000,1.785e-05,0.061683,1,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,56736.059,10000,1.763e-05,0.0695,2,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,55396.878,10000,1.805e-05,0.065211,3,immediate_per_view_erasure,True
LegalBench-RAG,1200000,1200000,Lethe,55648.431,10000,1.797e-05,0.067571,4,immediate_per_view_erasure,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,90991.124,1,1.86390919,3727.7964,0,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,92281.732,1,1.92998527,3859.948858,1,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,92349.958,1,1.90104537,3802.069082,2,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,91368.57,1,1.91217609,3824.330294,3,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,89424.619,1,1.92022246,3840.422552,4,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,88297.526,2,0.96297218,3851.843428,0,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,90093.489,2,0.96142588,3845.659134,1,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,91824.924,2,0.98831766,3953.227059,2,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,88602.872,2,0.9939139,3975.61045,3,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,92763.044,2,1.0031135,4012.41088,4,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,89239.386,5,0.40664547,4066.342683,0,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,89668.623,5,0.40499241,4049.812581,1,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,88438.902,5,0.4077057,4076.943965,2,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,86806.665,5,0.40385008,4038.385629,3,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,89846.412,5,0.40824959,4082.384643,4,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,93991.257,10,0.21280589,4255.905002,0,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,92398.429,10,0.21285435,4256.870531,1,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,90378.864,10,0.20929227,4185.624169,2,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,87345.105,10,0.21270255,4253.822015,3,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,87390.69,10,0.20830589,4165.888996,4,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,93041.17,25,0.0875064,4374.782752,0,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,90050.733,25,0.085111,4254.994592,1,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,90279.54,25,0.08670621,4334.756544,2,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,88110.878,25,0.08652952,4325.908533,3,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,93479.783,25,0.08820874,4409.902265,4,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,90132.415,100,0.02231951,4461.683704,0,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,94562.289,100,0.02329357,4656.598721,1,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,91031.249,100,0.0227668,4551.162286,2,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,92185.263,100,0.02179845,4357.521021,3,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,90643.192,100,0.02254978,4507.749558,4,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,94648.906,250,0.00944506,4717.24507,0,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,95728.789,250,0.00945087,4720.214348,1,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,91858.923,250,0.00953102,4760.068772,2,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,94351.106,250,0.00926009,4624.747419,3,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,91658.452,250,0.00947348,4731.283462,4,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,90090.207,1000,0.00252794,5033.683801,0,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,93487.405,1000,0.00242437,4827.352568,1,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,95498.367,1000,0.00247862,4936.299201,2,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,97150.488,1000,0.00247984,4939.085133,3,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,95284.325,1000,0.0024897,4958.418591,4,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,92088.633,2500,0.00102848,5088.117901,0,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,90621.486,2500,0.00101845,5037.094103,1,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,91751.072,2500,0.00100827,4986.844674,2,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,92315.119,2500,0.0010081,4986.348021,3,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,92656.192,2500,0.00104974,5194.739206,4,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,96787.142,10000,0.00027635,5320.437317,0,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,97457.469,10000,0.00027204,5235.567699,1,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,99049.649,10000,0.000273,5258.06652,2,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,92824.637,10000,0.0002713,5210.629027,3,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Tombstone,98244.873,10000,0.00027363,5269.0024,4,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,88380.426,1,1.89633679,3792.650945,0,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,87073.926,1,1.92763239,3855.241806,1,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,88838.685,1,1.87973348,3759.444445,2,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,86417.788,1,1.90604669,3812.070227,3,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,88013.196,1,1.92183339,3843.644052,4,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,81619.647,2,1.00153596,4006.09483,0,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,88322.356,2,0.98282534,3931.256085,1,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,86658.075,2,0.99026927,3961.03093,2,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,85706.263,2,0.97654792,3906.145003,3,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,87942.754,2,0.98712379,3948.449674,4,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,86164.197,5,0.4069105,4068.9889,0,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,86855.944,5,0.40810645,4080.949408,1,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,83801.548,5,0.40321521,4032.032751,2,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,89566.539,5,0.41335941,4133.482464,3,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,90191.201,5,0.40527726,4052.661743,4,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,86416.201,10,0.20430504,4085.869439,0,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,87349.054,10,0.20352247,4070.220384,1,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,84860.512,10,0.20725172,4144.798633,2,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,83362.329,10,0.20301618,4060.083616,3,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,91306.186,10,0.21160673,4231.915526,4,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,89434.379,25,0.08765156,4382.018795,0,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,87206.666,25,0.08609257,4304.05523,1,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,89242.333,25,0.08793253,4396.066253,2,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,88468.498,25,0.08557842,4278.356041,3,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,88425.182,25,0.08810359,4404.613804,4,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,87475.404,100,0.0229151,4580.732855,0,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,93210.005,100,0.02269326,4536.506334,1,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,93398.249,100,0.02287869,4573.596263,2,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,83987.105,100,0.02279001,4555.620736,3,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,87135.921,100,0.02260661,4519.026887,4,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,86810.203,250,0.0094232,4705.840646,0,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,90537.492,250,0.0096825,4835.726035,1,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,88133.163,250,0.00947548,4732.06548,2,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,86392.507,250,0.00938195,4685.189545,3,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,91177.532,250,0.00940531,4697.172661,4,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,91310.657,1000,0.00249841,4974.915607,0,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,89962.915,1000,0.00250201,4981.792519,1,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,89811.604,1000,0.00252173,5021.200012,2,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,89335.69,1000,0.0024947,4967.017156,3,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,88569.966,1000,0.00247508,4927.588675,4,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,89844.598,2500,0.00102838,5086.225988,0,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,92107.841,2500,0.00104635,5177.480027,1,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,89706.371,2500,0.00100121,4950.313227,2,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,86494.033,2500,0.00102346,5059.470583,3,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,95861.884,2500,0.00101973,5046.497303,4,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,88826.562,10000,0.0002746,5266.890392,0,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,91476.51,10000,0.00028173,5415.943046,1,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,86993.721,10000,0.00027778,5325.686083,2,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,91711.585,10000,0.00027444,5270.811996,3,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,Post-filter,89588.506,10000,0.00027805,5337.800111,4,long_offline_consolidation,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,16702.613,1,8.452e-05,0.049297,0,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,16115.865,1,8.827e-05,0.052446,1,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,15924.931,1,8.926e-05,0.052933,2,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,16309.011,1,8.593e-05,0.049228,3,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,16321.671,1,8.496e-05,0.047386,4,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,16396.276,2,7.322e-05,0.048904,0,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,16470.356,2,7.298e-05,0.049061,1,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,15903.604,2,7.578e-05,0.051616,2,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,16462.237,2,7.363e-05,0.051554,3,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,15614.95,2,7.698e-05,0.051753,4,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,16024.987,5,6.733e-05,0.049243,0,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,16384.847,5,6.62e-05,0.051664,1,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,16144.385,5,6.742e-05,0.054814,2,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,16215.818,5,6.651e-05,0.048461,3,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,16372.7,5,6.616e-05,0.050851,4,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,16508.196,10,6.303e-05,0.049054,0,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,16224.176,10,6.413e-05,0.049824,1,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,15462.401,10,6.707e-05,0.047977,2,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,16882.456,10,6.178e-05,0.05093,3,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,16787.552,10,6.211e-05,0.050938,4,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,17430.865,25,5.84e-05,0.051485,0,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,16831.11,25,6.039e-05,0.048686,1,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,17199.027,25,5.912e-05,0.048983,2,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,17021.842,25,5.976e-05,0.050378,3,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,16686.262,25,6.1e-05,0.053643,4,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,17206.923,100,5.837e-05,0.050866,0,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,17240.499,100,5.826e-05,0.050414,1,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,17492.872,100,5.744e-05,0.055429,2,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,16881.27,100,5.949e-05,0.050275,3,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,17145.498,100,5.858e-05,0.050342,4,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,17974.641,250,5.574e-05,0.053846,0,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,17386.554,250,5.762e-05,0.053601,1,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,17266.702,250,5.802e-05,0.053588,2,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,17951.143,250,5.581e-05,0.051127,3,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,17613.486,250,5.687e-05,0.048469,4,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,17754.297,1000,5.636e-05,0.061507,0,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,18377.396,1000,5.445e-05,0.061897,1,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,18218.592,1000,5.492e-05,0.05989,2,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,17720.204,1000,5.646e-05,0.057817,3,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,18185.457,1000,5.502e-05,0.060062,4,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,17423.938,2500,5.741e-05,0.077493,0,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,18478.996,2500,5.413e-05,0.078745,1,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,18060.213,2500,5.539e-05,0.077209,2,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,18136.869,2500,5.515e-05,0.072318,3,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,18450.251,2500,5.422e-05,0.077343,4,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,18498.972,10000,5.406e-05,0.156113,0,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,19218.513,10000,5.204e-05,0.153944,1,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,18560.106,10000,5.389e-05,0.157408,2,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,17489.354,10000,5.719e-05,0.155431,3,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,SPFresh,19762.058,10000,5.061e-05,0.135786,4,freshness_update,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2409.481,1,0.00044073,0.051411,0,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2328.803,1,0.00045562,0.05242,1,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2249.964,1,0.0004685,0.048094,2,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2356.154,1,0.00045059,0.052343,3,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2383.82,1,0.00044513,0.051264,4,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2410.778,2,0.00042767,0.051458,0,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2371.712,2,0.00043415,0.050043,1,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2283.482,2,0.00045082,0.051575,2,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2438.009,2,0.0004227,0.050115,3,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2382.02,2,0.00043203,0.048881,4,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2355.917,5,0.00042987,0.054033,0,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2386.711,5,0.00042411,0.051206,1,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2409.79,5,0.00042011,0.051376,2,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2376.307,5,0.00042558,0.047624,3,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2358.629,5,0.00042907,0.050987,4,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2434.001,10,0.00041326,0.048202,0,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2450.767,10,0.00041043,0.0479,1,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2371.497,10,0.0004242,0.050535,2,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2385.232,10,0.00042188,0.052655,3,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2408.983,10,0.00041759,0.049466,4,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2433.835,25,0.00041191,0.05193,0,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2459.416,25,0.00040758,0.049099,1,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2419.513,25,0.00041435,0.052428,2,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2522.183,25,0.00039749,0.05027,3,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2559.393,25,0.00039162,0.045222,4,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2567.656,100,0.00038972,0.052542,0,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2619.887,100,0.00038196,0.052899,1,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2532.219,100,0.00039515,0.047338,2,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2467.074,100,0.00040558,0.049018,3,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2594.366,100,0.00038571,0.052121,4,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2461.765,250,0.00040632,0.051282,0,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2621.353,250,0.00038158,0.050285,1,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2575.743,250,0.00038834,0.05267,2,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2682.967,250,0.00037283,0.054958,3,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2555.252,250,0.00039145,0.05179,4,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2659.828,1000,0.00037599,0.058562,0,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2767.181,1000,0.00036141,0.059748,1,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2686.834,1000,0.00037221,0.058736,2,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2585.397,1000,0.00038682,0.060153,3,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2686.411,1000,0.00037228,0.064636,4,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2682.803,2500,0.00037276,0.07963,0,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2836.729,2500,0.00035253,0.072208,1,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2819.536,2500,0.00035468,0.074616,2,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2662.472,2500,0.00037561,0.078547,3,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2790.993,2500,0.00035831,0.081115,4,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2863.913,10000,0.00034918,0.153076,0,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2909.926,10000,0.00034366,0.149577,1,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2813.384,10000,0.00035545,0.15101,2,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2934.388,10000,0.00034079,0.152773,3,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Physical-delete,2799.175,10000,0.00035726,0.138993,4,immediate_global_delete,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,6455.717,1,0.01513419,29.958575,0,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,6449.275,1,0.01527735,30.244592,1,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,6667.433,1,0.01527381,30.247659,2,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,6671.961,1,0.01495758,29.615401,3,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,6530.717,1,0.01519702,30.087795,4,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,6952.634,2,0.00801482,31.483959,0,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,7191.501,2,0.00772723,30.352692,1,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,6888.649,2,0.00795261,31.229782,2,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,6936.391,2,0.00790134,31.028699,3,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,6963.692,2,0.00794188,31.193107,4,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,7273.892,5,0.00340997,32.724882,0,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,7456.099,5,0.00332096,31.868421,1,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,7203.489,5,0.00333391,31.950905,2,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,7501.197,5,0.00338588,32.525646,3,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,7422.391,5,0.00339202,32.572894,4,scheduled_rebuild,True
