dataset,N,N_indexed,roles,users,shared_fraction,private_fraction,revocation_mix,target_pattern,seed,effective_view_class_count,overlay_size_bytes,memory_ratio_vs_shared,query_latency_ms,drift10,operational_leakage,revocation_throughput
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.2,per-user-heavy,bridge,0,3500,768029982,1.0,8.1992,0.013452,0.0,47575.477
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.2,per-user-heavy,bridge,1,3500,768029982,1.0,8.1992,0.013452,0.0,43879.699
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.2,per-user-heavy,bridge,2,3500,768029982,1.0,8.1992,0.013452,0.0,45583.082
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.2,balanced,random,0,3500,477347020,1.0,8.1992,0.00978,0.0,47575.477
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.2,balanced,random,1,3500,477347020,1.0,8.1992,0.00978,0.0,43879.699
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.2,balanced,random,2,3500,477347020,1.0,8.1992,0.00978,0.0,45583.082
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.2,balanced,hub,0,3500,725282488,1.0,8.1992,0.012912,0.0,47575.477
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.2,balanced,hub,1,3500,725282488,1.0,8.1992,0.012912,0.0,43879.699
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.2,balanced,hub,2,3500,725282488,1.0,8.1992,0.012912,0.0,45583.082
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.2,balanced,cluster,0,3500,605589504,1.0,8.1992,0.0114,0.0,47575.477
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.2,balanced,cluster,1,3500,605589504,1.0,8.1992,0.0114,0.0,43879.699
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.2,balanced,cluster,2,3500,605589504,1.0,8.1992,0.0114,0.0,45583.082
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.2,balanced,bridge,0,3500,768029982,1.0,8.1992,0.013452,0.0,47575.477
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.2,balanced,bridge,1,3500,768029982,1.0,8.1992,0.013452,0.0,43879.699
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.2,balanced,bridge,2,3500,768029982,1.0,8.1992,0.013452,0.0,45583.082
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,per-role-heavy,random,0,6500,477347020,1.0,8.288,0.00978,0.0,42844.946
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,per-role-heavy,random,1,6500,477347020,1.0,8.288,0.00978,0.0,41861.986
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,per-role-heavy,random,2,6500,477347020,1.0,8.288,0.00978,0.0,42262.091
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,per-role-heavy,hub,0,6500,725282488,1.0,8.288,0.012912,0.0,42844.946
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,per-role-heavy,hub,1,6500,725282488,1.0,8.288,0.012912,0.0,41861.986
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,per-role-heavy,hub,2,6500,725282488,1.0,8.288,0.012912,0.0,42262.091
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,per-role-heavy,cluster,0,6500,605589504,1.0,8.288,0.0114,0.0,42844.946
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,per-role-heavy,cluster,1,6500,605589504,1.0,8.288,0.0114,0.0,41861.986
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,per-role-heavy,cluster,2,6500,605589504,1.0,8.288,0.0114,0.0,42262.091
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,per-role-heavy,bridge,0,6500,768029982,1.0,8.288,0.013452,0.0,42844.946
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,per-role-heavy,bridge,1,6500,768029982,1.0,8.288,0.013452,0.0,41861.986
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,per-role-heavy,bridge,2,6500,768029982,1.0,8.288,0.013452,0.0,42262.091
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,per-user-heavy,random,0,6500,477347020,1.0,8.288,0.00978,0.0,42844.946
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,per-user-heavy,random,1,6500,477347020,1.0,8.288,0.00978,0.0,41861.986
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,per-user-heavy,random,2,6500,477347020,1.0,8.288,0.00978,0.0,42262.091
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,per-user-heavy,hub,0,6500,725282488,1.0,8.288,0.012912,0.0,42844.946
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,per-user-heavy,hub,1,6500,725282488,1.0,8.288,0.012912,0.0,41861.986
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,per-user-heavy,hub,2,6500,725282488,1.0,8.288,0.012912,0.0,42262.091
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,per-user-heavy,cluster,0,6500,605589504,1.0,8.288,0.0114,0.0,42844.946
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,per-user-heavy,cluster,1,6500,605589504,1.0,8.288,0.0114,0.0,41861.986
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,per-user-heavy,cluster,2,6500,605589504,1.0,8.288,0.0114,0.0,42262.091
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,per-user-heavy,bridge,0,6500,768029982,1.0,8.288,0.013452,0.0,42844.946
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,per-user-heavy,bridge,1,6500,768029982,1.0,8.288,0.013452,0.0,41861.986
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,per-user-heavy,bridge,2,6500,768029982,1.0,8.288,0.013452,0.0,42262.091
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,balanced,random,0,6500,477347020,1.0,8.288,0.00978,0.0,42844.946
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,balanced,random,1,6500,477347020,1.0,8.288,0.00978,0.0,41861.986
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,balanced,random,2,6500,477347020,1.0,8.288,0.00978,0.0,42262.091
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,balanced,hub,0,6500,725282488,1.0,8.288,0.012912,0.0,42844.946
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,balanced,hub,1,6500,725282488,1.0,8.288,0.012912,0.0,41861.986
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,balanced,hub,2,6500,725282488,1.0,8.288,0.012912,0.0,42262.091
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,balanced,cluster,0,6500,605589504,1.0,8.288,0.0114,0.0,42844.946
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,balanced,cluster,1,6500,605589504,1.0,8.288,0.0114,0.0,41861.986
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,balanced,cluster,2,6500,605589504,1.0,8.288,0.0114,0.0,42262.091
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,balanced,bridge,0,6500,768029982,1.0,8.288,0.013452,0.0,42844.946
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,balanced,bridge,1,6500,768029982,1.0,8.288,0.013452,0.0,41861.986
LegalBench-RAG,1200000,1200000,500,100000,0.8,0.5,balanced,bridge,2,6500,768029982,1.0,8.288,0.013452,0.0,42262.091
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,per-role-heavy,random,0,1250,533453107,1.0,8.1548,0.00978,0.0,48362.175
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,per-role-heavy,random,1,1250,533453107,1.0,8.1548,0.00978,0.0,48124.802
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,per-role-heavy,random,2,1250,533453107,1.0,8.1548,0.00978,0.0,48648.577
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,per-role-heavy,hub,0,1250,827876474,1.0,8.1548,0.012912,0.0,48362.175
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,per-role-heavy,hub,1,1250,827876474,1.0,8.1548,0.012912,0.0,48124.802
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,per-role-heavy,hub,2,1250,827876474,1.0,8.1548,0.012912,0.0,48648.577
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,per-role-heavy,cluster,0,1250,685741056,1.0,8.1548,0.0114,0.0,48362.175
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,per-role-heavy,cluster,1,1250,685741056,1.0,8.1548,0.0114,0.0,48124.802
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,per-role-heavy,cluster,2,1250,685741056,1.0,8.1548,0.0114,0.0,48648.577
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,per-role-heavy,bridge,0,1250,878639124,1.0,8.1548,0.013452,0.0,48362.175
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,per-role-heavy,bridge,1,1250,878639124,1.0,8.1548,0.013452,0.0,48124.802
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,per-role-heavy,bridge,2,1250,878639124,1.0,8.1548,0.013452,0.0,48648.577
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,per-user-heavy,random,0,1250,533453107,1.0,8.1548,0.00978,0.0,48362.175
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,per-user-heavy,random,1,1250,533453107,1.0,8.1548,0.00978,0.0,48124.802
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,per-user-heavy,random,2,1250,533453107,1.0,8.1548,0.00978,0.0,48648.577
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,per-user-heavy,hub,0,1250,827876474,1.0,8.1548,0.012912,0.0,48362.175
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,per-user-heavy,hub,1,1250,827876474,1.0,8.1548,0.012912,0.0,48124.802
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,per-user-heavy,hub,2,1250,827876474,1.0,8.1548,0.012912,0.0,48648.577
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,per-user-heavy,cluster,0,1250,685741056,1.0,8.1548,0.0114,0.0,48362.175
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,per-user-heavy,cluster,1,1250,685741056,1.0,8.1548,0.0114,0.0,48124.802
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,per-user-heavy,cluster,2,1250,685741056,1.0,8.1548,0.0114,0.0,48648.577
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,per-user-heavy,bridge,0,1250,878639124,1.0,8.1548,0.013452,0.0,48362.175
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,per-user-heavy,bridge,1,1250,878639124,1.0,8.1548,0.013452,0.0,48124.802
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,per-user-heavy,bridge,2,1250,878639124,1.0,8.1548,0.013452,0.0,48648.577
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,balanced,random,0,1250,533453107,1.0,8.1548,0.00978,0.0,48362.175
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,balanced,random,1,1250,533453107,1.0,8.1548,0.00978,0.0,48124.802
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,balanced,random,2,1250,533453107,1.0,8.1548,0.00978,0.0,48648.577
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,balanced,hub,0,1250,827876474,1.0,8.1548,0.012912,0.0,48362.175
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,balanced,hub,1,1250,827876474,1.0,8.1548,0.012912,0.0,48124.802
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,balanced,hub,2,1250,827876474,1.0,8.1548,0.012912,0.0,48648.577
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,balanced,cluster,0,1250,685741056,1.0,8.1548,0.0114,0.0,48362.175
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,balanced,cluster,1,1250,685741056,1.0,8.1548,0.0114,0.0,48124.802
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,balanced,cluster,2,1250,685741056,1.0,8.1548,0.0114,0.0,48648.577
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,balanced,bridge,0,1250,878639124,1.0,8.1548,0.013452,0.0,48362.175
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,balanced,bridge,1,1250,878639124,1.0,8.1548,0.013452,0.0,48124.802
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.05,balanced,bridge,2,1250,878639124,1.0,8.1548,0.013452,0.0,48648.577
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,per-role-heavy,random,0,2750,533453107,1.0,8.1992,0.00978,0.0,47575.477
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,per-role-heavy,random,1,2750,533453107,1.0,8.1992,0.00978,0.0,43879.699
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,per-role-heavy,random,2,2750,533453107,1.0,8.1992,0.00978,0.0,45583.082
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,per-role-heavy,hub,0,2750,827876474,1.0,8.1992,0.012912,0.0,47575.477
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,per-role-heavy,hub,1,2750,827876474,1.0,8.1992,0.012912,0.0,43879.699
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,per-role-heavy,hub,2,2750,827876474,1.0,8.1992,0.012912,0.0,45583.082
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,per-role-heavy,cluster,0,2750,685741056,1.0,8.1992,0.0114,0.0,47575.477
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,per-role-heavy,cluster,1,2750,685741056,1.0,8.1992,0.0114,0.0,43879.699
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,per-role-heavy,cluster,2,2750,685741056,1.0,8.1992,0.0114,0.0,45583.082
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,per-role-heavy,bridge,0,2750,878639124,1.0,8.1992,0.013452,0.0,47575.477
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,per-role-heavy,bridge,1,2750,878639124,1.0,8.1992,0.013452,0.0,43879.699
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,per-role-heavy,bridge,2,2750,878639124,1.0,8.1992,0.013452,0.0,45583.082
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,per-user-heavy,random,0,2750,533453107,1.0,8.1992,0.00978,0.0,47575.477
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,per-user-heavy,random,1,2750,533453107,1.0,8.1992,0.00978,0.0,43879.699
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,per-user-heavy,random,2,2750,533453107,1.0,8.1992,0.00978,0.0,45583.082
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,per-user-heavy,hub,0,2750,827876474,1.0,8.1992,0.012912,0.0,47575.477
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,per-user-heavy,hub,1,2750,827876474,1.0,8.1992,0.012912,0.0,43879.699
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,per-user-heavy,hub,2,2750,827876474,1.0,8.1992,0.012912,0.0,45583.082
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,per-user-heavy,cluster,0,2750,685741056,1.0,8.1992,0.0114,0.0,47575.477
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,per-user-heavy,cluster,1,2750,685741056,1.0,8.1992,0.0114,0.0,43879.699
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,per-user-heavy,cluster,2,2750,685741056,1.0,8.1992,0.0114,0.0,45583.082
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,per-user-heavy,bridge,0,2750,878639124,1.0,8.1992,0.013452,0.0,47575.477
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,per-user-heavy,bridge,1,2750,878639124,1.0,8.1992,0.013452,0.0,43879.699
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,per-user-heavy,bridge,2,2750,878639124,1.0,8.1992,0.013452,0.0,45583.082
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,balanced,random,0,2750,533453107,1.0,8.1992,0.00978,0.0,47575.477
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,balanced,random,1,2750,533453107,1.0,8.1992,0.00978,0.0,43879.699
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,balanced,random,2,2750,533453107,1.0,8.1992,0.00978,0.0,45583.082
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,balanced,hub,0,2750,827876474,1.0,8.1992,0.012912,0.0,47575.477
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,balanced,hub,1,2750,827876474,1.0,8.1992,0.012912,0.0,43879.699
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,balanced,hub,2,2750,827876474,1.0,8.1992,0.012912,0.0,45583.082
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,balanced,cluster,0,2750,685741056,1.0,8.1992,0.0114,0.0,47575.477
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,balanced,cluster,1,2750,685741056,1.0,8.1992,0.0114,0.0,43879.699
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,balanced,cluster,2,2750,685741056,1.0,8.1992,0.0114,0.0,45583.082
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,balanced,bridge,0,2750,878639124,1.0,8.1992,0.013452,0.0,47575.477
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,balanced,bridge,1,2750,878639124,1.0,8.1992,0.013452,0.0,43879.699
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.2,balanced,bridge,2,2750,878639124,1.0,8.1992,0.013452,0.0,45583.082
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,per-role-heavy,random,0,5750,533453107,1.0,8.288,0.00978,0.0,42844.946
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,per-role-heavy,random,1,5750,533453107,1.0,8.288,0.00978,0.0,41861.986
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,per-role-heavy,random,2,5750,533453107,1.0,8.288,0.00978,0.0,42262.091
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,per-role-heavy,hub,0,5750,827876474,1.0,8.288,0.012912,0.0,42844.946
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,per-role-heavy,hub,1,5750,827876474,1.0,8.288,0.012912,0.0,41861.986
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,per-role-heavy,hub,2,5750,827876474,1.0,8.288,0.012912,0.0,42262.091
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,per-role-heavy,cluster,0,5750,685741056,1.0,8.288,0.0114,0.0,42844.946
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,per-role-heavy,cluster,1,5750,685741056,1.0,8.288,0.0114,0.0,41861.986
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,per-role-heavy,cluster,2,5750,685741056,1.0,8.288,0.0114,0.0,42262.091
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,per-role-heavy,bridge,0,5750,878639124,1.0,8.288,0.013452,0.0,42844.946
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,per-role-heavy,bridge,1,5750,878639124,1.0,8.288,0.013452,0.0,41861.986
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,per-role-heavy,bridge,2,5750,878639124,1.0,8.288,0.013452,0.0,42262.091
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,per-user-heavy,random,0,5750,533453107,1.0,8.288,0.00978,0.0,42844.946
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,per-user-heavy,random,1,5750,533453107,1.0,8.288,0.00978,0.0,41861.986
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,per-user-heavy,random,2,5750,533453107,1.0,8.288,0.00978,0.0,42262.091
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,per-user-heavy,hub,0,5750,827876474,1.0,8.288,0.012912,0.0,42844.946
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,per-user-heavy,hub,1,5750,827876474,1.0,8.288,0.012912,0.0,41861.986
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,per-user-heavy,hub,2,5750,827876474,1.0,8.288,0.012912,0.0,42262.091
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,per-user-heavy,cluster,0,5750,685741056,1.0,8.288,0.0114,0.0,42844.946
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,per-user-heavy,cluster,1,5750,685741056,1.0,8.288,0.0114,0.0,41861.986
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,per-user-heavy,cluster,2,5750,685741056,1.0,8.288,0.0114,0.0,42262.091
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,per-user-heavy,bridge,0,5750,878639124,1.0,8.288,0.013452,0.0,42844.946
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,per-user-heavy,bridge,1,5750,878639124,1.0,8.288,0.013452,0.0,41861.986
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,per-user-heavy,bridge,2,5750,878639124,1.0,8.288,0.013452,0.0,42262.091
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,balanced,random,0,5750,533453107,1.0,8.288,0.00978,0.0,42844.946
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,balanced,random,1,5750,533453107,1.0,8.288,0.00978,0.0,41861.986
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,balanced,random,2,5750,533453107,1.0,8.288,0.00978,0.0,42262.091
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,balanced,hub,0,5750,827876474,1.0,8.288,0.012912,0.0,42844.946
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,balanced,hub,1,5750,827876474,1.0,8.288,0.012912,0.0,41861.986
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,balanced,hub,2,5750,827876474,1.0,8.288,0.012912,0.0,42262.091
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,balanced,cluster,0,5750,685741056,1.0,8.288,0.0114,0.0,42844.946
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,balanced,cluster,1,5750,685741056,1.0,8.288,0.0114,0.0,41861.986
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,balanced,cluster,2,5750,685741056,1.0,8.288,0.0114,0.0,42262.091
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,balanced,bridge,0,5750,878639124,1.0,8.288,0.013452,0.0,42844.946
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,balanced,bridge,1,5750,878639124,1.0,8.288,0.013452,0.0,41861.986
LegalBench-RAG,1200000,1200000,500,100000,0.95,0.5,balanced,bridge,2,5750,878639124,1.0,8.288,0.013452,0.0,42262.091
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,per-role-heavy,random,0,1000,252922675,1.0,8.1548,0.00978,0.0,48979.25
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,per-role-heavy,random,1,1000,252922675,1.0,8.1548,0.00978,0.0,47283.231
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,per-role-heavy,random,2,1000,252922675,1.0,8.1548,0.00978,0.0,48454.018
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,per-role-heavy,hub,0,1000,314906542,1.0,8.1548,0.012912,0.0,48979.25
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,per-role-heavy,hub,1,1000,314906542,1.0,8.1548,0.012912,0.0,47283.231
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,per-role-heavy,hub,2,1000,314906542,1.0,8.1548,0.012912,0.0,48454.018
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,per-role-heavy,cluster,0,1000,284983296,1.0,8.1548,0.0114,0.0,48979.25
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,per-role-heavy,cluster,1,1000,284983296,1.0,8.1548,0.0114,0.0,47283.231
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,per-role-heavy,cluster,2,1000,284983296,1.0,8.1548,0.0114,0.0,48454.018
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,per-role-heavy,bridge,0,1000,325593415,1.0,8.1548,0.013452,0.0,48979.25
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,per-role-heavy,bridge,1,1000,325593415,1.0,8.1548,0.013452,0.0,47283.231
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,per-role-heavy,bridge,2,1000,325593415,1.0,8.1548,0.013452,0.0,48454.018
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,per-user-heavy,random,0,1000,252922675,1.0,8.1548,0.00978,0.0,48979.25
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,per-user-heavy,random,1,1000,252922675,1.0,8.1548,0.00978,0.0,47283.231
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,per-user-heavy,random,2,1000,252922675,1.0,8.1548,0.00978,0.0,48454.018
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,per-user-heavy,hub,0,1000,314906542,1.0,8.1548,0.012912,0.0,48979.25
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,per-user-heavy,hub,1,1000,314906542,1.0,8.1548,0.012912,0.0,47283.231
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,per-user-heavy,hub,2,1000,314906542,1.0,8.1548,0.012912,0.0,48454.018
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,per-user-heavy,cluster,0,1000,284983296,1.0,8.1548,0.0114,0.0,48979.25
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,per-user-heavy,cluster,1,1000,284983296,1.0,8.1548,0.0114,0.0,47283.231
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,per-user-heavy,cluster,2,1000,284983296,1.0,8.1548,0.0114,0.0,48454.018
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,per-user-heavy,bridge,0,1000,325593415,1.0,8.1548,0.013452,0.0,48979.25
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,per-user-heavy,bridge,1,1000,325593415,1.0,8.1548,0.013452,0.0,47283.231
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,per-user-heavy,bridge,2,1000,325593415,1.0,8.1548,0.013452,0.0,48454.018
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,balanced,random,0,1000,252922675,1.0,8.1548,0.00978,0.0,48979.25
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,balanced,random,1,1000,252922675,1.0,8.1548,0.00978,0.0,47283.231
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,balanced,random,2,1000,252922675,1.0,8.1548,0.00978,0.0,48454.018
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,balanced,hub,0,1000,314906542,1.0,8.1548,0.012912,0.0,48979.25
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,balanced,hub,1,1000,314906542,1.0,8.1548,0.012912,0.0,47283.231
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,balanced,hub,2,1000,314906542,1.0,8.1548,0.012912,0.0,48454.018
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,balanced,cluster,0,1000,284983296,1.0,8.1548,0.0114,0.0,48979.25
LegalBench-RAG,1200000,1200000,1000,1000,0.2,0.05,balanced,cluster,1,1000,284983296,1.0,8.1548,0.0114,0.0,47283.231
