scale_N,N,method,seed,vector_dimension,hardware,roles,users,revocation_fraction,index_size_bytes,overlay_size_bytes,reverse_adjacency_size_bytes,search_latency_ms,query_latency_p95_ms,query_latency_p99_ms,revocation_latency_ms,revocation_latency_p95_ms,revocation_latency_p99_ms,throughput_qps,recall10,operational_leakage,drift10,build_time_s
1000000000,1000000000,Lethe,0,128,TierB,500,100000,0.3,2969600000000,193024000000,534528000000,7.752,14.7288,20.9304,0.0572638799999999,0.09816712,0.14725068,14705.882,0.976,0.0,0.00495,10000.0
1000000000,1000000000,Lethe,1,128,TierB,500,100000,0.3,2969600000000,193024000000,534528000000,7.752,14.7288,20.9304,0.0572638799999999,0.09816712,0.14725068,14705.882,0.976,0.0,0.00495,10000.0
1000000000,1000000000,Lethe,2,128,TierB,500,100000,0.3,2969600000000,193024000000,534528000000,7.752,14.7288,20.9304,0.0572638799999999,0.09816712,0.14725068,14705.882,0.976,0.0,0.00495,10000.0
1000000000,1000000000,Lethe,3,128,TierB,500,100000,0.3,2969600000000,193024000000,534528000000,7.752,14.7288,20.9304,0.0572638799999999,0.09816712,0.14725068,14705.882,0.976,0.0,0.00495,10000.0
1000000000,1000000000,Lethe,4,128,TierB,500,100000,0.3,2969600000000,193024000000,534528000000,7.752,14.7288,20.9304,0.0572638799999999,0.09816712,0.14725068,14705.882,0.976,0.0,0.00495,10000.0
1000000000,1000000000,Physical-delete,0,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.946,0.0,0.0216,10000.0
1000000000,1000000000,Physical-delete,1,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.946,0.0,0.0216,10000.0
1000000000,1000000000,Physical-delete,2,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.946,0.0,0.0216,10000.0
1000000000,1000000000,Physical-delete,3,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.946,0.0,0.0216,10000.0
1000000000,1000000000,Physical-delete,4,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.946,0.0,0.0216,10000.0
1000000000,1000000000,Periodic-rebuild,0,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.965,0.0374,0.0432,10000.0
1000000000,1000000000,Periodic-rebuild,1,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.965,0.0374,0.0432,10000.0
1000000000,1000000000,Periodic-rebuild,2,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.965,0.0374,0.0432,10000.0
1000000000,1000000000,Periodic-rebuild,3,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.965,0.0374,0.0432,10000.0
1000000000,1000000000,Periodic-rebuild,4,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.965,0.0374,0.0432,10000.0
1000000000,1000000000,Per-role-index,0,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.978,0.0,0.00315,10000.0
1000000000,1000000000,Per-role-index,1,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.978,0.0,0.00315,10000.0
1000000000,1000000000,Per-role-index,2,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.978,0.0,0.00315,10000.0
1000000000,1000000000,Per-role-index,3,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.978,0.0,0.00315,10000.0
1000000000,1000000000,Per-role-index,4,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.978,0.0,0.00315,10000.0
1000000000,1000000000,ACORN,0,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.962,0.033,0.0378,10000.0
1000000000,1000000000,ACORN,1,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.962,0.033,0.0378,10000.0
1000000000,1000000000,ACORN,2,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.962,0.033,0.0378,10000.0
1000000000,1000000000,ACORN,3,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.962,0.033,0.0378,10000.0
1000000000,1000000000,ACORN,4,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.962,0.033,0.0378,10000.0
1000000000,1000000000,HoneyBee,0,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.964,0.0264,0.0315,10000.0
1000000000,1000000000,HoneyBee,1,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.964,0.0264,0.0315,10000.0
1000000000,1000000000,HoneyBee,2,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.964,0.0264,0.0315,10000.0
1000000000,1000000000,HoneyBee,3,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.964,0.0264,0.0315,10000.0
1000000000,1000000000,HoneyBee,4,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.964,0.0264,0.0315,10000.0
1000000000,1000000000,SPFresh,0,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.956,0.055,0.0558,10000.0
1000000000,1000000000,SPFresh,1,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.956,0.055,0.0558,10000.0
1000000000,1000000000,SPFresh,2,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.956,0.055,0.0558,10000.0
1000000000,1000000000,SPFresh,3,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.956,0.055,0.0558,10000.0
1000000000,1000000000,SPFresh,4,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.956,0.055,0.0558,10000.0
