dataset,N,N_indexed,exception_rate,users,roles,predicate_implementation,seed,predicate_lookup_latency_ns,query_latency_overhead_pct,memory_ratio_vs_shared,effective_view_class_count,overlay_count,drift10,operational_leakage,revocation_throughput
LegalBench-RAG,1200000,1200000,0.5,10000,100,short_sorted_vector,4,131.545706,6.067743,1.0,1297,6585,0.015501,0.0,18844.349
LegalBench-RAG,1200000,1200000,0.5,10000,100,hash_set,0,112.045563,5.10851,1.0,1326,6730,0.011361,0.0,18432.654
LegalBench-RAG,1200000,1200000,0.5,10000,100,hash_set,1,107.50423,5.260077,1.0,1378,6990,0.013051,0.0,18602.325
LegalBench-RAG,1200000,1200000,0.5,10000,100,hash_set,2,109.26138,5.092386,1.0,1289,6545,0.011408,0.0,18713.572
LegalBench-RAG,1200000,1200000,0.5,10000,100,hash_set,3,109.205646,4.946099,1.0,1329,6745,0.009844,0.0,18357.022
LegalBench-RAG,1200000,1200000,0.5,10000,100,hash_set,4,108.839873,4.772863,1.0,1371,6955,0.013591,0.0,18770.617
LegalBench-RAG,1200000,1200000,0.5,10000,100,roaring_bitmap,0,99.480229,4.454713,1.0,1379,6995,0.013723,0.0,19414.634
LegalBench-RAG,1200000,1200000,0.5,10000,100,roaring_bitmap,1,99.619319,4.33042,1.0,1282,6510,0.011287,0.0,18769.185
LegalBench-RAG,1200000,1200000,0.5,10000,100,roaring_bitmap,2,99.388052,4.398464,1.0,1344,6820,0.011866,0.0,19181.082
LegalBench-RAG,1200000,1200000,0.5,10000,100,roaring_bitmap,3,102.6844,4.601158,1.0,1331,6755,0.010316,0.0,18965.757
LegalBench-RAG,1200000,1200000,0.5,10000,100,roaring_bitmap,4,99.442106,4.914809,1.0,1346,6830,0.010727,0.0,17941.576
LegalBench-RAG,1200000,1200000,0.5,10000,100,role_bitset,0,77.99837,3.847044,1.0,1296,6580,0.011681,0.0,19523.85
LegalBench-RAG,1200000,1200000,0.5,10000,100,role_bitset,1,84.911312,3.782944,1.0,1339,6795,0.011847,0.0,19073.171
LegalBench-RAG,1200000,1200000,0.5,10000,100,role_bitset,2,82.658037,3.564638,1.0,1317,6685,0.011956,0.0,19035.701
LegalBench-RAG,1200000,1200000,0.5,10000,100,role_bitset,3,80.702393,3.381942,1.0,1293,6565,0.011946,0.0,20077.599
LegalBench-RAG,1200000,1200000,0.5,10000,100,role_bitset,4,80.091726,3.813577,1.0,1327,6735,0.012613,0.0,17824.21
LegalBench-RAG,1200000,1200000,0.5,10000,100,effective_view_id,0,74.143566,3.559345,1.0,1369,6945,0.013275,0.0,18146.147
LegalBench-RAG,1200000,1200000,0.5,10000,100,effective_view_id,1,77.118079,3.559923,1.0,1278,6490,0.012556,0.0,19367.034
LegalBench-RAG,1200000,1200000,0.5,10000,100,effective_view_id,2,72.528435,3.431006,1.0,1368,6940,0.012797,0.0,17969.702
LegalBench-RAG,1200000,1200000,0.5,10000,100,effective_view_id,3,78.86721,3.302727,1.0,1384,7020,0.012445,0.0,19813.173
LegalBench-RAG,1200000,1200000,0.5,10000,100,effective_view_id,4,69.046609,3.34063,1.0,1378,6990,0.013096,0.0,18491.22
LegalBench-RAG,1200000,1200000,0.5,10000,500,short_sorted_vector,0,138.630513,6.037935,1.0,6836,34680,0.010861,0.0,18919.671
LegalBench-RAG,1200000,1200000,0.5,10000,500,short_sorted_vector,1,138.778939,6.092428,1.0,6179,31395,0.012638,0.0,18407.52
LegalBench-RAG,1200000,1200000,0.5,10000,500,short_sorted_vector,2,140.099726,6.428003,1.0,6596,33480,0.011746,0.0,18256.899
LegalBench-RAG,1200000,1200000,0.5,10000,500,short_sorted_vector,3,132.729129,5.859633,1.0,6949,35245,0.014001,0.0,18302.284
LegalBench-RAG,1200000,1200000,0.5,10000,500,short_sorted_vector,4,131.268374,6.250781,1.0,6585,33425,0.014774,0.0,18539.669
LegalBench-RAG,1200000,1200000,0.5,10000,500,hash_set,0,107.855078,5.095042,1.0,6872,34860,0.01185,0.0,19297.27
LegalBench-RAG,1200000,1200000,0.5,10000,500,hash_set,1,105.109592,4.981909,1.0,6519,33095,0.013617,0.0,18852.573
LegalBench-RAG,1200000,1200000,0.5,10000,500,hash_set,2,109.177912,5.416472,1.0,6559,33295,0.014402,0.0,17885.379
LegalBench-RAG,1200000,1200000,0.5,10000,500,hash_set,3,115.088247,4.989407,1.0,6617,33585,0.013598,0.0,18859.344
LegalBench-RAG,1200000,1200000,0.5,10000,500,hash_set,4,108.11737,5.079459,1.0,6728,34140,0.013081,0.0,18626.549
LegalBench-RAG,1200000,1200000,0.5,10000,500,roaring_bitmap,0,96.165299,4.630585,1.0,6631,33655,0.014999,0.0,19179.285
LegalBench-RAG,1200000,1200000,0.5,10000,500,roaring_bitmap,1,104.748842,4.674731,1.0,6496,32980,0.011961,0.0,18370.472
LegalBench-RAG,1200000,1200000,0.5,10000,500,roaring_bitmap,2,99.162896,3.960962,1.0,6918,35090,0.012428,0.0,18719.668
LegalBench-RAG,1200000,1200000,0.5,10000,500,roaring_bitmap,3,97.684558,4.39174,1.0,6700,34000,0.009507,0.0,19520.152
LegalBench-RAG,1200000,1200000,0.5,10000,500,roaring_bitmap,4,102.290875,4.600063,1.0,6539,33195,0.010458,0.0,16847.621
LegalBench-RAG,1200000,1200000,0.5,10000,500,role_bitset,0,77.047491,4.071189,1.0,6952,35260,0.013171,0.0,18427.911
LegalBench-RAG,1200000,1200000,0.5,10000,500,role_bitset,1,82.2898,3.70103,1.0,7042,35710,0.012123,0.0,17714.838
LegalBench-RAG,1200000,1200000,0.5,10000,500,role_bitset,2,80.970483,4.271826,1.0,6472,32860,0.012073,0.0,19464.688
LegalBench-RAG,1200000,1200000,0.5,10000,500,role_bitset,3,75.475047,3.801221,1.0,6887,34935,0.012147,0.0,18378.265
LegalBench-RAG,1200000,1200000,0.5,10000,500,role_bitset,4,78.772359,3.544278,1.0,6850,34750,0.011231,0.0,18911.101
LegalBench-RAG,1200000,1200000,0.5,10000,500,effective_view_id,0,71.381901,3.703252,1.0,6688,33940,0.016878,0.0,16992.774
LegalBench-RAG,1200000,1200000,0.5,10000,500,effective_view_id,1,67.450173,3.716191,1.0,7021,35605,0.012209,0.0,19717.413
LegalBench-RAG,1200000,1200000,0.5,10000,500,effective_view_id,2,74.118226,3.159326,1.0,6684,33920,0.01236,0.0,19336.118
LegalBench-RAG,1200000,1200000,0.5,10000,500,effective_view_id,3,70.781806,3.630424,1.0,6833,34665,0.009926,0.0,19829.291
LegalBench-RAG,1200000,1200000,0.5,10000,500,effective_view_id,4,70.618202,3.20808,1.0,6653,33765,0.012628,0.0,20119.682
LegalBench-RAG,1200000,1200000,0.5,100000,10,short_sorted_vector,0,136.568909,6.150942,1.0,136,690,0.012489,0.0,18512.732
LegalBench-RAG,1200000,1200000,0.5,100000,10,short_sorted_vector,1,131.312808,6.236795,1.0,142,720,0.011925,0.0,19752.435
LegalBench-RAG,1200000,1200000,0.5,100000,10,short_sorted_vector,2,132.691463,5.346433,1.0,132,670,0.01336,0.0,18975.981
LegalBench-RAG,1200000,1200000,0.5,100000,10,short_sorted_vector,3,135.507697,5.969172,1.0,123,625,0.013088,0.0,17887.019
LegalBench-RAG,1200000,1200000,0.5,100000,10,short_sorted_vector,4,132.790383,5.749628,1.0,131,665,0.010553,0.0,20367.875
LegalBench-RAG,1200000,1200000,0.5,100000,10,hash_set,0,103.329572,4.808918,1.0,135,685,0.011368,0.0,19038.908
LegalBench-RAG,1200000,1200000,0.5,100000,10,hash_set,1,113.516769,4.569103,1.0,125,635,0.011162,0.0,18197.214
LegalBench-RAG,1200000,1200000,0.5,100000,10,hash_set,2,112.051994,5.246223,1.0,134,680,0.013019,0.0,19559.481
LegalBench-RAG,1200000,1200000,0.5,100000,10,hash_set,3,113.238274,4.898259,1.0,136,690,0.01282,0.0,19566.548
LegalBench-RAG,1200000,1200000,0.5,100000,10,hash_set,4,108.975742,5.006335,1.0,135,685,0.011961,0.0,18433.053
LegalBench-RAG,1200000,1200000,0.5,100000,10,roaring_bitmap,0,98.984571,4.763631,1.0,136,690,0.013005,0.0,19522.912
LegalBench-RAG,1200000,1200000,0.5,100000,10,roaring_bitmap,1,104.582045,4.932536,1.0,133,675,0.014375,0.0,18668.507
LegalBench-RAG,1200000,1200000,0.5,100000,10,roaring_bitmap,2,108.050358,4.622074,1.0,139,705,0.012762,0.0,19358.158
LegalBench-RAG,1200000,1200000,0.5,100000,10,roaring_bitmap,3,101.31825,4.858167,1.0,132,670,0.011199,0.0,18206.366
LegalBench-RAG,1200000,1200000,0.5,100000,10,roaring_bitmap,4,98.113933,4.713381,1.0,139,705,0.010294,0.0,18438.23
LegalBench-RAG,1200000,1200000,0.5,100000,10,role_bitset,0,82.803683,3.893746,1.0,138,700,0.01309,0.0,17714.601
LegalBench-RAG,1200000,1200000,0.5,100000,10,role_bitset,1,84.460264,3.802472,1.0,133,675,0.010545,0.0,18322.592
LegalBench-RAG,1200000,1200000,0.5,100000,10,role_bitset,2,84.072443,3.785297,1.0,137,695,0.012004,0.0,17698.171
LegalBench-RAG,1200000,1200000,0.5,100000,10,role_bitset,3,82.378846,3.723628,1.0,143,725,0.011702,0.0,17914.716
LegalBench-RAG,1200000,1200000,0.5,100000,10,role_bitset,4,84.102307,3.776386,1.0,140,710,0.009558,0.0,18376.55
LegalBench-RAG,1200000,1200000,0.5,100000,10,effective_view_id,0,72.695527,3.681407,1.0,133,675,0.009352,0.0,19517.91
LegalBench-RAG,1200000,1200000,0.5,100000,10,effective_view_id,1,70.546004,3.680465,1.0,138,700,0.011769,0.0,18233.819
LegalBench-RAG,1200000,1200000,0.5,100000,10,effective_view_id,2,77.734237,3.590036,1.0,129,655,0.01416,0.0,19415.099
LegalBench-RAG,1200000,1200000,0.5,100000,10,effective_view_id,3,76.739964,3.256985,1.0,128,650,0.013553,0.0,19382.124
LegalBench-RAG,1200000,1200000,0.5,100000,10,effective_view_id,4,75.07398,3.683115,1.0,135,685,0.01177,0.0,18917.364
LegalBench-RAG,1200000,1200000,0.5,100000,50,short_sorted_vector,0,134.531061,6.014698,1.0,673,3415,0.013062,0.0,18422.392
LegalBench-RAG,1200000,1200000,0.5,100000,50,short_sorted_vector,1,130.446861,6.09021,1.0,625,3175,0.011567,0.0,18249.636
LegalBench-RAG,1200000,1200000,0.5,100000,50,short_sorted_vector,2,140.616074,5.886635,1.0,696,3530,0.011181,0.0,18825.001
LegalBench-RAG,1200000,1200000,0.5,100000,50,short_sorted_vector,3,129.568387,6.049061,1.0,679,3445,0.01205,0.0,18837.331
LegalBench-RAG,1200000,1200000,0.5,100000,50,short_sorted_vector,4,136.869853,6.288983,1.0,667,3385,0.0123,0.0,18696.419
LegalBench-RAG,1200000,1200000,0.5,100000,50,hash_set,0,112.960443,5.34959,1.0,636,3230,0.011582,0.0,17832.195
LegalBench-RAG,1200000,1200000,0.5,100000,50,hash_set,1,111.270547,5.271316,1.0,661,3355,0.012444,0.0,19881.6
LegalBench-RAG,1200000,1200000,0.5,100000,50,hash_set,2,113.892664,4.816059,1.0,703,3565,0.01111,0.0,17081.582
LegalBench-RAG,1200000,1200000,0.5,100000,50,hash_set,3,112.134592,4.894593,1.0,706,3580,0.012448,0.0,17903.959
LegalBench-RAG,1200000,1200000,0.5,100000,50,hash_set,4,113.338578,4.853237,1.0,699,3545,0.011885,0.0,19228.126
LegalBench-RAG,1200000,1200000,0.5,100000,50,roaring_bitmap,0,102.528963,4.640573,1.0,665,3375,0.011803,0.0,19332.293
LegalBench-RAG,1200000,1200000,0.5,100000,50,roaring_bitmap,1,100.467131,4.482268,1.0,628,3190,0.011426,0.0,18516.502
LegalBench-RAG,1200000,1200000,0.5,100000,50,roaring_bitmap,2,99.805085,4.897842,1.0,687,3485,0.012975,0.0,18846.52
LegalBench-RAG,1200000,1200000,0.5,100000,50,roaring_bitmap,3,102.908431,4.614188,1.0,691,3505,0.012543,0.0,17735.652
LegalBench-RAG,1200000,1200000,0.5,100000,50,roaring_bitmap,4,98.556674,4.709456,1.0,673,3415,0.01197,0.0,17927.135
LegalBench-RAG,1200000,1200000,0.5,100000,50,role_bitset,0,82.519615,4.027122,1.0,673,3415,0.011402,0.0,18704.7
LegalBench-RAG,1200000,1200000,0.5,100000,50,role_bitset,1,76.915196,4.176011,1.0,649,3295,0.012397,0.0,17943.285
LegalBench-RAG,1200000,1200000,0.5,100000,50,role_bitset,2,77.643158,3.776306,1.0,664,3370,0.012182,0.0,18601.963
LegalBench-RAG,1200000,1200000,0.5,100000,50,role_bitset,3,82.187178,3.677702,1.0,694,3520,0.01248,0.0,18904.344
LegalBench-RAG,1200000,1200000,0.5,100000,50,role_bitset,4,81.357846,3.726078,1.0,648,3290,0.01052,0.0,19873.472
LegalBench-RAG,1200000,1200000,0.5,100000,50,effective_view_id,0,69.080887,3.468179,1.0,636,3230,0.010551,0.0,16423.826
LegalBench-RAG,1200000,1200000,0.5,100000,50,effective_view_id,1,75.105583,3.308521,1.0,694,3520,0.012949,0.0,18386.914
LegalBench-RAG,1200000,1200000,0.5,100000,50,effective_view_id,2,73.676246,3.326558,1.0,698,3540,0.01333,0.0,17785.125
LegalBench-RAG,1200000,1200000,0.5,100000,50,effective_view_id,3,73.443157,2.923428,1.0,695,3525,0.013971,0.0,19223.882
LegalBench-RAG,1200000,1200000,0.5,100000,50,effective_view_id,4,68.965827,3.525035,1.0,710,3600,0.009606,0.0,17402.934
LegalBench-RAG,1200000,1200000,0.5,100000,100,short_sorted_vector,0,131.563343,5.553989,1.0,1331,6755,0.013451,0.0,18711.441
LegalBench-RAG,1200000,1200000,0.5,100000,100,short_sorted_vector,1,134.041275,6.115765,1.0,1405,7125,0.01215,0.0,18765.165
LegalBench-RAG,1200000,1200000,0.5,100000,100,short_sorted_vector,2,132.580712,5.761658,1.0,1284,6520,0.009113,0.0,18295.527
LegalBench-RAG,1200000,1200000,0.5,100000,100,short_sorted_vector,3,133.39318,5.961329,1.0,1411,7155,0.013897,0.0,19476.27
LegalBench-RAG,1200000,1200000,0.5,100000,100,short_sorted_vector,4,136.369348,6.081027,1.0,1383,7015,0.013259,0.0,17849.032
LegalBench-RAG,1200000,1200000,0.5,100000,100,hash_set,0,110.335367,5.07308,1.0,1349,6845,0.012943,0.0,18574.634
LegalBench-RAG,1200000,1200000,0.5,100000,100,hash_set,1,110.239126,5.140966,1.0,1362,6910,0.01452,0.0,18632.716
LegalBench-RAG,1200000,1200000,0.5,100000,100,hash_set,2,115.588413,5.238714,1.0,1396,7080,0.011818,0.0,18360.847
LegalBench-RAG,1200000,1200000,0.5,100000,100,hash_set,3,113.398169,4.870191,1.0,1388,7040,0.011029,0.0,18373.871
LegalBench-RAG,1200000,1200000,0.5,100000,100,hash_set,4,107.787183,5.012165,1.0,1383,7015,0.011338,0.0,18633.356
LegalBench-RAG,1200000,1200000,0.5,100000,100,roaring_bitmap,0,105.475454,4.50646,1.0,1393,7065,0.013415,0.0,18434.218
LegalBench-RAG,1200000,1200000,0.5,100000,100,roaring_bitmap,1,100.892668,4.80204,1.0,1361,6905,0.010821,0.0,17806.972
LegalBench-RAG,1200000,1200000,0.5,100000,100,roaring_bitmap,2,104.161612,4.711188,1.0,1287,6535,0.013858,0.0,18232.749
LegalBench-RAG,1200000,1200000,0.5,100000,100,roaring_bitmap,3,103.333246,4.659639,1.0,1369,6945,0.013119,0.0,19722.415
LegalBench-RAG,1200000,1200000,0.5,100000,100,roaring_bitmap,4,99.936366,4.454133,1.0,1347,6835,0.01351,0.0,17885.605
LegalBench-RAG,1200000,1200000,0.5,100000,100,role_bitset,0,84.133242,3.799126,1.0,1380,7000,0.011442,0.0,18744.169
LegalBench-RAG,1200000,1200000,0.5,100000,100,role_bitset,1,81.671754,3.700817,1.0,1333,6765,0.012108,0.0,18462.197
LegalBench-RAG,1200000,1200000,0.5,100000,100,role_bitset,2,82.938494,3.979557,1.0,1371,6955,0.012208,0.0,19433.698
LegalBench-RAG,1200000,1200000,0.5,100000,100,role_bitset,3,83.617994,3.812685,1.0,1409,7145,0.010894,0.0,17907.13
LegalBench-RAG,1200000,1200000,0.5,100000,100,role_bitset,4,85.803837,4.023642,1.0,1322,6710,0.012932,0.0,19142.685
LegalBench-RAG,1200000,1200000,0.5,100000,100,effective_view_id,0,69.753265,2.952644,1.0,1423,7215,0.013934,0.0,19256.122
LegalBench-RAG,1200000,1200000,0.5,100000,100,effective_view_id,1,69.152205,3.13086,1.0,1367,6935,0.011356,0.0,19417.5
LegalBench-RAG,1200000,1200000,0.5,100000,100,effective_view_id,2,69.697468,3.292489,1.0,1376,6980,0.014097,0.0,19088.892
LegalBench-RAG,1200000,1200000,0.5,100000,100,effective_view_id,3,74.880493,3.141838,1.0,1383,7015,0.011827,0.0,18624.394
LegalBench-RAG,1200000,1200000,0.5,100000,100,effective_view_id,4,76.867073,3.285717,1.0,1340,6800,0.012224,0.0,18653.086
LegalBench-RAG,1200000,1200000,0.5,100000,500,short_sorted_vector,0,133.920181,6.059947,1.0,6887,34935,0.014117,0.0,18291.32
LegalBench-RAG,1200000,1200000,0.5,100000,500,short_sorted_vector,1,135.043884,5.994947,1.0,6643,33715,0.010754,0.0,17556.463
LegalBench-RAG,1200000,1200000,0.5,100000,500,short_sorted_vector,2,137.03739,6.257696,1.0,6553,33265,0.010393,0.0,18607.018
LegalBench-RAG,1200000,1200000,0.5,100000,500,short_sorted_vector,3,141.258151,6.021804,1.0,6928,35140,0.012762,0.0,17540.369
LegalBench-RAG,1200000,1200000,0.5,100000,500,short_sorted_vector,4,138.80448,6.400301,1.0,6779,34395,0.014017,0.0,17814.091
LegalBench-RAG,1200000,1200000,0.5,100000,500,hash_set,0,107.335391,4.796513,1.0,6758,34290,0.012827,0.0,18606.064
LegalBench-RAG,1200000,1200000,0.5,100000,500,hash_set,1,109.04797,4.879184,1.0,6627,33635,0.009563,0.0,17950.175
LegalBench-RAG,1200000,1200000,0.5,100000,500,hash_set,2,109.641129,5.069574,1.0,6930,35150,0.013758,0.0,19015.001
LegalBench-RAG,1200000,1200000,0.5,100000,500,hash_set,3,110.587378,5.398973,1.0,6469,32845,0.012656,0.0,18926.888
LegalBench-RAG,1200000,1200000,0.5,100000,500,hash_set,4,109.119421,4.943941,1.0,6964,35320,0.011026,0.0,19131.271
LegalBench-RAG,1200000,1200000,0.5,100000,500,roaring_bitmap,0,99.264147,4.829346,1.0,6743,34215,0.009301,0.0,18439.923
LegalBench-RAG,1200000,1200000,0.5,100000,500,roaring_bitmap,1,99.439116,4.7191,1.0,6535,33175,0.011174,0.0,17859.06
LegalBench-RAG,1200000,1200000,0.5,100000,500,roaring_bitmap,2,100.595837,4.633583,1.0,6657,33785,0.010408,0.0,19558.132
LegalBench-RAG,1200000,1200000,0.5,100000,500,roaring_bitmap,3,99.041084,4.58014,1.0,6308,32040,0.014436,0.0,18163.575
LegalBench-RAG,1200000,1200000,0.5,100000,500,roaring_bitmap,4,95.330432,4.161675,1.0,6845,34725,0.01371,0.0,19191.581
LegalBench-RAG,1200000,1200000,0.5,100000,500,role_bitset,0,83.439304,3.748445,1.0,6602,33510,0.011416,0.0,18469.361
LegalBench-RAG,1200000,1200000,0.5,100000,500,role_bitset,1,80.025562,3.774308,1.0,6987,35435,0.012129,0.0,18546.129
LegalBench-RAG,1200000,1200000,0.5,100000,500,role_bitset,2,81.625058,3.781465,1.0,6698,33990,0.012709,0.0,18820.355
LegalBench-RAG,1200000,1200000,0.5,100000,500,role_bitset,3,81.798166,4.056609,1.0,6678,33890,0.010923,0.0,17763.135
LegalBench-RAG,1200000,1200000,0.5,100000,500,role_bitset,4,84.429673,3.517785,1.0,6499,32995,0.014768,0.0,18090.967
LegalBench-RAG,1200000,1200000,0.5,100000,500,effective_view_id,0,73.969078,3.215239,1.0,6765,34325,0.008377,0.0,18586.199
LegalBench-RAG,1200000,1200000,0.5,100000,500,effective_view_id,1,69.969123,3.358642,1.0,6614,33570,0.01158,0.0,19033.47
LegalBench-RAG,1200000,1200000,0.5,100000,500,effective_view_id,2,69.687079,3.258462,1.0,6940,35200,0.011669,0.0,18483.612
LegalBench-RAG,1200000,1200000,0.5,100000,500,effective_view_id,3,66.673077,3.558919,1.0,6744,34220,0.009429,0.0,17268.244
LegalBench-RAG,1200000,1200000,0.5,100000,500,effective_view_id,4,71.288301,3.396692,1.0,6544,33220,0.011358,0.0,20032.588
MS-MARCO-RBAC,8000000,8000000,0.0,1000,10,short_sorted_vector,0,46.756454,0.485949,1.0,10,10,0.005865,0.0,42794.727
MS-MARCO-RBAC,8000000,8000000,0.0,1000,10,short_sorted_vector,1,56.171226,0.300263,1.0,9,10,0.008533,0.0,43284.98
MS-MARCO-RBAC,8000000,8000000,0.0,1000,10,short_sorted_vector,2,53.440691,0.232582,1.0,9,10,0.004958,0.0,40442.475
MS-MARCO-RBAC,8000000,8000000,0.0,1000,10,short_sorted_vector,3,46.994847,0.577301,1.0,10,10,0.007486,0.0,39749.462
MS-MARCO-RBAC,8000000,8000000,0.0,1000,10,short_sorted_vector,4,48.584964,0.417664,1.0,9,10,0.005509,0.0,36017.667
MS-MARCO-RBAC,8000000,8000000,0.0,1000,10,hash_set,0,34.877941,0.0,1.0,9,10,0.006729,0.0,40456.031
MS-MARCO-RBAC,8000000,8000000,0.0,1000,10,hash_set,1,39.43208,0.329759,1.0,9,10,0.009611,0.0,39889.442
MS-MARCO-RBAC,8000000,8000000,0.0,1000,10,hash_set,2,34.105255,0.460533,1.0,9,10,0.005604,0.0,35892.856
MS-MARCO-RBAC,8000000,8000000,0.0,1000,10,hash_set,3,40.001685,0.358578,1.0,9,10,0.008268,0.0,40473.517
MS-MARCO-RBAC,8000000,8000000,0.0,1000,10,hash_set,4,37.121951,0.426547,1.0,10,10,0.007172,0.0,38976.45
MS-MARCO-RBAC,8000000,8000000,0.0,1000,10,roaring_bitmap,0,34.539255,0.47795,1.0,10,10,0.005114,0.0,41798.679
MS-MARCO-RBAC,8000000,8000000,0.0,1000,10,roaring_bitmap,1,44.03683,0.78358,1.0,9,10,0.006157,0.0,42521.715
MS-MARCO-RBAC,8000000,8000000,0.0,1000,10,roaring_bitmap,2,37.817231,0.417882,1.0,10,10,0.005776,0.0,39670.102
MS-MARCO-RBAC,8000000,8000000,0.0,1000,10,roaring_bitmap,3,34.503723,0.235627,1.0,9,10,0.006577,0.0,41461.082
MS-MARCO-RBAC,8000000,8000000,0.0,1000,10,roaring_bitmap,4,31.775264,0.283451,1.0,9,10,0.008093,0.0,38351.489
MS-MARCO-RBAC,8000000,8000000,0.0,1000,10,role_bitset,0,35.130391,0.47724,1.0,10,10,0.004561,0.0,40861.236
MS-MARCO-RBAC,8000000,8000000,0.0,1000,10,role_bitset,1,30.609059,0.279038,1.0,10,10,0.0048,0.0,39910.508
MS-MARCO-RBAC,8000000,8000000,0.0,1000,10,role_bitset,2,34.299635,0.587792,1.0,10,10,0.006301,0.0,39995.621
MS-MARCO-RBAC,8000000,8000000,0.0,1000,10,role_bitset,3,30.938369,0.43792,1.0,9,10,0.006556,0.0,42755.757
MS-MARCO-RBAC,8000000,8000000,0.0,1000,10,role_bitset,4,24.975771,0.543824,1.0,9,10,0.007243,0.0,41826.816
MS-MARCO-RBAC,8000000,8000000,0.0,1000,10,effective_view_id,0,26.305228,0.320023,1.0,9,10,0.0058,0.0,42666.601
MS-MARCO-RBAC,8000000,8000000,0.0,1000,10,effective_view_id,1,27.033384,0.338906,1.0,9,10,0.004463,0.0,42941.991
MS-MARCO-RBAC,8000000,8000000,0.0,1000,10,effective_view_id,2,25.583547,0.536688,1.0,10,10,0.004296,0.0,44443.673
MS-MARCO-RBAC,8000000,8000000,0.0,1000,10,effective_view_id,3,28.571693,0.131409,1.0,9,10,0.005568,0.0,38493.271
MS-MARCO-RBAC,8000000,8000000,0.0,1000,10,effective_view_id,4,27.415141,0.552627,1.0,10,10,0.004878,0.0,42216.8
MS-MARCO-RBAC,8000000,8000000,0.0,1000,50,short_sorted_vector,0,52.707048,0.25241,1.0,48,50,0.009006,0.0,43688.932
MS-MARCO-RBAC,8000000,8000000,0.0,1000,50,short_sorted_vector,1,52.983569,0.693124,1.0,49,50,0.006619,0.0,40950.629
MS-MARCO-RBAC,8000000,8000000,0.0,1000,50,short_sorted_vector,2,43.578252,0.401048,1.0,49,50,0.004752,0.0,39376.395
MS-MARCO-RBAC,8000000,8000000,0.0,1000,50,short_sorted_vector,3,51.391823,0.495872,1.0,50,50,0.002779,0.0,41691.346
MS-MARCO-RBAC,8000000,8000000,0.0,1000,50,short_sorted_vector,4,47.768856,0.220495,1.0,49,50,0.005259,0.0,41435.663
MS-MARCO-RBAC,8000000,8000000,0.0,1000,50,hash_set,0,40.996116,0.804379,1.0,50,50,0.006445,0.0,41938.17
MS-MARCO-RBAC,8000000,8000000,0.0,1000,50,hash_set,1,42.105881,0.303663,1.0,51,50,0.005561,0.0,41992.845
MS-MARCO-RBAC,8000000,8000000,0.0,1000,50,hash_set,2,43.553002,0.602304,1.0,48,50,0.005453,0.0,42533.351
MS-MARCO-RBAC,8000000,8000000,0.0,1000,50,hash_set,3,37.988364,0.26086,1.0,49,50,0.007704,0.0,42300.612
MS-MARCO-RBAC,8000000,8000000,0.0,1000,50,hash_set,4,43.399918,0.793759,1.0,48,50,0.005306,0.0,40747.555
MS-MARCO-RBAC,8000000,8000000,0.0,1000,50,roaring_bitmap,0,38.096454,0.456379,1.0,51,50,0.006085,0.0,41169.606
MS-MARCO-RBAC,8000000,8000000,0.0,1000,50,roaring_bitmap,1,39.805359,0.25668,1.0,50,50,0.005614,0.0,39346.976
MS-MARCO-RBAC,8000000,8000000,0.0,1000,50,roaring_bitmap,2,41.129492,0.41881,1.0,50,50,0.006319,0.0,38642.304
MS-MARCO-RBAC,8000000,8000000,0.0,1000,50,roaring_bitmap,3,36.589442,0.334398,1.0,50,50,0.008006,0.0,40390.753
MS-MARCO-RBAC,8000000,8000000,0.0,1000,50,roaring_bitmap,4,31.941073,0.25731,1.0,50,50,0.007003,0.0,42352.814
MS-MARCO-RBAC,8000000,8000000,0.0,1000,50,role_bitset,0,32.674094,0.457327,1.0,49,50,0.004451,0.0,41473.862
MS-MARCO-RBAC,8000000,8000000,0.0,1000,50,role_bitset,1,24.832783,0.310556,1.0,52,50,0.006903,0.0,43032.608
MS-MARCO-RBAC,8000000,8000000,0.0,1000,50,role_bitset,2,29.847717,0.402769,1.0,50,50,0.008148,0.0,42614.586
MS-MARCO-RBAC,8000000,8000000,0.0,1000,50,role_bitset,3,28.633734,0.489688,1.0,51,50,0.008153,0.0,44083.648
MS-MARCO-RBAC,8000000,8000000,0.0,1000,50,role_bitset,4,25.499446,0.415012,1.0,50,50,0.008242,0.0,44353.93
MS-MARCO-RBAC,8000000,8000000,0.0,1000,50,effective_view_id,0,28.684524,0.295969,1.0,50,50,0.004342,0.0,40301.46
MS-MARCO-RBAC,8000000,8000000,0.0,1000,50,effective_view_id,1,25.719946,0.536495,1.0,48,50,0.006333,0.0,39258.714
MS-MARCO-RBAC,8000000,8000000,0.0,1000,50,effective_view_id,2,31.003834,0.328935,1.0,48,50,0.008164,0.0,42313.299
MS-MARCO-RBAC,8000000,8000000,0.0,1000,50,effective_view_id,3,25.457914,0.110525,1.0,52,50,0.004459,0.0,42728.589
MS-MARCO-RBAC,8000000,8000000,0.0,1000,50,effective_view_id,4,28.8286,0.11296,1.0,48,50,0.006077,0.0,41556.455
MS-MARCO-RBAC,8000000,8000000,0.0,1000,100,short_sorted_vector,0,52.786,0.228448,1.0,101,100,0.007384,0.0,41637.999
MS-MARCO-RBAC,8000000,8000000,0.0,1000,100,short_sorted_vector,1,45.322999,0.356032,1.0,99,100,0.004249,0.0,42474.464
