dataset,N,N_indexed,index_type,authorized_set_id,comparison,seed_i,seed_j,drift10,recall_exact_i,recall_exact_j
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_same_seed_rerun,6,6,0.0,0.982528,0.983103
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_same_seed_rerun,7,7,0.0,0.981102,0.982976
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_same_seed_rerun,8,8,0.0,0.983916,0.984404
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_same_seed_rerun,9,9,0.0,0.982374,0.979883
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,0,1,0.003789,0.987224,0.983392
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,0,2,0.004839,0.981632,0.976081
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,0,3,0.003998,0.983494,0.978755
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,0,4,0.004043,0.984938,0.986636
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,0,5,0.005223,0.980707,0.981385
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,0,6,0.003524,0.982865,0.982005
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,0,7,0.006826,0.982973,0.982901
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,0,8,0.005152,0.982799,0.978881
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,0,9,0.003009,0.98137,0.979587
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,1,2,0.004066,0.982569,0.982524
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,1,3,0.001606,0.982837,0.982224
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,1,4,0.004455,0.982629,0.982393
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,1,5,0.003653,0.980271,0.981199
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,1,6,0.006508,0.981932,0.981569
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,1,7,0.004053,0.982895,0.984035
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,1,8,0.005853,0.984341,0.982177
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,1,9,0.002368,0.982483,0.984916
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,2,3,0.006987,0.981656,0.981384
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,2,4,0.005206,0.981617,0.983912
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,2,5,0.005042,0.98289,0.979861
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,2,6,0.003952,0.986699,0.981506
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,2,7,0.001334,0.980909,0.977873
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,2,8,0.002883,0.979607,0.981659
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,2,9,0.005811,0.979203,0.981087
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,3,4,0.00515,0.98365,0.982488
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,3,5,0.003746,0.978413,0.981473
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,3,6,0.002167,0.979276,0.98103
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,3,7,0.008333,0.985916,0.980893
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,3,8,0.008156,0.983416,0.980539
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,3,9,0.004662,0.985965,0.980007
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,4,5,0.004505,0.983249,0.982265
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,4,6,0.00461,0.983776,0.982773
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,4,7,0.004024,0.982794,0.976638
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,4,8,0.002442,0.980495,0.985399
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,4,9,0.002149,0.984374,0.980649
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,5,6,0.003769,0.98278,0.984185
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,5,7,0.00756,0.981779,0.981521
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,5,8,0.004171,0.982968,0.979635
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,5,9,0.004428,0.983275,0.984008
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,6,7,0.004713,0.982165,0.981656
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,6,8,0.004657,0.980129,0.981248
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,6,9,0.004554,0.98005,0.982066
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,7,8,0.002309,0.980772,0.983732
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,7,9,0.004712,0.984277,0.986495
LegalBench-RAG,1200000,1200000,DiskANN/Vamana,4,oracle_different_seed,8,9,0.007767,0.980145,0.98152
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_same_seed_rerun,0,0,0.0,0.981725,0.97878
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_same_seed_rerun,1,1,0.0,0.976724,0.975509
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_same_seed_rerun,2,2,0.0,0.976731,0.979304
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_same_seed_rerun,3,3,0.0,0.978502,0.977483
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_same_seed_rerun,4,4,0.0,0.978833,0.977886
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_same_seed_rerun,5,5,0.0,0.977569,0.976782
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_same_seed_rerun,6,6,0.0,0.979469,0.978423
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_same_seed_rerun,7,7,0.0,0.977779,0.9775
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_same_seed_rerun,8,8,0.0,0.977013,0.979804
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_same_seed_rerun,9,9,0.0,0.975583,0.976951
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,0,1,0.005674,0.976825,0.974193
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,0,2,0.003534,0.976466,0.977634
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,0,3,0.006905,0.976764,0.977597
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,0,4,0.0005,0.978624,0.98137
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,0,5,0.006409,0.97504,0.975096
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,0,6,0.006366,0.974971,0.979713
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,0,7,0.007266,0.97815,0.979499
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,0,8,0.007697,0.973237,0.982423
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,0,9,0.006298,0.978952,0.980074
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,1,2,0.003127,0.980877,0.975991
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,1,3,0.005157,0.978085,0.979087
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,1,4,0.00617,0.976715,0.980222
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,1,5,0.003357,0.980649,0.975351
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,1,6,0.006997,0.980327,0.978638
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,1,7,0.00111,0.976891,0.977102
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,1,8,0.009622,0.977143,0.980443
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,1,9,0.006724,0.978461,0.97627
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,2,3,0.006048,0.978955,0.97828
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,2,4,0.001864,0.981493,0.978881
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,2,5,0.00709,0.978312,0.976508
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,2,6,0.000668,0.980329,0.975375
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,2,7,0.006018,0.976723,0.977827
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,2,8,0.006107,0.980507,0.977166
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,2,9,0.006639,0.975307,0.981217
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,3,4,0.004149,0.979818,0.978253
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,3,5,0.003874,0.976731,0.974862
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,3,6,0.0005,0.978149,0.977737
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,3,7,0.004133,0.976883,0.977258
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,3,8,0.006495,0.980154,0.977612
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,3,9,0.004611,0.976989,0.978159
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,4,5,0.003264,0.977175,0.979517
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,4,6,0.004673,0.976572,0.979241
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,4,7,0.000954,0.977568,0.98443
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,4,8,0.00606,0.977533,0.979891
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,4,9,0.004001,0.97593,0.977346
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,5,6,0.006753,0.977045,0.97914
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,5,7,0.00515,0.977778,0.976902
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,5,8,0.002417,0.976649,0.975853
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,5,9,0.006727,0.976907,0.978164
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,6,7,0.002424,0.976395,0.978664
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,6,8,0.004668,0.97635,0.977996
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,6,9,0.004162,0.981168,0.979142
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,7,8,0.005922,0.978729,0.980585
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,7,9,0.00598,0.977295,0.977186
MS-MARCO-RBAC,8000000,8000000,HNSW,0,oracle_different_seed,8,9,0.004528,0.978117,0.979639
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_same_seed_rerun,0,0,0.0,0.975833,0.978874
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_same_seed_rerun,1,1,0.0,0.976981,0.979578
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_same_seed_rerun,2,2,0.0,0.978766,0.97933
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_same_seed_rerun,3,3,0.0,0.977696,0.982577
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_same_seed_rerun,4,4,0.0,0.977901,0.973857
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_same_seed_rerun,5,5,0.0,0.976479,0.979278
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_same_seed_rerun,6,6,0.0,0.977038,0.977983
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_same_seed_rerun,7,7,0.0,0.98039,0.976137
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_same_seed_rerun,8,8,0.0,0.974995,0.975373
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_same_seed_rerun,9,9,0.0,0.977346,0.976767
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,0,1,0.005941,0.979997,0.976609
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,0,2,0.002141,0.978254,0.976548
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,0,3,0.002985,0.980264,0.97482
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,0,4,0.00708,0.978275,0.977548
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,0,5,0.00129,0.976776,0.978766
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,0,6,0.006238,0.980553,0.979138
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,0,7,0.000811,0.978751,0.977527
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,0,8,0.002969,0.976454,0.979546
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,0,9,0.002817,0.979675,0.980451
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,1,2,0.004883,0.981928,0.975743
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,1,3,0.001665,0.978729,0.97789
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,1,4,0.002959,0.975614,0.980127
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,1,5,0.007129,0.974724,0.977586
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,1,6,0.004526,0.978074,0.975341
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,1,7,0.004397,0.976268,0.975141
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,1,8,0.007731,0.979954,0.979253
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,1,9,0.004157,0.979967,0.980646
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,2,3,0.002903,0.97756,0.980017
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,2,4,0.003608,0.978856,0.974462
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,2,5,0.00458,0.976215,0.977975
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,2,6,0.001817,0.979499,0.976298
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,2,7,0.006092,0.974741,0.978906
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,2,8,0.00617,0.974527,0.97907
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,2,9,0.003604,0.977279,0.977859
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,3,4,0.005175,0.976246,0.978214
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,3,5,0.0005,0.979928,0.976976
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,3,6,0.003199,0.980445,0.979966
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,3,7,0.002761,0.978916,0.976323
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,3,8,0.00558,0.978824,0.98034
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,3,9,0.006991,0.977905,0.980621
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,4,5,0.000696,0.977566,0.981203
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,4,6,0.0005,0.975525,0.975995
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,4,7,0.005835,0.977454,0.977163
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,4,8,0.004034,0.97883,0.977932
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,4,9,0.005696,0.979216,0.974756
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,5,6,0.00517,0.976451,0.977955
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,5,7,0.002975,0.978694,0.977395
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,5,8,0.00504,0.978637,0.978224
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,5,9,0.006053,0.975443,0.980472
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,6,7,0.005369,0.975763,0.978434
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,6,8,0.003806,0.978369,0.981438
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,6,9,0.00641,0.977745,0.977305
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,7,8,0.003243,0.977366,0.976309
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,7,9,0.007214,0.978539,0.979098
MS-MARCO-RBAC,8000000,8000000,HNSW,1,oracle_different_seed,8,9,0.002337,0.975977,0.976521
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_same_seed_rerun,0,0,0.0,0.978353,0.979289
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_same_seed_rerun,1,1,0.0,0.979181,0.978382
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_same_seed_rerun,2,2,0.0,0.981836,0.979297
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_same_seed_rerun,3,3,0.0,0.979789,0.978721
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_same_seed_rerun,4,4,0.0,0.977572,0.978567
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_same_seed_rerun,5,5,0.0,0.978796,0.977711
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_same_seed_rerun,6,6,0.0,0.978681,0.98053
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_same_seed_rerun,7,7,0.0,0.978773,0.980424
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_same_seed_rerun,8,8,0.0,0.979802,0.978397
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_same_seed_rerun,9,9,0.0,0.977435,0.974088
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,0,1,0.001004,0.975852,0.982032
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,0,2,0.007878,0.977542,0.976275
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,0,3,0.002765,0.978167,0.97576
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,0,4,0.006603,0.979989,0.977718
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,0,5,0.00352,0.979244,0.978067
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,0,6,0.006393,0.974874,0.978325
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,0,7,0.008056,0.980589,0.978031
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,0,8,0.005001,0.975324,0.979762
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,0,9,0.006253,0.980138,0.974132
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,1,2,0.003429,0.979441,0.976314
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,1,3,0.00247,0.974389,0.97391
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,1,4,0.006758,0.976171,0.976495
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,1,5,0.006798,0.975645,0.979393
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,1,6,0.007618,0.977509,0.976732
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,1,7,0.005047,0.980695,0.981526
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,1,8,0.0035,0.977685,0.979568
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,1,9,0.005966,0.977204,0.974649
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,2,3,0.002313,0.975698,0.98174
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,2,4,0.003439,0.978626,0.979508
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,2,5,0.005269,0.980792,0.979235
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,2,6,0.00369,0.974653,0.976896
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,2,7,0.00363,0.980391,0.977629
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,2,8,0.002423,0.98054,0.976053
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,2,9,0.00249,0.976731,0.979125
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,3,4,0.0005,0.974239,0.977799
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,3,5,0.00387,0.975058,0.978459
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,3,6,0.003486,0.980176,0.977949
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,3,7,0.004595,0.971922,0.979792
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,3,8,0.007155,0.979914,0.977713
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,3,9,0.00784,0.975401,0.979017
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,4,5,0.007078,0.979912,0.976417
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,4,6,0.003772,0.979761,0.976271
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,4,7,0.004257,0.979762,0.976268
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,4,8,0.004223,0.976934,0.975132
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,4,9,0.004283,0.980182,0.978302
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,5,6,0.004908,0.978537,0.979087
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,5,7,0.003611,0.976412,0.976589
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,5,8,0.002589,0.980082,0.979415
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,5,9,0.006679,0.978169,0.976379
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,6,7,0.002888,0.978158,0.977052
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,6,8,0.005734,0.978084,0.980433
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,6,9,0.006653,0.976726,0.978629
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,7,8,0.008827,0.977915,0.979275
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,7,9,0.004267,0.980374,0.976188
MS-MARCO-RBAC,8000000,8000000,HNSW,2,oracle_different_seed,8,9,0.006996,0.979255,0.98006
MS-MARCO-RBAC,8000000,8000000,HNSW,3,oracle_same_seed_rerun,0,0,0.0,0.977233,0.977609
MS-MARCO-RBAC,8000000,8000000,HNSW,3,oracle_same_seed_rerun,1,1,0.0,0.978167,0.980228
MS-MARCO-RBAC,8000000,8000000,HNSW,3,oracle_same_seed_rerun,2,2,0.0,0.977346,0.980048
MS-MARCO-RBAC,8000000,8000000,HNSW,3,oracle_same_seed_rerun,3,3,0.0,0.980768,0.979322
MS-MARCO-RBAC,8000000,8000000,HNSW,3,oracle_same_seed_rerun,4,4,0.0,0.980124,0.9792
MS-MARCO-RBAC,8000000,8000000,HNSW,3,oracle_same_seed_rerun,5,5,0.0,0.974231,0.978341
MS-MARCO-RBAC,8000000,8000000,HNSW,3,oracle_same_seed_rerun,6,6,0.0,0.979997,0.981788
MS-MARCO-RBAC,8000000,8000000,HNSW,3,oracle_same_seed_rerun,7,7,0.0,0.978949,0.978317
MS-MARCO-RBAC,8000000,8000000,HNSW,3,oracle_same_seed_rerun,8,8,0.0,0.977944,0.975959
MS-MARCO-RBAC,8000000,8000000,HNSW,3,oracle_same_seed_rerun,9,9,0.0,0.977939,0.974286
MS-MARCO-RBAC,8000000,8000000,HNSW,3,oracle_different_seed,0,1,0.003414,0.977375,0.977039
MS-MARCO-RBAC,8000000,8000000,HNSW,3,oracle_different_seed,0,2,0.002849,0.978847,0.978474
MS-MARCO-RBAC,8000000,8000000,HNSW,3,oracle_different_seed,0,3,0.003222,0.981386,0.976729
MS-MARCO-RBAC,8000000,8000000,HNSW,3,oracle_different_seed,0,4,0.006256,0.975066,0.974803
MS-MARCO-RBAC,8000000,8000000,HNSW,3,oracle_different_seed,0,5,0.003131,0.978174,0.977265
MS-MARCO-RBAC,8000000,8000000,HNSW,3,oracle_different_seed,0,6,0.0005,0.97947,0.978818
MS-MARCO-RBAC,8000000,8000000,HNSW,3,oracle_different_seed,0,7,0.00475,0.977115,0.977844
MS-MARCO-RBAC,8000000,8000000,HNSW,3,oracle_different_seed,0,8,0.002494,0.976533,0.978706
MS-MARCO-RBAC,8000000,8000000,HNSW,3,oracle_different_seed,0,9,0.00683,0.97526,0.974689
MS-MARCO-RBAC,8000000,8000000,HNSW,3,oracle_different_seed,1,2,0.00631,0.979328,0.979102
MS-MARCO-RBAC,8000000,8000000,HNSW,3,oracle_different_seed,1,3,0.004569,0.979767,0.975523
MS-MARCO-RBAC,8000000,8000000,HNSW,3,oracle_different_seed,1,4,0.004247,0.980911,0.976227
MS-MARCO-RBAC,8000000,8000000,HNSW,3,oracle_different_seed,1,5,0.005689,0.977748,0.975243
MS-MARCO-RBAC,8000000,8000000,HNSW,3,oracle_different_seed,1,6,0.003605,0.983902,0.976812
MS-MARCO-RBAC,8000000,8000000,HNSW,3,oracle_different_seed,1,7,0.00444,0.98293,0.980877
MS-MARCO-RBAC,8000000,8000000,HNSW,3,oracle_different_seed,1,8,0.005852,0.98053,0.980376
MS-MARCO-RBAC,8000000,8000000,HNSW,3,oracle_different_seed,1,9,0.002769,0.976561,0.977671
MS-MARCO-RBAC,8000000,8000000,HNSW,3,oracle_different_seed,2,3,0.003436,0.975633,0.979537
MS-MARCO-RBAC,8000000,8000000,HNSW,3,oracle_different_seed,2,4,0.006904,0.97754,0.975517
