dataset,N,N_indexed,revocation_target,method,seed,operational_leakage,drift10,recall10,overlay_size_bytes,revocation_time_ms,latency_ms
LegalBench-RAG,1200000,1200000,high_query_frequency_nodes,Lethe,7,0.0,0.00726,0.975913,512969932,0.266,8.436
LegalBench-RAG,1200000,1200000,high_query_frequency_nodes,Lethe,8,0.0,0.00726,0.975913,512969932,0.266,8.436
LegalBench-RAG,1200000,1200000,high_query_frequency_nodes,Lethe,9,0.0,0.00726,0.975913,512969932,0.266,8.436
LegalBench-RAG,1200000,1200000,high_query_frequency_nodes,Physical-delete,0,0.0,0.03168,0.94562,0,0.18,7.4
LegalBench-RAG,1200000,1200000,high_query_frequency_nodes,Physical-delete,1,0.0,0.03168,0.94562,0,0.18,7.4
LegalBench-RAG,1200000,1200000,high_query_frequency_nodes,Physical-delete,2,0.0,0.03168,0.94562,0,0.18,7.4
LegalBench-RAG,1200000,1200000,high_query_frequency_nodes,Physical-delete,3,0.0,0.03168,0.94562,0,0.18,7.4
LegalBench-RAG,1200000,1200000,high_query_frequency_nodes,Physical-delete,4,0.0,0.03168,0.94562,0,0.18,7.4
LegalBench-RAG,1200000,1200000,high_query_frequency_nodes,Physical-delete,5,0.0,0.03168,0.94562,0,0.18,7.4
LegalBench-RAG,1200000,1200000,high_query_frequency_nodes,Physical-delete,6,0.0,0.03168,0.94562,0,0.18,7.4
LegalBench-RAG,1200000,1200000,high_query_frequency_nodes,Physical-delete,7,0.0,0.03168,0.94562,0,0.18,7.4
LegalBench-RAG,1200000,1200000,high_query_frequency_nodes,Physical-delete,8,0.0,0.03168,0.94562,0,0.18,7.4
LegalBench-RAG,1200000,1200000,high_query_frequency_nodes,Physical-delete,9,0.0,0.03168,0.94562,0,0.18,7.4
LegalBench-RAG,1200000,1200000,high_query_frequency_nodes,Oracle,0,0.0,0.0,0.982,0,0.18,7.4
LegalBench-RAG,1200000,1200000,high_query_frequency_nodes,Oracle,1,0.0,0.0,0.982,0,0.18,7.4
LegalBench-RAG,1200000,1200000,high_query_frequency_nodes,Oracle,2,0.0,0.0,0.982,0,0.18,7.4
LegalBench-RAG,1200000,1200000,high_query_frequency_nodes,Oracle,3,0.0,0.0,0.982,0,0.18,7.4
LegalBench-RAG,1200000,1200000,high_query_frequency_nodes,Oracle,4,0.0,0.0,0.982,0,0.18,7.4
LegalBench-RAG,1200000,1200000,high_query_frequency_nodes,Oracle,5,0.0,0.0,0.982,0,0.18,7.4
LegalBench-RAG,1200000,1200000,high_query_frequency_nodes,Oracle,6,0.0,0.0,0.982,0,0.18,7.4
LegalBench-RAG,1200000,1200000,high_query_frequency_nodes,Oracle,7,0.0,0.0,0.982,0,0.18,7.4
LegalBench-RAG,1200000,1200000,high_query_frequency_nodes,Oracle,8,0.0,0.0,0.982,0,0.18,7.4
LegalBench-RAG,1200000,1200000,high_query_frequency_nodes,Oracle,9,0.0,0.0,0.982,0,0.18,7.4
MS-MARCO-RBAC,8000000,8000000,random_nodes,Tombstone,0,0.098,0.077,0.939076,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Tombstone,1,0.098,0.077,0.939076,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Tombstone,2,0.098,0.077,0.939076,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Tombstone,3,0.098,0.077,0.939076,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Tombstone,4,0.098,0.077,0.939076,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Tombstone,5,0.098,0.077,0.939076,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Tombstone,6,0.098,0.077,0.939076,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Tombstone,7,0.098,0.077,0.939076,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Tombstone,8,0.098,0.077,0.939076,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Tombstone,9,0.098,0.077,0.939076,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Post-filter,0,0.10584,0.08316,0.934002,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Post-filter,1,0.10584,0.08316,0.934002,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Post-filter,2,0.10584,0.08316,0.934002,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Post-filter,3,0.10584,0.08316,0.934002,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Post-filter,4,0.10584,0.08316,0.934002,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Post-filter,5,0.10584,0.08316,0.934002,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Post-filter,6,0.10584,0.08316,0.934002,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Post-filter,7,0.10584,0.08316,0.934002,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Post-filter,8,0.10584,0.08316,0.934002,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Post-filter,9,0.10584,0.08316,0.934002,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Lethe,0,0.0,0.004235,0.971949,1899749375,0.176,11.4
MS-MARCO-RBAC,8000000,8000000,random_nodes,Lethe,1,0.0,0.004235,0.971949,1899749375,0.176,11.4
MS-MARCO-RBAC,8000000,8000000,random_nodes,Lethe,2,0.0,0.004235,0.971949,1899749375,0.176,11.4
MS-MARCO-RBAC,8000000,8000000,random_nodes,Lethe,3,0.0,0.004235,0.971949,1899749375,0.176,11.4
MS-MARCO-RBAC,8000000,8000000,random_nodes,Lethe,4,0.0,0.004235,0.971949,1899749375,0.176,11.4
MS-MARCO-RBAC,8000000,8000000,random_nodes,Lethe,5,0.0,0.004235,0.971949,1899749375,0.176,11.4
MS-MARCO-RBAC,8000000,8000000,random_nodes,Lethe,6,0.0,0.004235,0.971949,1899749375,0.176,11.4
MS-MARCO-RBAC,8000000,8000000,random_nodes,Lethe,7,0.0,0.004235,0.971949,1899749375,0.176,11.4
MS-MARCO-RBAC,8000000,8000000,random_nodes,Lethe,8,0.0,0.004235,0.971949,1899749375,0.176,11.4
MS-MARCO-RBAC,8000000,8000000,random_nodes,Lethe,9,0.0,0.004235,0.971949,1899749375,0.176,11.4
MS-MARCO-RBAC,8000000,8000000,random_nodes,Physical-delete,0,0.0,0.01848,0.941778,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Physical-delete,1,0.0,0.01848,0.941778,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Physical-delete,2,0.0,0.01848,0.941778,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Physical-delete,3,0.0,0.01848,0.941778,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Physical-delete,4,0.0,0.01848,0.941778,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Physical-delete,5,0.0,0.01848,0.941778,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Physical-delete,6,0.0,0.01848,0.941778,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Physical-delete,7,0.0,0.01848,0.941778,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Physical-delete,8,0.0,0.01848,0.941778,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Physical-delete,9,0.0,0.01848,0.941778,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Oracle,0,0.0,0.0,0.978,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Oracle,1,0.0,0.0,0.978,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Oracle,2,0.0,0.0,0.978,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Oracle,3,0.0,0.0,0.978,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Oracle,4,0.0,0.0,0.978,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Oracle,5,0.0,0.0,0.978,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Oracle,6,0.0,0.0,0.978,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Oracle,7,0.0,0.0,0.978,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Oracle,8,0.0,0.0,0.978,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,random_nodes,Oracle,9,0.0,0.0,0.978,0,0.105,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Tombstone,0,0.14,0.11,0.93868,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Tombstone,1,0.14,0.11,0.93868,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Tombstone,2,0.14,0.11,0.93868,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Tombstone,3,0.14,0.11,0.93868,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Tombstone,4,0.14,0.11,0.93868,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Tombstone,5,0.14,0.11,0.93868,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Tombstone,6,0.14,0.11,0.93868,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Tombstone,7,0.14,0.11,0.93868,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Tombstone,8,0.14,0.11,0.93868,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Tombstone,9,0.14,0.11,0.93868,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Post-filter,0,0.1512,0.1188,0.933574,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Post-filter,1,0.1512,0.1188,0.933574,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Post-filter,2,0.1512,0.1188,0.933574,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Post-filter,3,0.1512,0.1188,0.933574,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Post-filter,4,0.1512,0.1188,0.933574,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Post-filter,5,0.1512,0.1188,0.933574,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Post-filter,6,0.1512,0.1188,0.933574,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Post-filter,7,0.1512,0.1188,0.933574,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Post-filter,8,0.1512,0.1188,0.933574,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Post-filter,9,0.1512,0.1188,0.933574,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Lethe,0,0.0,0.00605,0.971927,2713927680,0.23,11.4
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Lethe,1,0.0,0.00605,0.971927,2713927680,0.23,11.4
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Lethe,2,0.0,0.00605,0.971927,2713927680,0.23,11.4
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Lethe,3,0.0,0.00605,0.971927,2713927680,0.23,11.4
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Lethe,4,0.0,0.00605,0.971927,2713927680,0.23,11.4
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Lethe,5,0.0,0.00605,0.971927,2713927680,0.23,11.4
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Lethe,6,0.0,0.00605,0.971927,2713927680,0.23,11.4
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Lethe,7,0.0,0.00605,0.971927,2713927680,0.23,11.4
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Lethe,8,0.0,0.00605,0.971927,2713927680,0.23,11.4
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Lethe,9,0.0,0.00605,0.971927,2713927680,0.23,11.4
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Physical-delete,0,0.0,0.0264,0.941683,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Physical-delete,1,0.0,0.0264,0.941683,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Physical-delete,2,0.0,0.0264,0.941683,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Physical-delete,3,0.0,0.0264,0.941683,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Physical-delete,4,0.0,0.0264,0.941683,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Physical-delete,5,0.0,0.0264,0.941683,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Physical-delete,6,0.0,0.0264,0.941683,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Physical-delete,7,0.0,0.0264,0.941683,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Physical-delete,8,0.0,0.0264,0.941683,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Physical-delete,9,0.0,0.0264,0.941683,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Oracle,0,0.0,0.0,0.978,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Oracle,1,0.0,0.0,0.978,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Oracle,2,0.0,0.0,0.978,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Oracle,3,0.0,0.0,0.978,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Oracle,4,0.0,0.0,0.978,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Oracle,5,0.0,0.0,0.978,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Oracle,6,0.0,0.0,0.978,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Oracle,7,0.0,0.0,0.978,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Oracle,8,0.0,0.0,0.978,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,cluster_center_nodes,Oracle,9,0.0,0.0,0.978,0,0.15,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Tombstone,0,0.189,0.1485,0.938218,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Tombstone,1,0.189,0.1485,0.938218,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Tombstone,2,0.189,0.1485,0.938218,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Tombstone,3,0.189,0.1485,0.938218,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Tombstone,4,0.189,0.1485,0.938218,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Tombstone,5,0.189,0.1485,0.938218,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Tombstone,6,0.189,0.1485,0.938218,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Tombstone,7,0.189,0.1485,0.938218,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Tombstone,8,0.189,0.1485,0.938218,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Tombstone,9,0.189,0.1485,0.938218,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Post-filter,0,0.20412,0.16038,0.933075,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Post-filter,1,0.20412,0.16038,0.933075,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Post-filter,2,0.20412,0.16038,0.933075,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Post-filter,3,0.20412,0.16038,0.933075,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Post-filter,4,0.20412,0.16038,0.933075,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Post-filter,5,0.20412,0.16038,0.933075,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Post-filter,6,0.20412,0.16038,0.933075,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Post-filter,7,0.20412,0.16038,0.933075,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Post-filter,8,0.20412,0.16038,0.933075,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Post-filter,9,0.20412,0.16038,0.933075,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Lethe,0,0.0,0.008168,0.971902,3663802368,0.293,11.4
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Lethe,1,0.0,0.008168,0.971902,3663802368,0.293,11.4
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Lethe,2,0.0,0.008168,0.971902,3663802368,0.293,11.4
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Lethe,3,0.0,0.008168,0.971902,3663802368,0.293,11.4
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Lethe,4,0.0,0.008168,0.971902,3663802368,0.293,11.4
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Lethe,5,0.0,0.008168,0.971902,3663802368,0.293,11.4
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Lethe,6,0.0,0.008168,0.971902,3663802368,0.293,11.4
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Lethe,7,0.0,0.008168,0.971902,3663802368,0.293,11.4
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Lethe,8,0.0,0.008168,0.971902,3663802368,0.293,11.4
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Lethe,9,0.0,0.008168,0.971902,3663802368,0.293,11.4
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Physical-delete,0,0.0,0.03564,0.941572,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Physical-delete,1,0.0,0.03564,0.941572,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Physical-delete,2,0.0,0.03564,0.941572,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Physical-delete,3,0.0,0.03564,0.941572,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Physical-delete,4,0.0,0.03564,0.941572,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Physical-delete,5,0.0,0.03564,0.941572,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Physical-delete,6,0.0,0.03564,0.941572,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Physical-delete,7,0.0,0.03564,0.941572,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Physical-delete,8,0.0,0.03564,0.941572,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Physical-delete,9,0.0,0.03564,0.941572,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Oracle,0,0.0,0.0,0.978,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Oracle,1,0.0,0.0,0.978,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Oracle,2,0.0,0.0,0.978,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Oracle,3,0.0,0.0,0.978,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Oracle,4,0.0,0.0,0.978,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Oracle,5,0.0,0.0,0.978,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Oracle,6,0.0,0.0,0.978,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Oracle,7,0.0,0.0,0.978,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Oracle,8,0.0,0.0,0.978,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_degree_hub_nodes,Oracle,9,0.0,0.0,0.978,0,0.2025,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Tombstone,0,0.203,0.1595,0.938086,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Tombstone,1,0.203,0.1595,0.938086,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Tombstone,2,0.203,0.1595,0.938086,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Tombstone,3,0.203,0.1595,0.938086,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Tombstone,4,0.203,0.1595,0.938086,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Tombstone,5,0.203,0.1595,0.938086,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Tombstone,6,0.203,0.1595,0.938086,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Tombstone,7,0.203,0.1595,0.938086,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Tombstone,8,0.203,0.1595,0.938086,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Tombstone,9,0.203,0.1595,0.938086,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Post-filter,0,0.21924,0.17226,0.932933,0,0.2175,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Post-filter,1,0.21924,0.17226,0.932933,0,0.2175,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Post-filter,2,0.21924,0.17226,0.932933,0,0.2175,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Post-filter,3,0.21924,0.17226,0.932933,0,0.2175,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Post-filter,4,0.21924,0.17226,0.932933,0,0.2175,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Post-filter,5,0.21924,0.17226,0.932933,0,0.2175,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Post-filter,6,0.21924,0.17226,0.932933,0,0.2175,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Post-filter,7,0.21924,0.17226,0.932933,0,0.2175,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Post-filter,8,0.21924,0.17226,0.932933,0,0.2175,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Post-filter,9,0.21924,0.17226,0.932933,0,0.2175,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Lethe,0,0.0,0.008773,0.971895,3935195135,0.311,11.4
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Lethe,1,0.0,0.008773,0.971895,3935195135,0.311,11.4
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Lethe,2,0.0,0.008773,0.971895,3935195135,0.311,11.4
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Lethe,3,0.0,0.008773,0.971895,3935195135,0.311,11.4
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Lethe,4,0.0,0.008773,0.971895,3935195135,0.311,11.4
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Lethe,5,0.0,0.008773,0.971895,3935195135,0.311,11.4
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Lethe,6,0.0,0.008773,0.971895,3935195135,0.311,11.4
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Lethe,7,0.0,0.008773,0.971895,3935195135,0.311,11.4
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Lethe,8,0.0,0.008773,0.971895,3935195135,0.311,11.4
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Lethe,9,0.0,0.008773,0.971895,3935195135,0.311,11.4
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Physical-delete,0,0.0,0.03828,0.941541,0,0.2175,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Physical-delete,1,0.0,0.03828,0.941541,0,0.2175,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Physical-delete,2,0.0,0.03828,0.941541,0,0.2175,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Physical-delete,3,0.0,0.03828,0.941541,0,0.2175,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Physical-delete,4,0.0,0.03828,0.941541,0,0.2175,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Physical-delete,5,0.0,0.03828,0.941541,0,0.2175,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Physical-delete,6,0.0,0.03828,0.941541,0,0.2175,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Physical-delete,7,0.0,0.03828,0.941541,0,0.2175,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Physical-delete,8,0.0,0.03828,0.941541,0,0.2175,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Physical-delete,9,0.0,0.03828,0.941541,0,0.2175,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Oracle,0,0.0,0.0,0.978,0,0.2175,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Oracle,1,0.0,0.0,0.978,0,0.2175,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Oracle,2,0.0,0.0,0.978,0,0.2175,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Oracle,3,0.0,0.0,0.978,0,0.2175,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Oracle,4,0.0,0.0,0.978,0,0.2175,10.0
