dataset,N,N_indexed,method,pattern,frac,seed,visited_total,visited_revoked,expanded_total,expanded_revoked,distance_eval_total,distance_eval_revoked,frontier_insert_total,frontier_insert_revoked,routing_trace_leakage,revoked_distance_eval_rate,revoked_expansion_rate,revoked_frontier_insert_rate
MS-MARCO-RBAC,8000000,8000000,HoneyBee,random,0.3,4,112835,8459,12920,741,71510,2953,32647,1823,0.06078848,0.04129492,0.05735294,0.05583974
MS-MARCO-RBAC,8000000,8000000,HoneyBee,random,0.3,5,113884,8832,12775,689,69040,2537,32684,1471,0.05923821,0.03674681,0.05393346,0.04500673
MS-MARCO-RBAC,8000000,8000000,HoneyBee,random,0.3,6,108662,7409,14195,780,64745,2955,33089,1863,0.05893761,0.04564059,0.05494893,0.0563027
MS-MARCO-RBAC,8000000,8000000,HoneyBee,random,0.3,7,114927,9064,14377,889,71110,3211,35599,1940,0.06399647,0.04515539,0.06183488,0.05449591
MS-MARCO-RBAC,8000000,8000000,HoneyBee,random,0.3,8,112720,8762,13172,785,67385,2886,34225,1714,0.06218407,0.04282852,0.05959611,0.05008035
MS-MARCO-RBAC,8000000,8000000,HoneyBee,random,0.3,9,112490,8208,13416,714,71326,2606,32871,1587,0.05699621,0.03653647,0.05322004,0.04827964
MS-MARCO-RBAC,8000000,8000000,SPFresh,random,0.3,0,118025,8238,12298,1793,68015,6338,34022,3826,0.08691255,0.09318533,0.14579606,0.11245665
MS-MARCO-RBAC,8000000,8000000,SPFresh,random,0.3,1,118786,9467,13508,1432,69889,5038,33092,3132,0.08104984,0.07208574,0.10601125,0.09464523
MS-MARCO-RBAC,8000000,8000000,SPFresh,random,0.3,2,124097,8636,14756,1666,75178,5916,35264,3756,0.08012194,0.07869323,0.11290323,0.10651089
MS-MARCO-RBAC,8000000,8000000,SPFresh,random,0.3,3,122146,9432,14606,1828,76848,6173,36909,3801,0.08476342,0.0803274,0.12515405,0.10298301
MS-MARCO-RBAC,8000000,8000000,SPFresh,random,0.3,4,110077,7821,13714,1551,70433,5743,32861,3413,0.08159059,0.08153848,0.11309611,0.10386172
MS-MARCO-RBAC,8000000,8000000,SPFresh,random,0.3,5,110628,7773,14128,1577,71396,5408,34137,3315,0.07847965,0.07574654,0.11162231,0.09710871
MS-MARCO-RBAC,8000000,8000000,SPFresh,random,0.3,6,123036,10014,14623,1866,80343,6233,38343,3860,0.08571651,0.07757988,0.12760719,0.10067027
MS-MARCO-RBAC,8000000,8000000,SPFresh,random,0.3,7,110408,7951,13684,1477,69999,5997,33642,3444,0.0828558,0.08567265,0.10793628,0.10237203
MS-MARCO-RBAC,8000000,8000000,SPFresh,random,0.3,8,112810,7772,13642,1473,69331,5384,34014,3327,0.07813853,0.07765646,0.10797537,0.09781267
MS-MARCO-RBAC,8000000,8000000,SPFresh,random,0.3,9,112176,8136,12530,1376,66029,5386,31191,3420,0.08254103,0.08157022,0.10981644,0.10964701
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.3,0,112447,0,14370,0,72114,0,33250,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.3,1,108336,0,12747,0,64549,0,30924,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.3,2,111421,0,12990,0,70544,0,33825,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.3,3,109580,0,12656,0,66595,0,32729,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.3,4,113777,0,13179,0,73238,0,33878,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.3,5,112506,0,14752,0,75490,0,37477,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.3,6,116592,0,14616,0,75517,0,36810,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.3,7,112995,0,14979,0,70536,0,36711,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.3,8,121481,0,12890,0,75541,0,34790,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.3,9,121584,0,14190,0,75348,0,37521,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.4,0,114734,15201,15501,3637,73742,12661,36226,7743,0.16337015,0.1716932,0.23463002,0.21374151
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.4,1,115273,14438,13339,3142,74484,12747,35563,7750,0.15954563,0.17113743,0.23554989,0.21792312
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.4,2,114305,12498,12481,3314,72562,10734,32096,7107,0.1454045,0.14792867,0.2655236,0.22142946
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.4,3,113569,15671,14409,3541,72735,13085,37139,7945,0.16918924,0.17989964,0.24574918,0.21392606
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.4,4,118632,15088,16223,3634,72136,12662,36856,7679,0.16019471,0.17552956,0.22400296,0.20835142
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.4,5,119111,14274,13102,3101,72143,12036,33171,7342,0.15473188,0.16683531,0.23668142,0.22133792
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.4,6,113309,13073,11834,3373,67323,11119,31420,7018,0.15446701,0.16515901,0.2850262,0.22336092
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.4,7,116985,13731,13832,3292,72425,12024,33324,7865,0.15603257,0.16602002,0.23799884,0.23601608
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.4,8,113575,13303,12286,3489,67332,11974,33430,7480,0.15993964,0.1778352,0.28398177,0.22375112
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.4,9,113292,15591,15208,3512,72634,12951,36283,8222,0.16964244,0.17830493,0.23093109,0.2266075
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.4,0,112830,16051,12768,3645,69924,14023,33752,8279,0.18317821,0.20054631,0.28547932,0.24528917
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.4,1,123292,16271,16062,4075,77919,13994,38937,8786,0.16832286,0.17959676,0.2537044,0.22564656
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.4,2,112327,17556,14027,3797,73060,14743,36149,9086,0.19180432,0.20179305,0.27069224,0.25134859
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.4,3,113359,16575,12702,3501,71211,13977,33795,8332,0.18343165,0.19627586,0.27562589,0.24654535
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.4,4,119932,15635,13549,3447,74347,13209,36875,8743,0.16768899,0.17766689,0.25440992,0.23709831
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.4,5,112838,15870,13923,3974,76467,13454,37058,8447,0.17373047,0.17594518,0.28542699,0.22793999
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.4,6,112480,15242,12519,3639,65017,13130,32895,8099,0.17993728,0.20194718,0.29067817,0.24620763
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.4,7,119368,16980,14668,4301,73390,14053,35014,9153,0.18349695,0.19148385,0.29322334,0.26140972
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.4,8,107591,14106,12458,3374,64675,12141,30337,7364,0.17197446,0.18772323,0.27082999,0.24273989
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.4,9,111252,15770,13633,3211,66509,13137,32563,7491,0.17685984,0.19752214,0.23553143,0.23004637
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.4,0,111556,9684,12088,0,66806,0,30818,0,0.04376593,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.4,1,106274,10546,12396,0,61782,0,30140,0,0.05007788,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.4,2,116781,11139,13303,0,71095,0,34767,0,0.04720995,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.4,3,107894,10157,12996,0,65902,0,32455,0,0.04632675,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.4,4,115157,10605,12535,0,69790,0,32635,0,0.04608525,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.4,5,118241,11496,13945,0,71637,0,33223,0,0.04849692,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.4,6,114323,10434,13454,0,69267,0,32803,0,0.04539542,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.4,7,119636,11016,13372,0,77763,0,36956,0,0.04446831,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.4,8,110592,10207,14133,0,67659,0,33720,0,0.04514294,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.4,9,105219,9817,11610,0,62662,0,31627,0,0.04650006,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.4,0,117046,10851,14016,0,72663,0,35097,0,0.04543551,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.4,1,119596,11040,14714,0,76212,0,35557,0,0.04486364,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.4,2,111365,10490,13350,0,66924,0,31106,0,0.04709421,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.4,3,117336,10787,13861,0,74568,0,37867,0,0.04427579,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.4,4,114335,10728,13407,0,70716,0,34227,0,0.04610525,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.4,5,118577,10848,13654,0,73066,0,34547,0,0.0452294,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.4,6,116287,10613,13511,0,73025,0,33844,0,0.0448436,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.4,7,120215,10950,14033,0,71376,0,36922,0,0.04514608,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.4,8,114967,10709,12591,0,71058,0,30708,0,0.04669812,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.4,9,123089,10884,14924,0,74234,0,35886,0,0.04386357,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,random,0.4,0,121507,15517,14941,4000,78719,13260,37488,7691,0.16017098,0.16844726,0.2677197,0.20515898
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,random,0.4,1,120964,14450,15424,3632,80670,12747,38399,7826,0.15131705,0.15801413,0.23547718,0.20380739
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,random,0.4,2,116166,14283,13422,3148,73828,12240,35627,7424,0.15518129,0.16579076,0.23454031,0.20838128
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,random,0.4,3,120943,13516,14308,3155,74063,11873,35818,7004,0.14501575,0.16030947,0.22050601,0.19554414
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,random,0.4,4,116224,13308,12927,2912,71069,11127,32197,6746,0.14668893,0.15656615,0.22526495,0.20952263
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,random,0.4,5,110406,13520,12390,3338,70935,11415,32653,7832,0.15948565,0.16092197,0.26941082,0.23985545
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,random,0.4,6,120784,14876,11928,3070,73153,12260,33731,7083,0.15563282,0.16759395,0.2573776,0.20998488
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,random,0.4,7,114273,13967,12089,3515,68768,11698,32744,7169,0.15951359,0.17010819,0.2907602,0.21894087
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,random,0.4,8,110214,12649,12354,2864,68713,10301,30643,6431,0.14529749,0.14991341,0.23182775,0.20986849
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,random,0.4,9,113927,12089,11936,2978,66855,9985,30512,6164,0.13983784,0.14935308,0.24949732,0.20201888
MS-MARCO-RBAC,8000000,8000000,Physical-delete,random,0.4,0,115653,0,13611,0,73975,0,34234,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,random,0.4,1,121616,0,13534,0,78312,0,35461,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,random,0.4,2,112130,0,12154,0,67102,0,31295,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,random,0.4,3,108687,0,13236,0,69553,0,33925,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,random,0.4,4,113844,0,12894,0,69466,0,33141,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,random,0.4,5,110365,0,13840,0,69528,0,34475,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,random,0.4,6,116659,0,15232,0,74415,0,35595,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,random,0.4,7,114108,0,13553,0,70825,0,33197,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,random,0.4,8,110197,0,14667,0,67123,0,33495,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,random,0.4,9,115264,0,13399,0,71420,0,34210,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,random,0.4,0,106373,11129,12083,1075,64873,3537,28954,2316,0.08506098,0.05452191,0.08896797,0.07998895
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,random,0.4,1,109782,10953,10930,1386,64416,4478,30281,2851,0.09130538,0.06951689,0.12680695,0.09415145
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,random,0.4,2,113889,10778,13186,1094,71253,4256,33196,2720,0.08140841,0.05973082,0.08296678,0.08193758
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,random,0.4,3,117698,11624,14909,1388,72560,4829,36321,2936,0.0860374,0.06655182,0.09309813,0.08083478
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,random,0.4,4,120831,11172,16275,1221,74436,4626,37371,2881,0.07994761,0.06214735,0.07502304,0.07709186
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,random,0.4,5,116587,11756,13254,1536,72793,4981,35806,3263,0.09032042,0.06842691,0.11588954,0.09112998
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,random,0.4,6,118463,11532,15202,1452,73305,4665,36385,2981,0.08477327,0.06363822,0.09551375,0.08192937
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,random,0.4,7,118806,11397,13479,1071,72187,4129,34983,2489,0.079706,0.05719866,0.07945693,0.07114884
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,random,0.4,8,122482,11976,14139,1201,72748,4251,33512,2661,0.08271129,0.0584346,0.08494236,0.07940439
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,random,0.4,9,107156,10265,13767,1295,66020,4344,34504,2821,0.08455748,0.06579824,0.09406552,0.08175864
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.4,0,114446,0,13520,0,69972,0,34657,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.4,1,105126,0,13971,0,69794,0,33736,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.4,2,111498,0,11746,0,67581,0,31761,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.4,3,116454,0,14142,0,70426,0,33932,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.4,4,114008,0,12996,0,69937,0,33357,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.4,5,109232,0,12756,0,67870,0,32594,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.4,6,111455,0,14225,0,67653,0,33352,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.4,7,115430,0,14668,0,71672,0,35199,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.4,8,111717,0,13416,0,66618,0,31208,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.4,9,115136,0,15549,0,72169,0,36737,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,ACORN,random,0.4,0,112117,10928,11052,855,64524,3046,30130,1955,0.07705339,0.04720724,0.07736156,0.0648855
MS-MARCO-RBAC,8000000,8000000,ACORN,random,0.4,1,113433,11076,15075,1112,72622,4181,36588,2638,0.07995608,0.05757209,0.07376451,0.07210014
MS-MARCO-RBAC,8000000,8000000,ACORN,random,0.4,2,117293,11046,13409,1143,73172,4081,34966,2448,0.07837046,0.0557727,0.08524126,0.07001087
MS-MARCO-RBAC,8000000,8000000,ACORN,random,0.4,3,112141,10679,12755,849,71437,3161,31966,1993,0.07307084,0.04424878,0.06656213,0.06234749
MS-MARCO-RBAC,8000000,8000000,ACORN,random,0.4,4,118580,11783,14104,1181,79295,3954,35255,2581,0.0788686,0.04986443,0.08373511,0.07320947
MS-MARCO-RBAC,8000000,8000000,ACORN,random,0.4,5,112599,10102,12872,946,66250,3298,31850,2091,0.07352027,0.04978113,0.07349285,0.06565149
MS-MARCO-RBAC,8000000,8000000,ACORN,random,0.4,6,113056,10827,12094,1145,65188,3803,31691,2361,0.08168302,0.05833896,0.09467505,0.07450065
MS-MARCO-RBAC,8000000,8000000,ACORN,random,0.4,7,112718,10722,12781,1207,68821,4356,33430,2584,0.08284962,0.06329463,0.09443706,0.07729584
MS-MARCO-RBAC,8000000,8000000,ACORN,random,0.4,8,109332,10730,12693,1096,71961,3996,33138,2445,0.08042743,0.05553008,0.08634681,0.07378236
MS-MARCO-RBAC,8000000,8000000,ACORN,random,0.4,9,123576,12546,15101,1258,75002,4473,37995,2577,0.08286116,0.05963841,0.08330574,0.06782471
MS-MARCO-RBAC,8000000,8000000,HoneyBee,random,0.4,0,110902,10424,14033,934,70231,3480,33939,2110,0.07397482,0.04955077,0.0665574,0.06217036
MS-MARCO-RBAC,8000000,8000000,HoneyBee,random,0.4,1,112087,10996,12940,930,66983,3472,34098,2149,0.07760451,0.05183405,0.07187017,0.06302422
MS-MARCO-RBAC,8000000,8000000,HoneyBee,random,0.4,2,111793,11396,13066,853,71107,3167,31929,2044,0.07661423,0.04453851,0.06528394,0.06401704
MS-MARCO-RBAC,8000000,8000000,HoneyBee,random,0.4,3,113469,10802,13119,663,66906,2464,31819,1483,0.06840262,0.03682779,0.05053739,0.04660737
MS-MARCO-RBAC,8000000,8000000,HoneyBee,random,0.4,4,113260,11908,14556,957,72452,3470,34649,2206,0.07892575,0.04789378,0.06574608,0.06366706
MS-MARCO-RBAC,8000000,8000000,HoneyBee,random,0.4,5,113019,10985,12728,753,70468,2549,32015,1552,0.06939929,0.03617245,0.05916091,0.04847728
MS-MARCO-RBAC,8000000,8000000,HoneyBee,random,0.4,6,119278,10961,15076,877,75717,2890,36316,1808,0.06711393,0.03816844,0.05817193,0.04978522
MS-MARCO-RBAC,8000000,8000000,HoneyBee,random,0.4,7,120644,11964,14698,1009,74899,3751,37763,2234,0.07644232,0.05008078,0.0686488,0.05915844
MS-MARCO-RBAC,8000000,8000000,HoneyBee,random,0.4,8,112936,11339,14252,906,70397,3695,35048,2235,0.07812735,0.05248803,0.06357003,0.06376969
MS-MARCO-RBAC,8000000,8000000,HoneyBee,random,0.4,9,106997,10295,13600,728,71009,2789,32653,1593,0.0686929,0.03927671,0.05352941,0.04878572
MS-MARCO-RBAC,8000000,8000000,SPFresh,random,0.4,0,113438,11509,13418,1666,69633,6184,32938,3792,0.10090791,0.08880847,0.12416157,0.11512539
MS-MARCO-RBAC,8000000,8000000,SPFresh,random,0.4,1,110937,11618,12239,1841,67087,6700,33040,4092,0.10860132,0.09987032,0.15042079,0.12384988
MS-MARCO-RBAC,8000000,8000000,SPFresh,random,0.4,2,109148,10845,12217,1705,66575,5916,31704,3836,0.10153703,0.08886219,0.13955963,0.1209942
MS-MARCO-RBAC,8000000,8000000,SPFresh,random,0.4,3,116661,11387,12794,1848,69223,6823,32208,4285,0.10543298,0.09856551,0.14444271,0.13304148
MS-MARCO-RBAC,8000000,8000000,SPFresh,random,0.4,4,101547,10252,12813,1691,60704,5522,30113,3648,0.1029014,0.090966,0.13197534,0.12114369
MS-MARCO-RBAC,8000000,8000000,SPFresh,random,0.4,5,116956,11251,12300,1823,69501,7215,32946,4043,0.10501375,0.10381146,0.14821138,0.12271596
MS-MARCO-RBAC,8000000,8000000,SPFresh,random,0.4,6,108234,10477,11969,1588,71369,6272,33325,3732,0.09812937,0.08788129,0.13267608,0.111988
MS-MARCO-RBAC,8000000,8000000,SPFresh,random,0.4,7,109567,11028,13718,1473,67786,6142,34919,3759,0.09912828,0.09060868,0.10737717,0.10764913
MS-MARCO-RBAC,8000000,8000000,SPFresh,random,0.4,8,113139,10867,13508,1888,72677,6460,34240,4028,0.09951448,0.08888644,0.13976903,0.11764019
MS-MARCO-RBAC,8000000,8000000,SPFresh,random,0.4,9,111223,10727,12825,1822,68746,6519,31763,3942,0.10246842,0.09482734,0.14206628,0.12410666
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.4,0,113543,0,12874,0,67287,0,30368,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.4,1,111491,0,12519,0,65620,0,31082,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.4,2,118552,0,13727,0,74114,0,35111,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.4,3,104198,0,11359,0,63196,0,28537,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.4,4,118094,0,15434,0,78052,0,37623,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.4,5,115159,0,14246,0,72132,0,35952,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.4,6,116895,0,14709,0,69220,0,34681,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.4,7,112240,0,15062,0,73206,0,35140,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.4,8,112486,0,12635,0,64910,0,30543,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.4,9,115325,0,15352,0,72817,0,36101,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.5,0,112779,17218,13313,3842,71314,14438,34282,8747,0.19096803,0.20245674,0.2885901,0.25514847
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.5,1,116586,18053,14560,4115,77653,15320,37719,9151,0.18919105,0.19728793,0.28262363,0.24260983
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.5,2,115025,17016,14381,4371,72819,13663,37470,9020,0.18385865,0.1876296,0.3039427,0.24072591
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.5,3,115038,16262,14507,3563,71736,13679,35085,8575,0.17802476,0.19068529,0.24560557,0.24440644
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.5,4,110416,14838,13118,3539,68806,12935,32048,8178,0.1759898,0.18799233,0.26978198,0.25517973
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.5,5,122935,17654,13287,4036,78136,14791,36660,8941,0.18095117,0.18929815,0.30375555,0.2438898
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.5,6,119092,14887,12283,3608,67875,12662,32264,8003,0.16914744,0.1865488,0.29373931,0.24804736
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.5,7,116232,18203,14802,3799,73377,14862,35630,8829,0.19035498,0.20254303,0.25665451,0.2477968
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.5,8,114757,16631,15521,4226,75181,14157,39065,8752,0.17898448,0.18830556,0.27227627,0.22403686
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.5,9,121627,17011,15359,4424,73618,14514,36827,8843,0.18102825,0.19715287,0.28803959,0.24012274
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.5,0,112066,17555,13000,3764,69708,14879,31461,8541,0.19775455,0.21344752,0.28953846,0.27147897
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.5,1,114008,17927,11822,4388,71199,14857,33552,9939,0.20431432,0.20866866,0.37117239,0.29622675
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.5,2,120485,20219,13335,4629,78003,16806,36762,10388,0.20935294,0.21545325,0.34713161,0.2825744
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.5,3,113347,16419,12774,4338,68174,14187,31733,9210,0.19534748,0.20809986,0.33959605,0.29023414
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.5,4,117155,18278,13849,4763,74815,15352,35358,9797,0.19981176,0.20519949,0.34392375,0.27708015
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.5,5,110813,19116,13539,4250,72009,15660,34346,9603,0.21078251,0.21747282,0.31390797,0.27959588
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.5,6,113822,17317,14497,3929,74151,15159,35728,9000,0.19061873,0.2044342,0.27102159,0.25190327
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.5,7,113243,16824,13507,4178,66833,13788,34120,8859,0.19169269,0.20630527,0.30932109,0.25964244
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.5,8,115952,16722,13973,4079,68419,14460,32963,9314,0.19270926,0.2113448,0.29192013,0.28255923
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.5,9,120048,20635,13917,4146,76454,16863,35499,9477,0.20787824,0.220564,0.29790903,0.26696527
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.5,0,120188,14382,16292,0,75607,0,38186,0,0.05746525,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.5,1,120440,13310,15056,0,74675,0,37356,0,0.05377191,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.5,2,108894,12259,13498,0,68694,0,33343,0,0.05462307,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.5,3,110940,12327,14397,0,67456,0,34085,0,0.05433317,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.5,4,115728,12699,13463,0,73127,0,35325,0,0.0534373,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.5,5,121755,14247,15107,0,77816,0,38359,0,0.05630402,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.5,6,113235,13627,13695,0,68589,0,31893,0,0.05992208,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.5,7,107585,12867,12759,0,66777,0,33098,0,0.0584282,0.0,0.0,0.0
