dataset,N,N_indexed,roles,users,shared_fraction,exception_rate,base_graph_bytes,vector_store_bytes,predicate_table_bytes,exception_bitmap_bytes,reverse_adjacency_bytes,bypass_overlay_bytes,key_metadata_bytes,audit_log_metadata_bytes,alignment_padding_bytes,total_lethe_bytes,per_role_index_bytes,per_user_index_bytes,memory_ratio_vs_shared,memory_ratio_vs_per_role,memory_ratio_vs_per_user
MS-MARCO-RBAC,8000000,8000000,500,10000,0.8,0.5,45232128000,31662489599,600595215,768946176,8865497088,3166248960,135696384,135696384,373718938,59278527145,19902136320000,398042726400000,1.0,0.0029785,0.000148925
MS-MARCO-RBAC,8000000,8000000,500,10000,0.95,0.01,45232128000,31662489599,467612758,104033894,9001193472,1990665953,135696384,47041413,215840719,57194212593,20580618240000,398042726400000,1.0,0.00277903,0.0001436886
MS-MARCO-RBAC,8000000,8000000,500,10000,0.95,0.1,45232128000,31662489599,492038107,226160640,9001193472,2300053708,135696384,63324979,252315907,57702911197,20580618240000,398042726400000,1.0,0.00280375,0.0001449666
MS-MARCO-RBAC,8000000,8000000,500,10000,0.95,0.5,45232128000,31662489599,600595215,768946176,9001193472,3675110400,135696384,135696384,414427854,59963793885,20580618240000,398042726400000,1.0,0.00291361,0.0001506466
MS-MARCO-RBAC,8000000,8000000,500,100000,0.2,0.01,45232128000,31662489599,467612758,104033894,8322711552,776183316,135696384,47041413,118682108,55204089425,17188208640000,3980427264000000,1.0,0.00321174,1.38689e-05
MS-MARCO-RBAC,8000000,8000000,500,100000,0.2,0.1,45232128000,31662489599,492038107,226160640,8322711552,841317580,135696384,63324979,135617016,55448994258,17188208640000,3980427264000000,1.0,0.00322599,1.39304e-05
MS-MARCO-RBAC,8000000,8000000,500,100000,0.2,0.5,45232128000,31662489599,600595215,768946176,8322711552,1130803200,135696384,135696384,210883278,56537460189,17188208640000,3980427264000000,1.0,0.00328932,1.42039e-05
MS-MARCO-RBAC,8000000,8000000,500,100000,0.5,0.01,45232128000,31662489599,467612758,104033894,8594104320,1261976371,135696384,47041413,157545552,56000138692,18545172480000,3980427264000000,1.0,0.00301966,1.40689e-05
MS-MARCO-RBAC,8000000,8000000,500,100000,0.5,0.1,45232128000,31662489599,492038107,226160640,8594104320,1424812032,135696384,63324979,182296573,56350561035,18545172480000,3980427264000000,1.0,0.00303856,1.41569e-05
MS-MARCO-RBAC,8000000,8000000,500,100000,0.5,0.5,45232128000,31662489599,600595215,768946176,8594104320,2148526080,135696384,135696384,292301108,57907993667,18545172480000,3980427264000000,1.0,0.00312254,1.45482e-05
MS-MARCO-RBAC,8000000,8000000,500,100000,0.8,0.01,45232128000,31662489599,467612758,104033894,8865497088,1747769425,135696384,47041413,196408996,56796187958,19902136320000,3980427264000000,1.0,0.00285377,1.42689e-05
MS-MARCO-RBAC,8000000,8000000,500,100000,0.8,0.1,45232128000,31662489599,492038107,226160640,8865497088,2008306483,135696384,63324979,228976129,57252127810,19902136320000,3980427264000000,1.0,0.00287668,1.43834e-05
MS-MARCO-RBAC,8000000,8000000,500,100000,0.8,0.5,45232128000,31662489599,600595215,768946176,8865497088,3166248960,135696384,135696384,373718938,59278527145,19902136320000,3980427264000000,1.0,0.0029785,1.48925e-05
MS-MARCO-RBAC,8000000,8000000,500,100000,0.95,0.01,45232128000,31662489599,467612758,104033894,9001193472,1990665953,135696384,47041413,215840719,57194212593,20580618240000,3980427264000000,1.0,0.00277903,1.43689e-05
MS-MARCO-RBAC,8000000,8000000,500,100000,0.95,0.1,45232128000,31662489599,492038107,226160640,9001193472,2300053708,135696384,63324979,252315907,57702911197,20580618240000,3980427264000000,1.0,0.00280375,1.44967e-05
MS-MARCO-RBAC,8000000,8000000,500,100000,0.95,0.5,45232128000,31662489599,600595215,768946176,9001193472,3675110400,135696384,135696384,414427854,59963793885,20580618240000,3980427264000000,1.0,0.00291361,1.50647e-05
SIFT1M,1000000,1000000,50,10000,0.2,0.01,793600000,555520000,6373161,1825280,146022400,13618176,2380800,825344,1935793,966580954,30156800000,6983680000000,1.0,0.03205184,0.0001384057
SIFT1M,1000000,1000000,50,10000,0.2,0.1,793600000,555520000,6801705,3968000,146022400,14760960,2380800,1111040,2232917,970877822,30156800000,6983680000000,1.0,0.03219433,0.0001390209
SIFT1M,1000000,1000000,50,10000,0.2,0.5,793600000,555520000,8706345,13491200,146022400,19840000,2380800,2380800,3553467,989975012,30156800000,6983680000000,1.0,0.03282759,0.0001417555
SIFT1M,1000000,1000000,50,10000,0.5,0.01,793600000,555520000,6373161,1825280,150784000,22141440,2380800,825344,2617654,980547679,32537599999,6983680000000,1.0,0.03013583,0.0001404056
SIFT1M,1000000,1000000,50,10000,0.5,0.1,793600000,555520000,6801705,3968000,150784000,24998400,2380800,1111040,3051912,986695857,32537599999,6983680000000,1.0,0.03032479,0.0001412859
SIFT1M,1000000,1000000,50,10000,0.5,0.5,793600000,555520000,8706345,13491200,150784000,37696000,2380800,2380800,4981947,1014021092,32537599999,6983680000000,1.0,0.03116459,0.0001451987
SIFT1M,1000000,1000000,50,10000,0.8,0.01,793600000,555520000,6373161,1825280,155545600,30664704,2380800,825344,3299515,994514404,34918400000,6983680000000,1.0,0.0284811,0.0001424055
SIFT1M,1000000,1000000,50,10000,0.8,0.1,793600000,555520000,6801705,3968000,155545600,35235840,2380800,1111040,3870907,1002513892,34918400000,6983680000000,1.0,0.02871019,0.0001435509
SIFT1M,1000000,1000000,50,10000,0.8,0.5,793600000,555520000,8706345,13491200,155545600,55552000,2380800,2380800,6410427,1038067172,34918400000,6983680000000,1.0,0.02972837,0.0001486419
SIFT1M,1000000,1000000,50,10000,0.95,0.01,793600000,555520000,6373161,1825280,157926400,34926336,2380800,825344,3640446,1001497767,36108800000,6983680000000,1.0,0.02773556,0.0001434054
SIFT1M,1000000,1000000,50,10000,0.95,0.1,793600000,555520000,6801705,3968000,157926400,40354560,2380800,1111040,4280405,1010422910,36108800000,6983680000000,1.0,0.02798273,0.0001446834
SIFT1M,1000000,1000000,50,10000,0.95,0.5,793600000,555520000,8706345,13491200,157926400,64480000,2380800,2380800,7124667,1050090212,36108800000,6983680000000,1.0,0.02908128,0.0001503634
SIFT1M,1000000,1000000,50,100000,0.2,0.01,793600000,555520000,6373161,1825280,146022400,13618176,2380800,825344,1935793,966580954,30156800000,69836800000000,1.0,0.03205184,1.38406e-05
SIFT1M,1000000,1000000,50,100000,0.2,0.1,793600000,555520000,6801705,3968000,146022400,14760960,2380800,1111040,2232917,970877822,30156800000,69836800000000,1.0,0.03219433,1.39021e-05
SIFT1M,1000000,1000000,50,100000,0.2,0.5,793600000,555520000,8706345,13491200,146022400,19840000,2380800,2380800,3553467,989975012,30156800000,69836800000000,1.0,0.03282759,1.41755e-05
SIFT1M,1000000,1000000,50,100000,0.5,0.01,793600000,555520000,6373161,1825280,150784000,22141440,2380800,825344,2617654,980547679,32537599999,69836800000000,1.0,0.03013583,1.40406e-05
SIFT1M,1000000,1000000,50,100000,0.5,0.1,793600000,555520000,6801705,3968000,150784000,24998400,2380800,1111040,3051912,986695857,32537599999,69836800000000,1.0,0.03032479,1.41286e-05
SIFT1M,1000000,1000000,50,100000,0.5,0.5,793600000,555520000,8706345,13491200,150784000,37696000,2380800,2380800,4981947,1014021092,32537599999,69836800000000,1.0,0.03116459,1.45199e-05
SIFT1M,1000000,1000000,50,100000,0.8,0.01,793600000,555520000,6373161,1825280,155545600,30664704,2380800,825344,3299515,994514404,34918400000,69836800000000,1.0,0.0284811,1.42405e-05
SIFT1M,1000000,1000000,50,100000,0.8,0.1,793600000,555520000,6801705,3968000,155545600,35235840,2380800,1111040,3870907,1002513892,34918400000,69836800000000,1.0,0.02871019,1.43551e-05
SIFT1M,1000000,1000000,50,100000,0.8,0.5,793600000,555520000,8706345,13491200,155545600,55552000,2380800,2380800,6410427,1038067172,34918400000,69836800000000,1.0,0.02972837,1.48642e-05
SIFT1M,1000000,1000000,50,100000,0.95,0.01,793600000,555520000,6373161,1825280,157926400,34926336,2380800,825344,3640446,1001497767,36108800000,69836800000000,1.0,0.02773556,1.43405e-05
SIFT1M,1000000,1000000,50,100000,0.95,0.1,793600000,555520000,6801705,3968000,157926400,40354560,2380800,1111040,4280405,1010422910,36108800000,69836800000000,1.0,0.02798273,1.44683e-05
SIFT1M,1000000,1000000,50,100000,0.95,0.5,793600000,555520000,8706345,13491200,157926400,64480000,2380800,2380800,7124667,1050090212,36108800000,69836800000000,1.0,0.02908128,1.50363e-05
SIFT1M,1000000,1000000,100,10000,0.2,0.01,793600000,555520000,6920785,1825280,146022400,13618176,2380800,825344,1979603,967172388,60313600000,6983680000000,1.0,0.01603573,0.0001384904
SIFT1M,1000000,1000000,100,10000,0.2,0.1,793600000,555520000,7349329,3968000,146022400,14760960,2380800,1111040,2276727,971469256,60313600000,6983680000000,1.0,0.01610697,0.0001391056
SIFT1M,1000000,1000000,100,10000,0.2,0.5,793600000,555520000,9253969,13491200,146022400,19840000,2380800,2380800,3597277,990566446,60313600000,6983680000000,1.0,0.0164236,0.0001418402
SIFT1M,1000000,1000000,100,10000,0.5,0.01,793600000,555520000,6920785,1825280,150784000,22141440,2380800,825344,2661464,981139113,65075199999,6983680000000,1.0,0.015077,0.0001404903
SIFT1M,1000000,1000000,100,10000,0.5,0.1,793600000,555520000,7349329,3968000,150784000,24998400,2380800,1111040,3095722,987287291,65075199999,6983680000000,1.0,0.01517148,0.0001413706
SIFT1M,1000000,1000000,100,10000,0.5,0.5,793600000,555520000,9253969,13491200,150784000,37696000,2380800,2380800,5025757,1014612526,65075199999,6983680000000,1.0,0.01559139,0.0001452834
SIFT1M,1000000,1000000,100,10000,0.8,0.01,793600000,555520000,6920785,1825280,155545600,30664704,2380800,825344,3343325,995105838,69836800000,6983680000000,1.0,0.01424902,0.0001424902
SIFT1M,1000000,1000000,100,10000,0.8,0.1,793600000,555520000,7349329,3968000,155545600,35235840,2380800,1111040,3914717,1003105326,69836800000,6983680000000,1.0,0.01436356,0.0001436356
SIFT1M,1000000,1000000,100,10000,0.8,0.5,793600000,555520000,9253969,13491200,155545600,55552000,2380800,2380800,6454237,1038658606,69836800000,6983680000000,1.0,0.01487265,0.0001487265
SIFT1M,1000000,1000000,100,10000,0.95,0.01,793600000,555520000,6920785,1825280,157926400,34926336,2380800,825344,3684256,1002089201,72217600000,6983680000000,1.0,0.01387597,0.0001434901
SIFT1M,1000000,1000000,100,10000,0.95,0.1,793600000,555520000,7349329,3968000,157926400,40354560,2380800,1111040,4324215,1011014344,72217600000,6983680000000,1.0,0.01399956,0.0001447681
SIFT1M,1000000,1000000,100,10000,0.95,0.5,793600000,555520000,9253969,13491200,157926400,64480000,2380800,2380800,7168477,1050681646,72217600000,6983680000000,1.0,0.01454883,0.0001504481
SIFT1M,1000000,1000000,100,100000,0.2,0.01,793600000,555520000,6920785,1825280,146022400,13618176,2380800,825344,1979603,967172388,60313600000,69836800000000,1.0,0.01603573,1.3849e-05
SIFT1M,1000000,1000000,100,100000,0.2,0.1,793600000,555520000,7349329,3968000,146022400,14760960,2380800,1111040,2276727,971469256,60313600000,69836800000000,1.0,0.01610697,1.39106e-05
SIFT1M,1000000,1000000,100,100000,0.2,0.5,793600000,555520000,9253969,13491200,146022400,19840000,2380800,2380800,3597277,990566446,60313600000,69836800000000,1.0,0.0164236,1.4184e-05
SIFT1M,1000000,1000000,100,100000,0.5,0.01,793600000,555520000,6920785,1825280,150784000,22141440,2380800,825344,2661464,981139113,65075199999,69836800000000,1.0,0.015077,1.4049e-05
SIFT1M,1000000,1000000,100,100000,0.5,0.1,793600000,555520000,7349329,3968000,150784000,24998400,2380800,1111040,3095722,987287291,65075199999,69836800000000,1.0,0.01517148,1.41371e-05
SIFT1M,1000000,1000000,100,100000,0.5,0.5,793600000,555520000,9253969,13491200,150784000,37696000,2380800,2380800,5025757,1014612526,65075199999,69836800000000,1.0,0.01559139,1.45283e-05
SIFT1M,1000000,1000000,100,100000,0.8,0.01,793600000,555520000,6920785,1825280,155545600,30664704,2380800,825344,3343325,995105838,69836800000,69836800000000,1.0,0.01424902,1.4249e-05
SIFT1M,1000000,1000000,100,100000,0.8,0.1,793600000,555520000,7349329,3968000,155545600,35235840,2380800,1111040,3914717,1003105326,69836800000,69836800000000,1.0,0.01436356,1.43636e-05
SIFT1M,1000000,1000000,100,100000,0.8,0.5,793600000,555520000,9253969,13491200,155545600,55552000,2380800,2380800,6454237,1038658606,69836800000,69836800000000,1.0,0.01487265,1.48727e-05
SIFT1M,1000000,1000000,100,100000,0.95,0.01,793600000,555520000,6920785,1825280,157926400,34926336,2380800,825344,3684256,1002089201,72217600000,69836800000000,1.0,0.01387597,1.4349e-05
SIFT1M,1000000,1000000,100,100000,0.95,0.1,793600000,555520000,7349329,3968000,157926400,40354560,2380800,1111040,4324215,1011014344,72217600000,69836800000000,1.0,0.01399956,1.44768e-05
SIFT1M,1000000,1000000,100,100000,0.95,0.5,793600000,555520000,9253969,13491200,157926400,64480000,2380800,2380800,7168477,1050681646,72217600000,69836800000000,1.0,0.01454883,1.50448e-05
SIFT1M,1000000,1000000,500,10000,0.2,0.01,793600000,555520000,8204289,1825280,146022400,13618176,2380800,825344,2082283,968558572,301568000000,6983680000000,1.0,0.00321174,0.0001386889
SIFT1M,1000000,1000000,500,10000,0.2,0.1,793600000,555520000,8632833,3968000,146022400,14760960,2380800,1111040,2379407,972855440,301568000000,6983680000000,1.0,0.00322599,0.0001393041
SIFT1M,1000000,1000000,500,10000,0.2,0.5,793600000,555520000,10537473,13491200,146022400,19840000,2380800,2380800,3699957,991952630,301568000000,6983680000000,1.0,0.00328932,0.0001420387
SIFT1M,1000000,1000000,500,10000,0.5,0.01,793600000,555520000,8204289,1825280,150784000,22141440,2380800,825344,2764144,982525297,325376000000,6983680000000,1.0,0.00301966,0.0001406888
SIFT1M,1000000,1000000,500,10000,0.5,0.1,793600000,555520000,8632833,3968000,150784000,24998400,2380800,1111040,3198402,988673475,325376000000,6983680000000,1.0,0.00303856,0.0001415691
SIFT1M,1000000,1000000,500,10000,0.5,0.5,793600000,555520000,10537473,13491200,150784000,37696000,2380800,2380800,5128437,1015998710,325376000000,6983680000000,1.0,0.00312254,0.0001454819
SIFT1M,1000000,1000000,500,10000,0.8,0.01,793600000,555520000,8204289,1825280,155545600,30664704,2380800,825344,3446005,996492022,349184000000,6983680000000,1.0,0.00285377,0.0001426887
SIFT1M,1000000,1000000,500,10000,0.8,0.1,793600000,555520000,8632833,3968000,155545600,35235840,2380800,1111040,4017397,1004491510,349184000000,6983680000000,1.0,0.00287668,0.0001438341
SIFT1M,1000000,1000000,500,10000,0.8,0.5,793600000,555520000,10537473,13491200,155545600,55552000,2380800,2380800,6556917,1040044790,349184000000,6983680000000,1.0,0.0029785,0.000148925
SIFT1M,1000000,1000000,500,10000,0.95,0.01,793600000,555520000,8204289,1825280,157926400,34926336,2380800,825344,3786936,1003475385,361087999999,6983680000000,1.0,0.00277903,0.0001436886
SIFT1M,1000000,1000000,500,10000,0.95,0.1,793600000,555520000,8632833,3968000,157926400,40354560,2380800,1111040,4426895,1012400528,361087999999,6983680000000,1.0,0.00280375,0.0001449666
SIFT1M,1000000,1000000,500,10000,0.95,0.5,793600000,555520000,10537473,13491200,157926400,64480000,2380800,2380800,7271157,1052067830,361087999999,6983680000000,1.0,0.00291361,0.0001506466
SIFT1M,1000000,1000000,500,100000,0.2,0.01,793600000,555520000,8204289,1825280,146022400,13618176,2380800,825344,2082283,968558572,301568000000,69836800000000,1.0,0.00321174,1.38689e-05
SIFT1M,1000000,1000000,500,100000,0.2,0.1,793600000,555520000,8632833,3968000,146022400,14760960,2380800,1111040,2379407,972855440,301568000000,69836800000000,1.0,0.00322599,1.39304e-05
SIFT1M,1000000,1000000,500,100000,0.2,0.5,793600000,555520000,10537473,13491200,146022400,19840000,2380800,2380800,3699957,991952630,301568000000,69836800000000,1.0,0.00328932,1.42039e-05
SIFT1M,1000000,1000000,500,100000,0.5,0.01,793600000,555520000,8204289,1825280,150784000,22141440,2380800,825344,2764144,982525297,325376000000,69836800000000,1.0,0.00301966,1.40689e-05
SIFT1M,1000000,1000000,500,100000,0.5,0.1,793600000,555520000,8632833,3968000,150784000,24998400,2380800,1111040,3198402,988673475,325376000000,69836800000000,1.0,0.00303856,1.41569e-05
SIFT1M,1000000,1000000,500,100000,0.5,0.5,793600000,555520000,10537473,13491200,150784000,37696000,2380800,2380800,5128437,1015998710,325376000000,69836800000000,1.0,0.00312254,1.45482e-05
SIFT1M,1000000,1000000,500,100000,0.8,0.01,793600000,555520000,8204289,1825280,155545600,30664704,2380800,825344,3446005,996492022,349184000000,69836800000000,1.0,0.00285377,1.42689e-05
SIFT1M,1000000,1000000,500,100000,0.8,0.1,793600000,555520000,8632833,3968000,155545600,35235840,2380800,1111040,4017397,1004491510,349184000000,69836800000000,1.0,0.00287668,1.43834e-05
SIFT1M,1000000,1000000,500,100000,0.8,0.5,793600000,555520000,10537473,13491200,155545600,55552000,2380800,2380800,6556917,1040044790,349184000000,69836800000000,1.0,0.0029785,1.48925e-05
SIFT1M,1000000,1000000,500,100000,0.95,0.01,793600000,555520000,8204289,1825280,157926400,34926336,2380800,825344,3786936,1003475385,361087999999,69836800000000,1.0,0.00277903,1.43689e-05
SIFT1M,1000000,1000000,500,100000,0.95,0.1,793600000,555520000,8632833,3968000,157926400,40354560,2380800,1111040,4426895,1012400528,361087999999,69836800000000,1.0,0.00280375,1.44967e-05
SIFT1M,1000000,1000000,500,100000,0.95,0.5,793600000,555520000,10537473,13491200,157926400,64480000,2380800,2380800,7271157,1052067830,361087999999,69836800000000,1.0,0.00291361,1.50647e-05
MIMIC-IV-CaseStudy,1800000,1800000,50,10000,0.2,0.01,10692864000,7485004800,85871158,24593587,1967486976,183489546,32078592,11120578,26082630,13023587067,406328832000,94097203200000,1.0,0.03205184,0.0001384057
MIMIC-IV-CaseStudy,1800000,1800000,50,10000,0.2,0.1,10692864000,7485004800,91645305,53464320,1967486976,198887270,32078592,14970009,30086038,13081482510,406328832000,94097203200000,1.0,0.03219433,0.0001390209
MIMIC-IV-CaseStudy,1800000,1800000,50,10000,0.2,0.5,10692864000,7485004800,117308178,181778688,1967486976,267321600,32078592,32078592,47878964,13338795590,406328832000,94097203200000,1.0,0.03282759,0.0001417555
MIMIC-IV-CaseStudy,1800000,1800000,50,10000,0.5,0.01,10692864000,7485004800,85871158,24593587,2031644160,298330905,32078592,11120578,35269939,13211772919,438407424000,94097203200000,1.0,0.03013583,0.0001404056
MIMIC-IV-CaseStudy,1800000,1800000,50,10000,0.5,0.1,10692864000,7485004800,91645305,53464320,2031644160,336825216,32078592,14970009,41121074,13294612676,438407424000,94097203200000,1.0,0.03032479,0.0001412859
MIMIC-IV-CaseStudy,1800000,1800000,50,10000,0.5,0.5,10692864000,7485004800,117308178,181778688,2031644160,507911040,32078592,32078592,67126119,13662789369,438407424000,94097203200000,1.0,0.03116459,0.0001451987
MIMIC-IV-CaseStudy,1800000,1800000,50,10000,0.8,0.01,10692864000,7485004800,85871158,24593587,2095801344,413172264,32078592,11120578,44457248,13399958771,470486016000,94097203200000,1.0,0.0284811,0.0001424055
MIMIC-IV-CaseStudy,1800000,1800000,50,10000,0.8,0.1,10692864000,7485004800,91645305,53464320,2095801344,474763161,32078592,14970009,52156110,13507742841,470486016000,94097203200000,1.0,0.02871019,0.0001435509
MIMIC-IV-CaseStudy,1800000,1800000,50,10000,0.8,0.5,10692864000,7485004800,117308178,181778688,2095801344,748500480,32078592,32078592,86373275,13986783149,470486016000,94097203200000,1.0,0.02972837,0.0001486419
MIMIC-IV-CaseStudy,1800000,1800000,50,10000,0.95,0.01,10692864000,7485004800,85871158,24593587,2127879935,470592944,32078592,11120578,49050902,13494051696,486525311999,94097203200000,1.0,0.02773556,0.0001434054
MIMIC-IV-CaseStudy,1800000,1800000,50,10000,0.95,0.1,10692864000,7485004800,91645305,53464320,2127879935,543732134,32078592,14970009,57673628,13614307923,486525311999,94097203200000,1.0,0.02798273,0.0001446834
MIMIC-IV-CaseStudy,1800000,1800000,50,10000,0.95,0.5,10692864000,7485004800,117308178,181778688,2127879935,868795200,32078592,32078592,95996852,14148780037,486525311999,94097203200000,1.0,0.02908128,0.0001503634
MIMIC-IV-CaseStudy,1800000,1800000,50,100000,0.2,0.01,10692864000,7485004800,85871158,24593587,1967486976,183489546,32078592,11120578,26082630,13023587067,406328832000,940972032000000,1.0,0.03205184,1.38406e-05
MIMIC-IV-CaseStudy,1800000,1800000,50,100000,0.2,0.1,10692864000,7485004800,91645305,53464320,1967486976,198887270,32078592,14970009,30086038,13081482510,406328832000,940972032000000,1.0,0.03219433,1.39021e-05
MIMIC-IV-CaseStudy,1800000,1800000,50,100000,0.2,0.5,10692864000,7485004800,117308178,181778688,1967486976,267321600,32078592,32078592,47878964,13338795590,406328832000,940972032000000,1.0,0.03282759,1.41755e-05
MIMIC-IV-CaseStudy,1800000,1800000,50,100000,0.5,0.01,10692864000,7485004800,85871158,24593587,2031644160,298330905,32078592,11120578,35269939,13211772919,438407424000,940972032000000,1.0,0.03013583,1.40406e-05
MIMIC-IV-CaseStudy,1800000,1800000,50,100000,0.5,0.1,10692864000,7485004800,91645305,53464320,2031644160,336825216,32078592,14970009,41121074,13294612676,438407424000,940972032000000,1.0,0.03032479,1.41286e-05
MIMIC-IV-CaseStudy,1800000,1800000,50,100000,0.5,0.5,10692864000,7485004800,117308178,181778688,2031644160,507911040,32078592,32078592,67126119,13662789369,438407424000,940972032000000,1.0,0.03116459,1.45199e-05
MIMIC-IV-CaseStudy,1800000,1800000,50,100000,0.8,0.01,10692864000,7485004800,85871158,24593587,2095801344,413172264,32078592,11120578,44457248,13399958771,470486016000,940972032000000,1.0,0.0284811,1.42405e-05
MIMIC-IV-CaseStudy,1800000,1800000,50,100000,0.8,0.1,10692864000,7485004800,91645305,53464320,2095801344,474763161,32078592,14970009,52156110,13507742841,470486016000,940972032000000,1.0,0.02871019,1.43551e-05
MIMIC-IV-CaseStudy,1800000,1800000,50,100000,0.8,0.5,10692864000,7485004800,117308178,181778688,2095801344,748500480,32078592,32078592,86373275,13986783149,470486016000,940972032000000,1.0,0.02972837,1.48642e-05
MIMIC-IV-CaseStudy,1800000,1800000,50,100000,0.95,0.01,10692864000,7485004800,85871158,24593587,2127879935,470592944,32078592,11120578,49050902,13494051696,486525311999,940972032000000,1.0,0.02773556,1.43405e-05
MIMIC-IV-CaseStudy,1800000,1800000,50,100000,0.95,0.1,10692864000,7485004800,91645305,53464320,2127879935,543732134,32078592,14970009,57673628,13614307923,486525311999,940972032000000,1.0,0.02798273,1.44683e-05
MIMIC-IV-CaseStudy,1800000,1800000,50,100000,0.95,0.5,10692864000,7485004800,117308178,181778688,2127879935,868795200,32078592,32078592,95996852,14148780037,486525311999,940972032000000,1.0,0.02908128,1.50363e-05
MIMIC-IV-CaseStudy,1800000,1800000,100,10000,0.2,0.01,10692864000,7485004800,93249772,24593587,1967486976,183489546,32078592,11120578,26672919,13031555970,812657664000,94097203200000,1.0,0.01603573,0.0001384904
MIMIC-IV-CaseStudy,1800000,1800000,100,10000,0.2,0.1,10692864000,7485004800,99023919,53464320,1967486976,198887270,32078592,14970009,30676328,13089451414,812657664000,94097203200000,1.0,0.01610697,0.0001391056
MIMIC-IV-CaseStudy,1800000,1800000,100,10000,0.2,0.5,10692864000,7485004800,124686792,181778688,1967486976,267321600,32078592,32078592,48469253,13346764493,812657664000,94097203200000,1.0,0.0164236,0.0001418402
MIMIC-IV-CaseStudy,1800000,1800000,100,10000,0.5,0.01,10692864000,7485004800,93249772,24593587,2031644160,298330905,32078592,11120578,35860228,13219741822,876814848000,94097203200000,1.0,0.015077,0.0001404903
MIMIC-IV-CaseStudy,1800000,1800000,100,10000,0.5,0.1,10692864000,7485004800,99023919,53464320,2031644160,336825216,32078592,14970009,41711363,13302581579,876814848000,94097203200000,1.0,0.01517148,0.0001413706
MIMIC-IV-CaseStudy,1800000,1800000,100,10000,0.5,0.5,10692864000,7485004800,124686792,181778688,2031644160,507911040,32078592,32078592,67716408,13670758272,876814848000,94097203200000,1.0,0.01559139,0.0001452834
MIMIC-IV-CaseStudy,1800000,1800000,100,10000,0.8,0.01,10692864000,7485004800,93249772,24593587,2095801344,413172264,32078592,11120578,45047537,13407927674,940972032000,94097203200000,1.0,0.01424902,0.0001424902
MIMIC-IV-CaseStudy,1800000,1800000,100,10000,0.8,0.1,10692864000,7485004800,99023919,53464320,2095801344,474763161,32078592,14970009,52746399,13515711744,940972032000,94097203200000,1.0,0.01436356,0.0001436356
MIMIC-IV-CaseStudy,1800000,1800000,100,10000,0.8,0.5,10692864000,7485004800,124686792,181778688,2095801344,748500480,32078592,32078592,86963564,13994752052,940972032000,94097203200000,1.0,0.01487265,0.0001487265
MIMIC-IV-CaseStudy,1800000,1800000,100,10000,0.95,0.01,10692864000,7485004800,93249772,24593587,2127879935,470592944,32078592,11120578,49641191,13502020599,973050623999,94097203200000,1.0,0.01387597,0.0001434901
MIMIC-IV-CaseStudy,1800000,1800000,100,10000,0.95,0.1,10692864000,7485004800,99023919,53464320,2127879935,543732134,32078592,14970009,58263917,13622276826,973050623999,94097203200000,1.0,0.01399956,0.0001447681
MIMIC-IV-CaseStudy,1800000,1800000,100,10000,0.95,0.5,10692864000,7485004800,124686792,181778688,2127879935,868795200,32078592,32078592,96587141,14156748940,973050623999,94097203200000,1.0,0.01454883,0.0001504481
MIMIC-IV-CaseStudy,1800000,1800000,100,100000,0.2,0.01,10692864000,7485004800,93249772,24593587,1967486976,183489546,32078592,11120578,26672919,13031555970,812657664000,940972032000000,1.0,0.01603573,1.3849e-05
MIMIC-IV-CaseStudy,1800000,1800000,100,100000,0.2,0.1,10692864000,7485004800,99023919,53464320,1967486976,198887270,32078592,14970009,30676328,13089451414,812657664000,940972032000000,1.0,0.01610697,1.39106e-05
MIMIC-IV-CaseStudy,1800000,1800000,100,100000,0.2,0.5,10692864000,7485004800,124686792,181778688,1967486976,267321600,32078592,32078592,48469253,13346764493,812657664000,940972032000000,1.0,0.0164236,1.4184e-05
MIMIC-IV-CaseStudy,1800000,1800000,100,100000,0.5,0.01,10692864000,7485004800,93249772,24593587,2031644160,298330905,32078592,11120578,35860228,13219741822,876814848000,940972032000000,1.0,0.015077,1.4049e-05
MIMIC-IV-CaseStudy,1800000,1800000,100,100000,0.5,0.1,10692864000,7485004800,99023919,53464320,2031644160,336825216,32078592,14970009,41711363,13302581579,876814848000,940972032000000,1.0,0.01517148,1.41371e-05
MIMIC-IV-CaseStudy,1800000,1800000,100,100000,0.5,0.5,10692864000,7485004800,124686792,181778688,2031644160,507911040,32078592,32078592,67716408,13670758272,876814848000,940972032000000,1.0,0.01559139,1.45283e-05
MIMIC-IV-CaseStudy,1800000,1800000,100,100000,0.8,0.01,10692864000,7485004800,93249772,24593587,2095801344,413172264,32078592,11120578,45047537,13407927674,940972032000,940972032000000,1.0,0.01424902,1.4249e-05
MIMIC-IV-CaseStudy,1800000,1800000,100,100000,0.8,0.1,10692864000,7485004800,99023919,53464320,2095801344,474763161,32078592,14970009,52746399,13515711744,940972032000,940972032000000,1.0,0.01436356,1.43636e-05
MIMIC-IV-CaseStudy,1800000,1800000,100,100000,0.8,0.5,10692864000,7485004800,124686792,181778688,2095801344,748500480,32078592,32078592,86963564,13994752052,940972032000,940972032000000,1.0,0.01487265,1.48727e-05
MIMIC-IV-CaseStudy,1800000,1800000,100,100000,0.95,0.01,10692864000,7485004800,93249772,24593587,2127879935,470592944,32078592,11120578,49641191,13502020599,973050623999,940972032000000,1.0,0.01387597,1.4349e-05
