dataset,N,N_indexed,method,user_type,frac,seed,topk_drift_before_after,recall_before,recall_after,route_trace_drift_before_after,latency_delta_ms,distance_computation_delta_rate,expanded_nodes_delta_rate
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.5,2,0.001233,0.973609,0.977305,0.000521,0.009502,0.001636,0.003167
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.5,3,0.00383,0.977863,0.976375,0.002831,0.015843,0.002137,0.001863
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.5,4,0.002346,0.976348,0.977047,0.001769,0.012579,0.000722,0.002312
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.5,5,0.00374,0.977257,0.979793,0.00274,0.013765,0.002417,0.000337
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.5,6,0.000855,0.972473,0.974501,0.000716,0.006696,0.002836,0.001524
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.5,7,0.003084,0.974666,0.975168,0.002772,0.0147,0.002204,0.002479
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.5,8,0.003137,0.975564,0.976329,0.001112,0.00985,0.002698,0.002731
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.5,9,0.002538,0.975802,0.977551,0.002551,0.010283,0.002831,0.00215
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.5,0,0.00357,0.976896,0.974036,0.004024,0.014084,0.003174,0.000374
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.5,1,0.002012,0.973805,0.977258,0.001051,0.013785,0.001845,0.001453
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.5,2,0.003791,0.976896,0.97476,0.004013,0.015559,0.002145,0.000142
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.5,3,0.002906,0.976099,0.975819,0.002511,0.010175,0.000765,0.00279
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.5,4,0.004126,0.97749,0.977306,0.003531,0.010109,0.001467,0.002284
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.5,5,0.002382,0.975009,0.979099,0.001775,0.002569,0.00079,0.003384
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.5,6,0.002632,0.977635,0.977001,0.003234,0.020168,0.001024,0.001646
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.5,7,0.002889,0.975019,0.977737,0.001489,0.006131,0.004501,0.001014
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.5,8,0.002712,0.977401,0.977769,0.004011,0.019953,0.003199,0.002156
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.5,9,0.003912,0.977909,0.97613,0.002452,0.014246,0.002724,0.000997
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.5,0,0.004061,0.975999,0.977098,0.003022,0.0156,0.001887,0.001712
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.5,1,0.003312,0.975955,0.976258,0.005112,0.022543,0.003635,0.001496
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.5,2,0.003029,0.975892,0.977162,0.001826,0.009578,0.003324,0.004355
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.5,3,0.001714,0.976896,0.974987,0.000321,0.015076,0.00209,0.002792
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.5,4,0.004175,0.977382,0.976294,0.002088,0.006449,0.001692,0.003883
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.5,5,0.004111,0.976906,0.979074,0.003416,0.007421,0.001376,0.001765
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.5,6,0.001609,0.976616,0.973409,0.001608,0.027348,0.001468,0.003024
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.5,7,0.002708,0.977251,0.975815,0.002163,0.014234,0.0,0.001834
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.5,8,0.003114,0.978813,0.974909,0.003208,0.012573,0.002684,0.000278
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.5,9,0.003438,0.976475,0.977689,0.001713,0.008939,0.004432,0.003032
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.1,0,0.00793,0.976459,0.976022,0.005618,0.022953,0.001296,0.001379
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.1,1,0.007585,0.975137,0.977283,0.005928,0.023495,0.001897,0.003126
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.1,2,0.006255,0.979221,0.978039,0.0051,0.016169,0.000596,0.003708
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.1,3,0.011784,0.975739,0.976734,0.009554,0.01834,0.000903,0.001515
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.1,4,0.008118,0.976954,0.976102,0.005581,0.010068,0.002121,0.003609
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.1,5,0.009453,0.978992,0.976867,0.0087,0.014425,0.000215,0.001463
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.1,6,0.005912,0.977158,0.979054,0.004285,0.00912,0.003753,0.001715
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.1,7,0.008448,0.978072,0.97669,0.005422,0.011673,0.000964,0.000855
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.1,8,0.006733,0.978956,0.977399,0.006126,0.019034,0.000397,0.001942
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.1,9,0.008745,0.975866,0.978995,0.007256,0.009777,0.000965,0.001287
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.1,0,0.000922,0.976511,0.976763,0.0,0.015269,0.002116,0.001336
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.1,1,0.000968,0.977617,0.97642,0.000852,0.02296,0.003358,0.000313
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.1,2,0.000884,0.975477,0.97692,0.000486,0.018649,0.004226,0.002465
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.1,3,0.003455,0.978453,0.977415,0.003789,0.025956,0.002015,0.002441
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.1,4,0.002063,0.977696,0.976859,0.002907,0.014484,0.002654,0.002021
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.1,5,0.000703,0.978865,0.976167,0.001494,0.016581,0.0007,0.000575
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.1,6,0.003363,0.974222,0.976528,0.00517,0.011109,0.001436,0.002799
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.1,7,0.002455,0.97587,0.974307,0.0,0.010453,0.003419,0.002201
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.1,8,0.001616,0.975738,0.977597,0.001596,0.014862,0.002979,0.001887
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.1,9,0.002915,0.976863,0.980699,0.001907,0.006682,0.0,0.00228
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.1,0,0.00133,0.979435,0.980231,0.001896,0.009164,0.00156,0.002035
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.1,1,0.002874,0.975657,0.979034,0.002608,0.000884,0.002729,0.002242
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.1,2,0.002309,0.975729,0.976503,0.002105,0.007281,0.002752,0.000667
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.1,3,0.000293,0.975816,0.97638,0.000877,0.010079,0.001903,0.00266
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.1,4,0.003648,0.974862,0.97747,0.002338,0.008326,0.002641,0.002442
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.1,5,0.001264,0.979105,0.977267,0.001851,0.014074,0.002971,0.002229
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.1,6,0.001714,0.977739,0.976957,0.001392,0.020474,0.003919,0.000308
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.1,7,0.00173,0.975262,0.975732,0.000944,0.02015,0.00353,0.001586
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.1,8,0.00059,0.978362,0.977176,0.0,0.026283,0.002146,0.002388
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.1,9,0.000359,0.979211,0.978661,0.001361,0.019659,0.002967,0.00238
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.1,0,0.003262,0.97631,0.974954,0.004099,0.019924,0.001193,0.000249
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.1,1,0.003907,0.979432,0.976182,0.005211,0.00647,0.003352,0.002226
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.1,2,0.001613,0.974069,0.978472,0.001988,0.02485,0.001824,0.003445
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.1,3,0.002224,0.975805,0.977083,0.003758,0.012791,0.001362,0.002297
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.1,4,0.002834,0.977746,0.976957,0.003377,0.010304,0.003031,0.002558
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.1,5,0.00198,0.976663,0.976061,0.000867,0.018136,0.000493,0.001077
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.1,6,0.000339,0.97864,0.978439,0.0,0.02231,0.002,0.003944
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.1,7,0.003178,0.97669,0.974257,0.002677,0.003033,0.002719,0.001635
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.1,8,0.000565,0.978331,0.976046,0.0,0.017162,0.002152,0.002305
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.1,9,0.001849,0.978229,0.977166,0.000989,0.015529,0.004427,0.000996
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.2,0,0.005867,0.977977,0.975507,0.004792,0.013362,0.000847,0.001367
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.2,1,0.006254,0.97879,0.977416,0.00499,0.012616,0.003205,0.000901
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.2,2,0.012224,0.979547,0.980018,0.009912,0.019069,0.001229,0.001465
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.2,3,0.007255,0.977728,0.979799,0.007689,0.000866,0.002435,0.002141
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.2,4,0.007524,0.975563,0.976262,0.005579,0.017951,0.002536,0.001885
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.2,5,0.006349,0.978813,0.976592,0.006527,0.005737,0.00308,0.000854
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.2,6,0.007471,0.97621,0.979146,0.006383,0.007931,0.002524,0.001232
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.2,7,0.015041,0.978084,0.977224,0.012356,0.01359,0.000202,0.004518
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.2,8,0.010346,0.977339,0.975982,0.008741,0.016883,0.002514,0.001424
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.2,9,0.006782,0.978699,0.980432,0.006282,0.011131,0.002928,0.003623
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.2,0,0.003392,0.975712,0.973551,0.003101,0.019746,0.002285,0.0
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.2,1,6e-06,0.979163,0.978645,0.0,0.01067,0.00245,0.001701
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.2,2,0.001466,0.978072,0.975874,0.000243,0.019517,0.002706,0.0
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.2,3,0.001122,0.978737,0.974052,0.002162,0.011085,0.002596,0.002274
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.2,4,0.001531,0.978877,0.978589,0.000628,0.019313,0.002089,0.003818
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.2,5,0.001113,0.978481,0.97471,0.001952,0.019465,0.002049,0.003274
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.2,6,0.001303,0.979262,0.977746,0.001485,0.016332,0.000808,0.001735
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.2,7,0.004607,0.978181,0.978224,0.003719,0.011496,0.003843,0.001178
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.2,8,0.002267,0.97721,0.976295,0.003112,0.019806,0.004219,0.003238
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.2,9,0.003501,0.97633,0.975794,0.002114,0.012439,0.001511,0.002526
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.2,0,0.004473,0.976067,0.978728,0.004342,0.009563,0.002536,0.00122
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.2,1,0.003079,0.973724,0.977361,0.003236,0.016709,0.002407,0.002049
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.2,2,0.002523,0.977001,0.978974,0.002775,0.007061,0.001397,0.004072
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.2,3,0.001932,0.977156,0.97563,0.000771,0.01079,0.001912,0.001513
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.2,4,0.003375,0.977127,0.979107,0.001921,0.011757,0.002212,0.003111
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.2,5,0.001763,0.977774,0.977834,0.0,0.021088,0.002255,0.002779
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.2,6,0.002886,0.977746,0.977179,0.002432,0.029727,0.002132,0.002263
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.2,7,0.002153,0.975882,0.977189,0.003027,0.006271,0.002871,0.001898
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.2,8,0.003095,0.978409,0.977033,0.001985,0.013263,0.003232,0.001452
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.2,9,0.001061,0.976096,0.976038,0.001062,0.020759,0.002155,0.002574
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.2,0,0.000129,0.975488,0.977229,0.001705,0.006755,0.001254,0.000423
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.2,1,0.002707,0.97886,0.978393,0.001097,0.013647,0.002798,0.00215
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.2,2,0.002867,0.974553,0.977391,0.003316,0.021274,0.002854,0.00136
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.2,3,0.001801,0.977886,0.976744,0.0022,0.011646,0.000975,0.003468
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.2,4,0.002638,0.974742,0.976987,0.002369,0.003478,0.001677,0.00095
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.2,5,0.001899,0.974452,0.976982,0.0,0.015611,0.001715,0.00392
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.2,6,0.0,0.978237,0.978207,0.0,0.019771,0.001496,0.003102
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.2,7,0.002636,0.976459,0.975305,0.002871,0.016466,0.001943,0.001174
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.2,8,0.002002,0.976118,0.976878,0.000739,0.019909,0.001829,0.0
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.2,9,0.003289,0.979688,0.9782,0.001296,0.023331,0.000828,0.002285
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.3,0,0.010025,0.978327,0.978145,0.006435,0.009209,0.001244,0.002464
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.3,1,0.010798,0.976368,0.976247,0.010288,0.010364,0.001023,0.002859
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.3,2,0.010504,0.977436,0.978136,0.009629,0.007543,0.001972,0.00272
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.3,3,0.010609,0.975981,0.976578,0.00851,0.020185,0.002561,0.001702
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.3,4,0.01131,0.977879,0.97733,0.009791,0.014735,0.001804,0.002675
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.3,5,0.013423,0.977095,0.974995,0.012131,0.028055,0.002129,0.003441
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.3,6,0.014789,0.976691,0.979514,0.011035,0.007084,0.000483,0.002565
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.3,7,0.008378,0.977197,0.978321,0.005936,0.005165,0.002579,0.001343
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.3,8,0.009133,0.978137,0.976897,0.007785,0.021876,0.00226,0.002094
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.3,9,0.01048,0.977301,0.977737,0.008005,0.010262,0.003927,0.001734
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.3,0,0.001767,0.976899,0.975734,0.001933,0.012037,0.001397,0.002661
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.3,1,0.002174,0.979439,0.97671,1.3e-05,0.013961,0.000968,0.001326
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.3,2,0.003334,0.976926,0.978253,0.001358,0.019408,0.001634,0.002525
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.3,3,0.003455,0.977048,0.976142,0.002713,0.01987,0.002233,0.002389
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.3,4,0.002528,0.978091,0.977261,0.002109,0.015884,0.001504,0.002464
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.3,5,0.002532,0.978528,0.975551,0.003298,0.004514,0.003036,0.002882
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.3,6,0.001189,0.97909,0.977585,0.0,0.01119,0.002049,0.003101
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.3,7,0.004361,0.978258,0.977649,0.003906,0.024931,0.0,0.00329
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.3,8,0.00476,0.978073,0.978495,0.004649,0.01277,0.001611,0.001662
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.3,9,0.000965,0.9759,0.975215,0.001013,0.012047,0.000657,0.000201
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.3,0,0.001588,0.976684,0.977714,0.001208,0.010805,0.00291,0.001391
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.3,1,0.003223,0.973641,0.976525,0.002878,0.008835,0.002123,0.001452
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.3,2,0.003092,0.974869,0.975478,0.002096,0.00874,0.000839,0.0
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.3,3,0.003776,0.976121,0.980409,0.003929,0.012549,0.001749,0.00197
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.3,4,0.002075,0.97598,0.978296,0.002374,0.01296,0.002754,0.000988
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.3,5,0.002212,0.976752,0.977626,0.001119,0.007635,0.003282,0.002033
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.3,6,0.001355,0.974187,0.976634,0.0,0.011986,0.003438,0.001468
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.3,7,0.002101,0.977584,0.977712,0.001278,0.020473,0.002597,0.001845
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.3,8,0.001506,0.976253,0.976019,0.00125,0.020837,0.002004,0.001198
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.3,9,0.001811,0.979108,0.978538,0.000745,0.012224,0.001786,0.001904
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.3,0,0.00102,0.976409,0.979418,0.000827,0.017802,0.002193,0.001897
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.3,1,0.003402,0.97672,0.980016,0.001934,0.025873,0.002431,0.001613
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.3,2,0.003291,0.976227,0.973776,0.005015,0.019932,0.002837,0.001713
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.3,3,0.003782,0.974516,0.973904,0.00304,0.01833,0.002932,0.002038
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.3,4,0.003332,0.978511,0.976049,0.003759,0.018937,0.002529,0.001116
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.3,5,0.000964,0.981081,0.977014,0.0015,0.019437,0.001034,0.000763
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.3,6,0.002513,0.977351,0.975975,0.002067,0.006263,0.002171,0.002327
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.3,7,0.000939,0.98,0.977313,0.002755,0.006082,0.001228,0.001629
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.3,8,0.001303,0.97741,0.976234,0.000129,0.020859,0.002064,0.001155
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.3,9,0.001059,0.976657,0.977519,0.001675,0.015327,0.002456,0.003325
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.4,0,0.011877,0.976539,0.976865,0.009041,0.006922,0.000246,0.000829
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.4,1,0.011785,0.977545,0.976047,0.010131,0.017939,0.001901,0.001207
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.4,2,0.013933,0.977764,0.976861,0.011066,0.012511,0.001882,0.001648
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.4,3,0.014873,0.975073,0.977222,0.012483,0.023945,0.001182,0.001417
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.4,4,0.013218,0.976039,0.9775,0.010313,0.020511,0.00219,0.002388
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.4,5,0.015869,0.975034,0.974736,0.013458,0.019245,0.001136,0.002406
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.4,6,0.008111,0.976412,0.976189,0.004833,0.019671,0.000713,0.002496
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.4,7,0.01306,0.976407,0.977243,0.01096,0.014379,0.000396,0.003187
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.4,8,0.013118,0.976822,0.979762,0.009869,0.014138,0.002386,0.001758
LegalBench-RAG,1200000,1200000,Lethe,revoked_user,0.4,9,0.011506,0.97511,0.975385,0.008409,0.008385,0.002839,0.00092
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.4,0,0.002094,0.977827,0.97823,0.002161,0.014718,0.000564,0.00289
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.4,1,0.000996,0.977997,0.974748,0.001404,0.012936,0.001954,0.002219
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.4,2,0.001664,0.977765,0.975754,0.002127,0.026091,0.001816,0.001918
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.4,3,0.002771,0.981076,0.974202,0.000551,0.015308,0.003457,0.001412
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.4,4,0.002586,0.977352,0.977201,0.0029,0.011094,0.001335,0.001287
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.4,5,0.000724,0.975096,0.976835,0.001022,0.009671,0.001404,0.002059
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.4,6,0.003532,0.978613,0.979361,0.002448,0.023112,0.003063,0.000505
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.4,7,0.002969,0.974444,0.978742,0.001749,0.009169,0.00152,0.001305
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.4,8,0.003407,0.977164,0.974833,0.003656,0.028054,0.002356,0.002062
LegalBench-RAG,1200000,1200000,Lethe,same_role_still_authorized,0.4,9,0.002882,0.975898,0.974393,0.003952,0.015579,0.002272,0.00241
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.4,0,0.003442,0.979491,0.976612,0.003555,0.011813,0.001478,0.001287
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.4,1,0.002967,0.977939,0.976955,0.001898,0.022812,0.002096,0.001604
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.4,2,0.002078,0.977308,0.977612,0.0,0.016329,0.00185,0.002753
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.4,3,0.002544,0.973714,0.977943,0.002593,0.016499,0.001917,0.000551
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.4,4,0.002822,0.976252,0.974743,0.002606,0.021665,0.003085,0.000759
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.4,5,0.003135,0.977301,0.976461,0.001471,0.006458,0.002449,0.001572
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.4,6,0.001134,0.980601,0.977013,0.000748,0.014938,0.002118,0.000778
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.4,7,0.001792,0.977542,0.977069,0.003052,0.016089,0.002061,0.00042
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.4,8,0.002789,0.976553,0.97855,0.003852,0.019059,5.6e-05,0.000714
LegalBench-RAG,1200000,1200000,Lethe,different_role_still_authorized,0.4,9,0.002358,0.979391,0.977482,0.001923,0.00899,0.002895,0.0
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.4,0,0.003238,0.976827,0.979388,0.002599,0.005162,0.00162,0.002894
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.4,1,0.003172,0.975524,0.977403,0.003073,0.007781,0.000118,0.001373
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.4,2,0.002674,0.977211,0.97841,0.001784,0.019521,0.002709,0.001777
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.4,3,0.002368,0.976873,0.977286,0.000888,0.013461,0.002481,0.001814
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.4,4,0.002116,0.976688,0.974827,0.001353,0.021155,0.002252,0.000634
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.4,5,0.002008,0.974862,0.973289,0.000475,0.013117,0.003663,0.00144
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.4,6,0.003338,0.977118,0.976974,0.00238,0.024953,0.003069,0.00292
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.4,7,0.002309,0.976222,0.979976,0.000762,0.019493,0.001691,0.000904
LegalBench-RAG,1200000,1200000,Lethe,ancestor_descendant_still_authorized,0.4,8,0.002296,0.977945,0.977115,0.002518,0.014061,0.002731,0.004243
